"Date/Time (PST)","T_0.4m (K)","T_2m (K)","u_0.4m (m s-1)","u_2m (m s-1)","Q* (W m-2)","u'w' (m2 s-2)","w'T' (K m s-1)","w'rho_v' (g m-2 s-1)","w'rho_CO2' (micromol m-2 s-1)","w'rho_CH4' (microåmol m-2 s-1)"
2016-07-26 00:30,    287.68,    288.58,      0.22,      0.42,    -51.54,   -0.0026,   -0.0068,    0.0009,    1.1158,    0.1529
2016-07-26 01:00,    287.50,    288.44,      0.51,      0.73,    -53.45,   -0.0029,   -0.0061,    0.0003,    1.4898,    0.1324
2016-07-26 01:30,    287.30,    288.28,      0.45,      0.73,    -53.42,   -0.0049,   -0.0078,   -0.0003,    0.8889,    0.1327
2016-07-26 02:00,    287.11,    288.05,      0.56,      0.86,    -52.98,   -0.0059,   -0.0078,    0.0001,    1.8514,    0.1529
2016-07-26 02:30,    286.89,    287.95,      0.10,      0.61,    -52.72,   -0.0072,   -0.0025,    0.0013,    0.3585,    0.0434
2016-07-26 03:00,    286.22,    287.72,      0.38,      0.63,    -51.67,   -0.0041,   -0.0066,   -0.0016,    2.0098,    0.2546
2016-07-26 03:30,    286.13,    287.49,      0.07,      0.30,    -50.50,   -0.0034,   -0.0012,    0.0007,    0.2049,    0.1376
2016-07-26 04:00,    285.39,    286.99,      0.00,      0.14,    -42.60,   -0.0123,   -0.0071,    0.0007,    1.4303,    0.1353
2016-07-26 04:30,    285.19,    286.79,      0.38,      0.52,    -34.20,   -0.0012,   -0.0034,   -0.0001,    1.9653,    0.1323
2016-07-26 05:00,    284.90,    286.50,      0.00,      0.20,    -26.88,   -0.0065,    0.0026,    0.0003,    1.9349,    0.1299
2016-07-26 05:30,    285.07,    286.45,      0.23,      0.39,      1.68,   -0.0039,    0.0025,    0.0032,    3.2983,    0.3435
2016-07-26 06:00,    287.24,    287.45,      0.58,      0.96,     33.41,   -0.0109,    0.0010,    0.0009,    0.9965,    0.2287
2016-07-26 06:30,    288.31,    288.32,      0.73,      1.22,     48.58,   -0.0220,    0.0074,    0.0008,    1.8192,    0.2043
2016-07-26 07:00,    288.63,    288.73,      0.95,      1.57,     78.09,   -0.0341,    0.0121,    0.0010,   -2.3758,    0.1194
2016-07-26 07:30,    289.06,    289.03,      1.07,      1.69,    104.76,   -0.0368,    0.0200,    0.0034,   -2.8678,    0.1324
2016-07-26 08:00,    289.99,    289.66,      1.21,      1.75,    178.59,   -0.0377,    0.0491,    0.0072,   -3.1930,    0.1266
2016-07-26 08:30,    291.95,    290.44,      1.39,      2.06,    329.87,   -0.0613,    0.1173,    0.0198,   -3.2106,    0.1398
2016-07-26 09:00,    293.51,    291.40,      1.44,      2.09,    447.36,   -0.0611,    0.1518,    0.0259,   -2.7947,    0.1391
