"Date/Time (PST)","T_0.4m (K)","T_2m (K)","u_0.4m (m s-1)","u_2m (m s-1)","Q* (W m-2)","u'w' (m2 s-2)","w'T' (K m s-1)","w'rho_v' (g m-2 s-1)","w'rho_CO2' (micromol m-2 s-1)","w'rho_CH4' (microåmol m-2 s-1)"
2016-09-03 00:30,    283.96,    285.37,      0.11,      0.35,    -11.70,   -0.0040,   -0.0011,    0.0023,    1.6305,    0.0347
2016-09-03 01:00,    284.35,    285.43,      0.10,      0.25,    -11.79,   -0.0008,   -0.0001,   -0.0000,    1.0989,    0.0827
2016-09-03 01:30,    284.69,    285.51,      0.56,      0.81,    -15.83,   -0.0042,   -0.0049,    0.0002,    0.3388,    0.1162
2016-09-03 02:00,    284.98,    286.07,      0.33,      1.25,    -33.17,   -0.0111,   -0.0109,    0.0009,    2.5757,    0.0710
2016-09-03 02:30,    284.67,    285.77,      0.75,      1.06,    -56.14,   -0.0063,   -0.0096,   -0.0001,    1.3421,    0.0703
2016-09-03 03:00,    284.48,    285.50,      0.27,      1.17,    -30.80,   -0.0121,   -0.0110,   -0.0001,    1.8507,    0.0897
2016-09-03 03:30,    284.94,    285.79,      0.50,      1.28,    -20.13,   -0.0153,   -0.0086,   -0.0002,    1.2071,    0.0534
2016-09-03 04:00,    285.09,    285.87,      0.60,      1.26,    -16.07,   -0.0116,   -0.0054,    0.0007,    1.4408,    0.0518
2016-09-03 04:30,    285.36,    286.06,      0.79,      1.61,    -17.33,   -0.0265,   -0.0093,    0.0001,    1.9627,    0.0657
2016-09-03 05:00,    285.52,    286.14,      1.08,      1.91,    -20.21,   -0.0266,   -0.0100,   -0.0010,    1.1275,    0.0565
2016-09-03 05:30,    285.39,    286.05,      1.19,      2.16,    -23.29,   -0.0449,   -0.0122,   -0.0002,    1.5343,    0.0785
2016-09-03 06:00,    285.45,    286.10,      0.61,      1.25,     -7.78,   -0.0116,   -0.0049,    0.0000,    0.8733,    0.0455
2016-09-03 06:30,    285.51,    286.10,      0.83,      1.59,      7.08,   -0.0270,   -0.0059,   -0.0002,    1.1836,    0.0455
2016-09-03 07:00,    285.40,    285.93,      0.84,      1.10,     17.53,   -0.0042,   -0.0081,   -0.0033,   -0.7543,    0.0454
2016-09-03 07:30,    285.45,    285.90,      0.94,      1.76,     34.46,   -0.0221,   -0.0104,    0.0020,    0.8671,    0.0454
2016-09-03 08:00,    285.77,    286.11,      1.12,      1.68,     80.96,   -0.0244,    0.0037,    0.0009,    1.3739,    0.0454
2016-09-03 08:30,    285.84,    286.28,      1.16,      1.55,     65.68,   -0.0159,    0.0075,    0.0016,   -0.0498,    0.0453
2016-09-03 09:00,    286.22,    286.60,      1.35,      2.03,    107.18,   -0.0410,    0.0168,    0.0008,   -0.2809,    0.0663
2016-09-03 09:30,    286.55,    286.89,      1.27,      1.95,    115.65,   -0.0435,    0.0236,    0.0008,   -0.9235,    0.0662
2016-09-03 10:00,    287.65,    287.57,      1.16,      1.82,    207.74,   -0.0491,    0.0531,    0.0047,   -2.1689,    0.0616
2016-09-03 10:30,    288.10,    287.75,      1.17,      1.81,    181.84,   -0.0484,    0.0568,    0.0036,   -1.5074,    0.0645
2016-09-03 11:00,    289.70,    288.55,      1.58,      2.23,    377.69,   -0.0583,    0.1189,    0.0117,   -3.0407,    0.0588
2016-09-03 11:30,    290.46,    288.85,      1.31,      1.92,    399.52,   -0.0550,    0.1288,    0.0147,   -2.7234,    0.0600
2016-09-03 12:00,    290.19,    288.99,      1.02,      1.33,    236.80,   -0.0217,    0.0882,    0.0067,   -1.9573,    0.0643
2016-09-03 12:30,    291.81,    289.87,      1.04,      1.47,    514.56,   -0.0393,    0.1730,    0.0333,   -2.7052,    0.0643
2016-09-03 13:00,    292.93,    290.66,      1.09,      1.49,    529.32,   -0.0366,    0.1840,    0.0430,   -2.4112,    0.0553
2016-09-03 13:30,    293.34,    291.08,      1.20,      1.29,    483.81,   -0.0070,    0.1752,    0.0535,   -0.7528,    0.0584
2016-09-03 14:00,    292.26,    290.90,      1.26,      1.89,    329.75,   -0.0582,    0.1423,    0.0298,   -1.6772,    0.1007
2016-09-03 14:30,    292.97,    291.28,      1.36,      1.92,    396.32,   -0.0516,    0.1488,    0.0336,   -2.1901,    0.0191
2016-09-03 15:00,    293.66,    291.79,      1.07,      1.87,    509.61,   -0.0879,    0.2208,    0.0417,   -3.2041,    0.0734
2016-09-03 15:30,    294.30,    292.03,      1.17,      1.99,    399.03,   -0.0837,    0.1639,    0.0423,   -1.4367,    0.1508
