"Date/Time (PST)","T_0.4m (K)","T_2m (K)","u_0.4m (m s-1)","u_2m (m s-1)","Q* (W m-2)","u'w' (m2 s-2)","w'T' (K m s-1)","w'rho_v' (g m-2 s-1)","w'rho_CO2' (micromol m-2 s-1)","w'rho_CH4' (microåmol m-2 s-1)"
2016-09-03 16:00,    294.78,    292.17,      1.30,      1.96,    309.85,   -0.0603,    0.1301,    0.0274,   -0.9978,    0.0693
2016-09-03 16:30,    294.98,    292.15,      1.28,      1.91,    217.98,   -0.0543,    0.1023,    0.0255,   -1.1921,    0.0849
2016-09-03 17:00,    293.34,    291.78,      1.51,      2.33,    135.22,   -0.0695,    0.0650,    0.0150,   -0.6119,    0.0767
2016-09-03 17:30,    292.54,    291.46,      1.25,      2.00,     54.40,   -0.0538,    0.0360,    0.0121,   -0.2142,    0.0706
2016-09-03 18:00,    291.29,    291.11,      0.85,      1.50,    -14.27,   -0.0350,    0.0103,    0.0077,    0.2512,    0.0796
2016-09-03 18:30,    289.69,    290.32,      0.38,      1.06,    -60.08,   -0.0130,   -0.0060,    0.0021,    0.6255,    0.0733
2016-09-03 19:00,    287.61,    288.99,      0.50,      0.73,    -72.30,   -0.0035,   -0.0043,   -0.0000,    0.3356,    0.0353
2016-09-03 19:30,    285.23,    287.46,      0.20,      0.42,    -69.33,   -0.0047,    0.0010,    0.0021,   -0.0865,    0.1811
2016-09-03 20:00,    283.94,    286.53,      0.18,      0.42,    -67.11,   -0.0036,   -0.0063,   -0.0018,    1.3477,    0.0931
2016-09-03 20:30,    282.93,    286.14,      0.54,      0.70,    -65.13,   -0.0045,    0.0046,    0.0016,    1.3140,    0.0915
2016-09-03 21:00,    282.10,    284.73,      0.00,      0.19,    -62.43,   -0.0116,   -0.0014,   -0.0046,    1.3811,    0.0903
2016-09-03 21:30,    281.36,    283.33,      0.00,      0.20,    -54.35,   -0.0169,   -0.0069,   -0.0054,    2.1577,    0.1934
2016-09-03 22:00,    280.94,    283.08,      0.00,      0.18,    -40.26,   -0.0081,   -0.0066,   -0.0042,    1.2243,    0.3131
2016-09-03 22:30,    280.36,    281.88,      0.00,      0.15,    -27.60,   -0.0024,   -0.0001,   -0.0004,    1.6977,    0.0391
2016-09-03 23:00,    280.49,    281.83,      0.00,      0.09,    -18.49,   -0.0065,    0.0028,    0.0004,    1.1516,    0.0846
2016-09-03 23:30,    281.16,    282.09,      0.00,      0.20,    -14.51,   -0.0063,    0.0017,   -0.0000,    1.1041,    0.0829
2016-09-04 00:00,    281.30,    282.66,      0.34,      0.54,    -15.80,   -0.0026,   -0.0026,   -0.0020,    3.5459,    0.1783
