"Date/Time (PST)","T_0.4m (K)","T_2m (K)","u_0.4m (m s-1)","u_2m (m s-1)","Q* (W m-2)","u'w' (m2 s-2)","w'T' (K m s-1)","w'rho_v' (g m-2 s-1)","w'rho_CO2' (micromol m-2 s-1)","w'rho_CH4' (microåmol m-2 s-1)"
2016-08-20 00:30,    284.47,    287.65,      0.00,      0.24,    -20.20,   -0.0128,   -0.0114,   -0.0016,    2.0350,    0.1379
2016-08-20 01:00,    284.22,    286.93,      0.20,      0.38,    -18.13,   -0.0057,    0.0060,    0.0027,    2.0026,    0.1353
2016-08-20 01:30,    283.30,    285.94,      0.07,      0.25,    -16.09,   -0.0048,    0.0029,    0.0022,    1.9728,    0.1329
2016-08-20 02:00,    283.04,    285.35,      0.28,      0.43,    -15.31,   -0.0040,    0.0047,    0.0024,    1.9337,    0.1298
2016-08-20 02:30,    282.56,    284.64,      0.00,      0.11,    -13.29,   -0.0011,   -0.0021,    0.0006,    1.8984,    0.1271
2016-08-20 03:00,    282.17,    284.38,      0.00,      0.24,    -13.87,   -0.0186,    0.0060,    0.0018,    1.8647,    0.1246
2016-08-20 03:30,    282.15,    284.74,      0.00,      0.22,    -13.08,   -0.0057,   -0.0134,   -0.0014,    1.8238,    0.1216
2016-08-20 04:00,    282.21,    285.03,      0.00,      0.17,    -11.08,   -0.0060,   -0.0038,   -0.0011,    1.7826,    0.1187
2016-08-20 04:30,    281.96,    284.01,      0.00,      0.15,    -10.60,   -0.0100,   -0.0023,   -0.0006,    1.7524,    0.1166
2016-08-20 05:00,    281.98,    284.51,      0.06,      0.16,    -11.20,   -0.0032,    0.0081,    0.0013,    1.7127,    0.1140
2016-08-20 05:30,    282.16,    284.68,      0.00,      0.06,     -5.34,   -0.0088,    0.0148,    0.0021,    1.6790,    0.1118
2016-08-20 06:00,    283.14,    284.04,      0.00,      0.15,      6.71,   -0.0069,   -0.0031,   -0.0030,    0.7103,    0.1100
2016-08-20 06:30,    287.24,    286.53,      0.11,      0.20,     42.41,   -0.0024,    0.0077,    0.0060,    1.6026,    0.1070
2016-08-20 07:00,    290.71,    289.50,      0.30,      0.43,    126.12,   -0.0060,    0.0291,    0.0773,   -4.9865,    0.1035
2016-08-20 07:30,    295.26,    292.39,      1.13,      1.84,    172.36,   -0.0420,    0.0135,    0.0135,    0.0225,    0.2099
2016-08-20 08:00,    298.77,    294.10,      1.35,      2.02,    238.45,   -0.0463,    0.0386,    0.0140,   -0.9099,    0.1165
2016-08-20 08:30,    300.25,    295.28,      1.45,      2.08,    302.49,   -0.0498,    0.0715,    0.0227,   -0.4400,    0.1419
2016-08-20 09:00,    299.35,    295.93,      1.54,      2.21,    366.21,   -0.0597,    0.1086,    0.0319,    1.5075,    0.0798
2016-08-20 09:30,    300.52,    296.51,      1.48,      2.26,    426.53,   -0.0754,    0.1304,    0.0342,   -4.8806,    0.0166
2016-08-20 10:00,    300.10,    297.19,      1.36,      1.99,    476.95,   -0.0572,    0.1335,    0.0455,   -2.1213,    0.1352
2016-08-20 10:30,    300.51,    297.47,      1.37,      1.94,    520.68,   -0.0504,    0.1357,    0.0497,   -1.8469,    0.1218
2016-08-20 11:00,    301.69,    298.47,      1.51,      2.06,    553.70,   -0.0518,    0.1614,    0.0670,   -2.4026,    0.1538
2016-08-20 11:30,    301.24,    298.77,      1.20,      2.03,    576.85,   -0.0858,    0.1679,    0.0696,   -2.0596,    0.1458
2016-08-20 12:00,    302.57,    299.06,      1.48,      1.89,    588.12,   -0.0347,    0.1424,    0.0594,   -0.9020,    0.1446
2016-08-20 12:30,    303.26,    299.33,      1.29,      1.71,    590.67,   -0.0359,    0.1620,    0.0755,   -1.3990,    0.1640
2016-08-20 13:00,    304.23,    300.32,      1.24,      1.77,    582.06,   -0.0478,    0.1510,    0.0790,   -1.0590,    0.1676
2016-08-20 13:30,    303.84,    300.67,      1.25,      1.91,    565.80,   -0.0657,    0.1769,    0.0975,   -1.7873,    0.2239
2016-08-20 14:00,    304.31,    300.96,      1.27,      1.93,    537.27,   -0.0624,    0.1512,    0.0793,   -1.0366,    0.2003
2016-08-20 14:30,    304.50,    300.96,      1.47,      2.19,    500.14,   -0.0692,    0.1435,    0.0721,   -0.8000,    0.2017
2016-08-20 15:00,    305.37,    301.07,      0.95,      1.52,    451.72,   -0.0508,    0.1347,    0.0686,   -0.6701,    0.2545
2016-08-20 15:30,    304.60,    301.33,      0.92,      1.74,    397.02,   -0.0801,    0.1309,    0.0641,   -0.6512,    0.2790
2016-08-20 16:00,    303.48,    301.40,      1.00,      1.75,    332.96,   -0.0676,    0.1037,    0.0581,   -0.7534,    0.2859
2016-08-20 16:30,    302.32,    300.56,      1.54,      2.50,    267.30,   -0.0917,    0.0914,    0.0441,   -0.1620,    0.2498
2016-08-20 17:00,    300.93,    299.72,      1.27,      2.21,    192.69,   -0.0857,    0.0754,    0.0378,   -0.2971,    0.2686
2016-08-20 17:30,    300.68,    299.34,      1.28,      2.03,    114.59,   -0.0549,    0.0415,    0.0264,   -0.2020,    0.2556
2016-08-20 18:00,    300.40,    298.99,      1.39,      2.14,     39.07,   -0.0486,    0.0183,    0.0206,   -0.0708,    0.2480
2016-08-20 18:30,    299.02,    298.41,      1.14,      2.05,    -20.85,   -0.0575,    0.0039,    0.0148,    1.1459,    0.2932
2016-08-20 19:00,    296.18,    296.98,      0.47,      1.31,    -53.19,   -0.0154,   -0.0109,    0.0047,    0.8344,    0.1699
2016-08-20 19:30,    293.88,    295.48,      0.21,      1.05,    -63.13,   -0.0063,   -0.0066,   -0.0010,    0.7398,    0.1225
2016-08-20 20:00,    292.21,    293.92,      0.24,      0.63,    -59.75,   -0.0043,   -0.0012,   -0.0005,    2.3244,    0.1638
2016-08-20 20:30,    290.43,    292.31,      0.15,      0.73,    -57.19,   -0.0035,   -0.0024,    0.0004,    0.5318,    0.1620
2016-08-20 21:00,    289.22,    291.02,      0.17,      0.35,    -55.71,   -0.0037,    0.0013,    0.0003,    2.2496,    0.1567
2016-08-20 21:30,    288.29,    290.29,      0.23,      0.38,    -54.12,   -0.0015,   -0.0009,    0.0011,    2.2241,    0.1544
2016-08-20 22:00,    287.86,    289.89,      0.37,      0.50,    -50.84,   -0.0020,    0.0003,    0.0007,    2.1918,    0.1514
2016-08-20 22:30,    287.77,    289.36,      0.20,      0.62,    -50.59,   -0.0033,   -0.0013,    0.0025,    2.1651,    0.2888
2016-08-20 23:00,    287.47,    289.06,      0.49,      0.59,    -47.24,   -0.0006,   -0.0010,   -0.0002,    2.1316,    0.1461
2016-08-20 23:30,    286.77,    288.85,      0.13,      0.28,    -44.97,   -0.0035,    0.0026,    0.0011,    2.1015,    0.1435
2016-08-21 00:00,    285.91,    288.63,      0.00,      0.18,    -41.23,   -0.0056,    0.0009,   -0.0025,    1.0410,    0.1409
