"Date/Time (PST)","T_0.4m (K)","T_2m (K)","u_0.4m (m s-1)","u_2m (m s-1)","Q* (W m-2)","u'w' (m2 s-2)","w'T' (K m s-1)","w'rho_v' (g m-2 s-1)","w'rho_CO2' (micromol m-2 s-1)","w'rho_CH4' (microåmol m-2 s-1)"
2016-08-30 00:30,    284.21,    286.03,      0.25,      0.54,    -41.45,   -0.0045,   -0.0003,   -0.0002,    0.8790,    0.0902
2016-08-30 01:00,    284.05,    286.05,      0.30,      0.52,    -34.08,   -0.0030,   -0.0032,    0.0008,    1.6534,    0.0720
2016-08-30 01:30,    284.41,    286.20,      0.11,      0.40,    -28.49,   -0.0074,    0.0013,    0.0000,    1.5222,    0.1022
2016-08-30 02:00,    284.15,    285.54,      0.00,      0.15,    -26.81,   -0.0045,    0.0000,    0.0029,    1.4981,    0.1009
2016-08-30 02:30,    283.10,    284.71,      0.00,      0.07,    -25.53,   -0.0370,   -0.0161,   -0.0171,    1.4759,    0.0997
2016-08-30 03:00,    282.21,    284.45,      0.41,      0.49,    -23.45,   -0.0017,    0.0032,    0.0007,    1.4477,    0.0982
2016-08-30 03:30,    281.89,    284.34,      0.11,      0.25,    -21.48,   -0.0012,   -0.0039,    0.0022,    1.4150,    0.0964
2016-08-30 04:00,    281.51,    284.04,      0.42,      0.44,    -19.11,   -0.0003,    0.0008,    0.0004,    1.3867,    0.0950
2016-08-30 04:30,    281.42,    283.30,      0.00,      0.23,    -18.03,   -0.0047,   -0.0028,    0.0006,    1.3558,    0.2005
2016-08-30 05:00,    280.99,    283.24,      0.27,      0.43,    -17.45,   -0.0051,    0.0082,    0.0047,    1.3317,    0.0923
2016-08-30 05:30,    281.38,    283.72,      0.00,      0.33,    -16.06,   -0.0167,    0.0097,    0.0055,    1.2914,    0.0905
2016-08-30 06:00,    281.52,    284.24,      0.40,      0.50,     -2.01,   -0.0021,    0.0022,    0.0012,   -4.1879,    0.0890
2016-08-30 06:30,    284.64,    285.62,      0.74,      1.13,     27.05,   -0.0065,   -0.0010,    0.0011,   -0.2031,    0.0209
2016-08-30 07:00,    286.75,    287.14,      0.85,      1.36,     64.61,   -0.0167,    0.0001,   -0.0016,    2.1541,    0.0872
2016-08-30 07:30,    287.69,    288.05,      1.13,      1.67,     55.55,   -0.0224,    0.0035,    0.0008,   -0.9311,    0.0575
2016-08-30 08:00,    288.35,    288.79,      1.22,      1.87,     72.61,   -0.0332,    0.0066,    0.0003,   -0.0125,    0.0627
2016-08-30 08:30,    289.36,    289.46,      1.74,      2.77,    167.33,   -0.0876,    0.0368,    0.0003,   -0.9910,    0.0672
2016-08-30 09:00,    290.83,    290.11,      1.65,      2.42,    220.54,   -0.0645,    0.0702,    0.0004,   -4.7572,    0.0656
2016-08-30 09:30,    291.65,    290.76,      1.27,      2.21,    250.62,   -0.0880,    0.0844,    0.0090,   -2.6273,    0.0853
2016-08-30 10:00,    292.56,    291.65,      1.90,      2.81,    264.49,   -0.0846,    0.0880,    0.0103,   -3.0714,    0.0661
2016-08-30 10:30,    292.80,    291.71,      1.92,      3.15,    285.35,   -0.1348,    0.1014,    0.0139,   -2.2173,    0.0788
2016-08-30 11:00,    292.20,    291.42,      2.20,      3.40,    326.50,   -0.1316,    0.1154,    0.0167,   -3.0113,    0.0894
2016-08-30 11:30,    293.08,    291.83,      2.52,      3.79,    407.49,   -0.1477,    0.1380,    0.0176,   -2.4414,    0.0754
2016-08-30 12:00,    294.01,    292.53,      2.26,      3.51,    546.87,   -0.1558,    0.2017,    0.0297,   -2.8947,    0.0824
2016-08-30 12:30,    294.80,    292.94,      2.13,      3.45,    585.11,   -0.1744,    0.2423,    0.0442,   -2.9224,    0.1012
2016-08-30 13:00,    295.08,    293.09,      2.06,      3.27,    583.43,   -0.1568,    0.2577,    0.0448,   -2.5285,    0.0938
2016-08-30 13:30,    294.48,    292.90,      2.10,      3.32,    470.41,   -0.1495,    0.1943,    0.0377,   -1.8077,    0.0852
2016-08-30 14:00,    294.06,    292.70,      2.03,      2.96,    477.54,   -0.0988,    0.1636,    0.0298,   -1.7982,    0.0823
2016-08-30 14:30,    295.85,    293.59,      1.76,      2.73,    552.82,   -0.1128,    0.2147,    0.0437,   -2.1548,    0.0889
2016-08-30 15:00,    294.43,    292.92,      2.16,      3.43,    305.16,   -0.1499,    0.1403,    0.0281,   -2.0418,    0.0962
2016-08-30 15:30,    292.91,    292.30,      2.16,      3.54,    228.50,   -0.1585,    0.0948,    0.0208,   -2.2464,    0.0974
2016-08-30 16:00,    293.33,    292.47,      2.26,      3.62,    291.77,   -0.1593,    0.1124,    0.0206,   -2.0573,    0.0998
2016-08-30 16:30,    292.97,    292.19,      1.57,      2.63,    173.04,   -0.1024,    0.0747,    0.0188,   -2.0117,    0.0994
2016-08-30 17:00,    291.82,    291.65,      1.57,      2.48,     67.90,   -0.0683,    0.0262,    0.0071,   -0.4861,    0.0931
2016-08-30 17:30,    292.91,    292.10,      1.69,      2.38,    187.91,   -0.0561,    0.0704,    0.0121,   -1.2686,    0.0757
2016-08-30 18:00,    292.32,    292.02,      1.63,      2.65,     33.36,   -0.0842,    0.0352,    0.0088,   -0.5939,    0.0738
2016-08-30 18:30,    290.44,    290.99,      1.25,      2.25,    -48.72,   -0.0515,   -0.0115,    0.0017,    1.0328,    0.0871
2016-08-30 19:00,    288.97,    290.01,      0.37,      1.23,    -58.87,   -0.0087,   -0.0085,   -0.0008,    0.5202,    0.0267
2016-08-30 19:30,    287.88,    289.57,      0.61,      0.76,    -50.50,   -0.0026,    0.0009,    0.0002,   -1.1522,    0.1125
2016-08-30 20:00,    287.40,    289.48,      0.16,      0.94,    -28.36,   -0.0026,   -0.0029,    0.0000,    1.1689,    0.1112
2016-08-30 20:30,    288.85,    290.14,      0.37,      1.08,     -8.99,   -0.0085,   -0.0058,   -0.0003,    1.6273,    0.0678
2016-08-30 21:00,    289.69,    290.72,      0.30,      1.01,     -8.83,   -0.0045,   -0.0040,   -0.0002,    0.5281,    0.0294
2016-08-30 21:30,    289.84,    290.84,      0.10,      0.92,     -9.17,   -0.0033,   -0.0039,   -0.0002,    0.6519,    0.0549
2016-08-30 22:00,    289.60,    290.67,      0.30,      1.01,    -10.60,   -0.0032,   -0.0031,   -0.0002,    1.3829,    0.0419
2016-08-30 22:30,    289.56,    290.63,      0.65,      1.32,    -11.73,   -0.0121,   -0.0056,    0.0003,    1.3336,    0.0732
2016-08-30 23:00,    289.62,    290.71,      0.68,      1.45,    -11.86,   -0.0151,   -0.0086,    0.0003,    2.0492,    0.0790
2016-08-30 23:30,    289.82,    290.76,      0.45,      1.11,     -9.92,   -0.0084,   -0.0049,   -0.0002,    1.3422,    0.0560
2016-08-31 00:00,    289.66,    290.76,      0.43,      1.17,    -11.63,   -0.0067,   -0.0056,   -0.0001,    1.8498,    0.0587
