"Date/Time (PST)","T_0.4m (K)","T_2m (K)","u_0.4m (m s-1)","u_2m (m s-1)","Q* (W m-2)","u'w' (m2 s-2)","w'T' (K m s-1)","w'rho_v' (g m-2 s-1)","w'rho_CO2' (micromol m-2 s-1)","w'rho_CH4' (microåmol m-2 s-1)"
2016-07-28 00:30,    289.68,    290.74,      0.57,      1.54,    -58.71,   -0.0234,   -0.0168,   -0.0011,    2.8903,    0.1721
2016-07-28 01:00,    289.57,    290.69,      0.69,      1.43,    -58.52,   -0.0165,   -0.0077,    0.0023,    2.2164,    0.1537
2016-07-28 01:30,    289.02,    290.23,      0.82,      1.00,    -56.89,   -0.0022,   -0.0069,    0.0007,    1.5971,    0.0570
2016-07-28 02:00,    288.52,    290.15,      0.51,      0.76,    -55.33,   -0.0043,   -0.0044,   -0.0008,    0.3550,    0.1495
2016-07-28 02:30,    287.86,    290.87,      0.58,      0.66,    -52.13,   -0.0011,    0.0007,    0.0001,    2.1439,    0.1472
2016-07-28 03:00,    287.29,    290.18,      0.35,      0.42,    -49.85,   -0.0021,    0.0079,    0.0023,    2.1214,    0.1452
2016-07-28 03:30,    286.62,    289.28,      0.12,      0.21,    -46.71,   -0.0028,    0.0065,    0.0032,    2.0988,    0.1433
2016-07-28 04:00,    285.91,    288.01,      0.00,      0.27,    -40.73,   -0.0108,   -0.0004,    0.0014,    2.0772,    0.1414
2016-07-28 04:30,    285.33,    287.69,      0.00,      0.21,    -31.21,   -0.0225,    0.0095,    0.0070,    2.0449,    0.1387
2016-07-28 05:00,    285.09,    286.89,      0.00,      0.08,    -21.38,   -0.0127,    0.0041,    0.0033,    2.0109,    0.1359
2016-07-28 05:30,    286.09,    287.84,      0.79,      0.83,      3.95,   -0.0014,    0.0103,    0.0031,    1.9747,    0.1330
2016-07-28 06:00,    290.97,    290.96,      1.08,      1.73,     20.01,   -0.0229,   -0.0026,    0.0029,    1.9080,    0.0961
2016-07-28 06:30,    293.62,    292.43,      1.49,      2.39,     73.16,   -0.0550,    0.0034,    0.0027,   -0.2166,    0.1507
2016-07-28 07:00,    295.23,    293.11,      1.75,      2.79,    147.22,   -0.0836,    0.0232,    0.0130,   -1.6240,    0.1616
2016-07-28 07:30,    296.00,    293.68,      1.68,      2.72,    219.53,   -0.0950,    0.0605,    0.0152,   -2.7622,    0.1399
2016-07-28 08:00,    297.31,    294.21,      1.99,      2.93,    291.86,   -0.0864,    0.0773,    0.0144,   -1.8418,    0.1133
2016-07-28 08:30,    297.92,    294.78,      2.19,      3.17,    360.61,   -0.0958,    0.0995,    0.0208,   -2.2695,    0.1256
2016-07-28 09:00,    298.19,    295.00,      2.20,      3.31,    425.13,   -0.1184,    0.1132,    0.0236,   -2.0648,    0.1163
2016-07-28 09:30,    299.48,    295.78,      1.83,      2.95,    482.15,   -0.1241,    0.1445,    0.0419,   -2.8377,    0.1589
2016-07-28 10:00,    300.19,    296.12,      2.16,      3.09,    533.10,   -0.0951,    0.1373,    0.0405,   -2.1765,    0.1465
2016-07-28 10:30,    300.64,    296.63,      1.70,      2.61,    573.31,   -0.0946,    0.1518,    0.0511,   -2.5864,    0.1593
2016-07-28 11:00,    300.03,    296.83,      1.81,      2.62,    606.89,   -0.0843,    0.1744,    0.0664,   -2.5519,    0.1652
2016-07-28 11:30,    299.81,    296.98,      1.80,      2.72,    630.18,   -0.0987,    0.1625,    0.0557,   -2.3017,    0.1446
2016-07-28 12:00,    300.54,    297.28,      1.99,      2.91,    644.94,   -0.0970,    0.1643,    0.0597,   -2.2743,    0.1488
2016-07-28 12:30,    301.44,    297.62,      1.37,      2.21,    648.18,   -0.0895,    0.1781,    0.0758,   -2.4979,    0.1867
2016-07-28 13:00,    303.39,    298.78,      0.97,      1.74,    641.17,   -0.0789,    0.1799,    0.0942,   -2.5110,    0.1841
2016-07-28 13:30,    302.66,    299.29,      1.80,      2.54,    627.35,   -0.0755,    0.1728,    0.0843,   -1.5016,    0.1799
2016-07-28 14:00,    302.23,    299.07,      2.05,      2.87,    603.24,   -0.0867,    0.1838,    0.0869,   -2.3309,    0.1906
2016-07-28 14:30,    302.09,    299.22,      1.63,      2.72,    567.47,   -0.1243,    0.1714,    0.0966,   -2.5202,    0.2002
2016-07-28 15:00,    303.10,    299.31,      1.91,      3.02,    522.90,   -0.1224,    0.1474,    0.0708,   -1.3185,    0.1893
2016-07-28 15:30,    303.62,    299.48,      1.95,      3.10,    469.37,   -0.1250,    0.1258,    0.0589,   -1.3375,    0.1691
2016-07-28 16:00,    303.64,    299.68,      1.82,      2.86,    407.76,   -0.1108,    0.1320,    0.0624,   -1.4800,    0.1985
2016-07-28 16:30,    302.17,    299.29,      1.68,      2.55,    338.62,   -0.0835,    0.1119,    0.0553,   -1.7621,    0.2103
2016-07-28 17:00,    302.62,    299.19,      1.80,      2.99,    267.83,   -0.1252,    0.0906,    0.0481,   -0.7327,    0.2267
2016-07-28 17:30,    301.75,    299.38,      1.63,      2.70,    195.29,   -0.1001,    0.0637,    0.0420,   -0.9094,    0.2031
2016-07-28 18:00,    300.43,    298.96,      1.77,      2.83,    121.98,   -0.0922,    0.0391,    0.0306,   -0.3750,    0.1883
2016-07-28 18:30,    298.72,    298.62,      1.35,      2.35,     50.17,   -0.0760,    0.0188,    0.0227,   -0.4279,    0.2009
2016-07-28 19:00,    297.60,    298.19,      0.94,      1.95,    -12.84,   -0.0578,   -0.0079,    0.0190,    0.5954,    0.2317
2016-07-28 19:30,    296.24,    297.28,      0.29,      1.22,    -54.17,   -0.0292,   -0.0155,    0.0075,    1.6386,    0.2174
2016-07-28 20:00,    294.54,    296.10,      0.60,      0.96,    -69.77,   -0.0083,   -0.0112,    0.0007,    1.4370,    0.1662
2016-07-28 20:30,    292.48,    294.67,      0.00,      0.16,    -66.13,   -0.0157,   -0.0165,   -0.0001,    2.6114,    0.3322
2016-07-28 21:00,    290.87,    293.43,      0.16,      0.39,    -62.08,   -0.0034,   -0.0057,   -0.0003,    2.5718,    0.1893
2016-07-28 21:30,    290.94,    293.58,      0.60,      0.88,    -64.10,   -0.0051,   -0.0114,    0.0002,    2.7956,    0.2165
2016-07-28 22:00,    291.63,    293.54,      0.08,      1.33,    -65.44,   -0.0126,   -0.0204,   -0.0011,    3.0595,    0.1968
2016-07-28 22:30,    291.63,    293.07,      0.13,      1.30,    -64.45,   -0.0180,   -0.0227,   -0.0002,    3.1902,    0.2002
2016-07-28 23:00,    290.81,    292.28,      0.46,      0.69,    -60.66,   -0.0033,   -0.0082,   -0.0002,    2.8527,    0.2482
2016-07-28 23:30,    289.42,    291.39,      0.00,      0.28,    -55.95,   -0.0057,   -0.0002,    0.0006,    2.4103,    0.1723
2016-07-29 00:00,    288.27,    290.66,      0.39,      0.57,    -53.02,   -0.0079,    0.0198,    0.0080,    2.3889,    0.1702
