"Date/Time (PST)","T_0.4m (K)","T_2m (K)","u_0.4m (m s-1)","u_2m (m s-1)","Q* (W m-2)","u'w' (m2 s-2)","w'T' (K m s-1)","w'rho_v' (g m-2 s-1)","w'rho_CO2' (micromol m-2 s-1)","w'rho_CH4' (microåmol m-2 s-1)"
2016-08-29 00:30,    284.60,    286.40,      0.00,      0.16,      0.76,   -0.0158,    0.0026,    0.0007,    1.4225,    0.0968
2016-08-29 01:00,    283.98,    286.12,      0.19,      0.28,      0.51,   -0.0019,    0.0027,    0.0018,    1.4008,    0.0957
2016-08-29 01:30,    283.56,    285.51,      0.12,      0.22,      1.11,   -0.0019,    0.0014,    0.0006,    1.3828,    0.0948
2016-08-29 02:00,    282.78,    284.55,      0.19,      0.26,      0.44,   -0.0007,    0.0002,    0.0003,    1.3623,    0.0938
2016-08-29 02:30,    282.43,    283.95,      0.00,      0.08,     -0.57,   -0.0040,    0.0053,    0.0023,    1.3341,    0.0924
2016-08-29 03:00,    282.31,    283.84,      0.12,      0.20,     -1.40,   -0.0010,    0.0004,    0.0001,    1.3095,    0.0913
2016-08-29 03:30,    281.97,    283.48,      0.26,      0.35,      0.04,   -0.0016,    0.0013,    0.0004,    1.2856,    0.0902
2016-08-29 04:00,    282.48,    284.22,      0.67,      0.74,     -0.43,   -0.0020,    0.0095,    0.0013,    1.2555,    0.0889
2016-08-29 04:30,    285.04,    285.86,      0.43,      0.55,     -0.18,   -0.0009,   -0.0011,   -0.0039,    1.2033,    0.0867
2016-08-29 05:00,    284.89,    285.79,      0.04,      0.17,      0.18,   -0.0019,    0.0005,    0.0008,    2.5252,    0.0653
2016-08-29 05:30,    285.45,    286.26,      0.08,      0.24,      0.37,   -0.0017,   -0.0014,   -0.0006,    1.1635,    0.2491
2016-08-29 06:00,    286.35,    287.07,      0.07,      0.37,      4.69,   -0.0013,   -0.0004,   -0.0004,    1.1464,    0.0844
2016-08-29 06:30,    286.90,    287.33,      0.53,      0.74,     20.17,   -0.0055,    0.0027,   -0.0002,    1.3611,    0.0852
2016-08-29 07:00,    287.11,    287.39,      0.84,      1.23,     47.47,   -0.0158,    0.0076,    0.0001,    0.8821,    0.0665
2016-08-29 07:30,    287.39,    287.47,      0.90,      1.41,     75.00,   -0.0268,    0.0156,   -0.0000,    0.5724,    0.0899
2016-08-29 08:00,    287.52,    287.56,      1.04,      1.47,    101.27,   -0.0222,    0.0194,   -0.0005,   -0.3223,    0.0642
2016-08-29 08:30,    288.11,    287.85,      0.84,      1.25,    160.31,   -0.0240,    0.0350,    0.0030,   -1.4389,    0.0689
2016-08-29 09:00,    289.74,    288.75,      0.91,      1.24,    318.54,   -0.0233,    0.0866,    0.0185,   -2.8908,    0.0862
2016-08-29 09:30,    292.93,    290.62,      1.00,      1.32,    423.94,   -0.0252,    0.1379,    0.0155,   -1.3087,    0.0940
2016-08-29 10:00,    294.27,    292.04,      1.18,      1.93,    467.72,   -0.0761,    0.1688,    0.0285,   -0.3952,    0.1048
2016-08-29 10:30,    294.54,    292.55,      1.71,      2.53,    497.95,   -0.0859,    0.1695,    0.0270,   -1.5142,    0.0855
2016-08-29 11:00,    294.87,    292.77,      1.39,      2.24,    534.10,   -0.0928,    0.1972,    0.0343,   -1.4296,    0.0771
2016-08-29 11:30,    295.25,    293.22,      1.39,      2.22,    555.15,   -0.0905,    0.2034,    0.0370,   -1.2749,    0.0982
2016-08-29 12:00,    296.15,    294.10,      1.22,      1.92,    565.50,   -0.0742,    0.2201,    0.0537,   -1.5876,    0.1101
2016-08-29 12:30,    297.06,    294.92,      1.38,      1.87,    559.44,   -0.0471,    0.1966,    0.0514,   -1.9812,    0.0969
2016-08-29 13:00,    298.06,    296.03,      0.88,      1.37,    553.94,   -0.0473,    0.1905,    0.0640,   -1.5298,    0.0929
2016-08-29 13:30,    298.18,    296.29,      1.17,      1.77,    534.40,   -0.0598,    0.1873,    0.0620,   -1.2409,    0.1060
2016-08-29 14:00,    298.39,    296.65,      1.04,      1.65,    474.63,   -0.0605,    0.1853,    0.0606,   -2.9838,    0.0956
2016-08-29 14:30,    298.77,    296.69,      0.98,      1.70,    450.88,   -0.0714,    0.1630,    0.0521,   -1.5256,    0.0981
2016-08-29 15:00,    298.26,    296.38,      1.30,      1.88,    374.49,   -0.0530,    0.1397,    0.0510,    1.3725,    0.1126
2016-08-29 15:30,    297.62,    296.14,      1.30,      2.10,    266.10,   -0.0735,    0.1000,    0.0334,   -1.4210,    0.0935
