"Date/Time (PST)","T_0.4m (K)","T_2m (K)","u_0.4m (m s-1)","u_2m (m s-1)","Q* (W m-2)","u'w' (m2 s-2)","w'T' (K m s-1)","w'rho_v' (g m-2 s-1)","w'rho_CO2' (micromol m-2 s-1)","w'rho_CH4' (microåmol m-2 s-1)"
2016-08-29 16:00,    296.57,    295.60,      1.50,      2.24,    160.12,   -0.0590,    0.0609,    0.0248,   -1.6163,    0.0931
2016-08-29 16:30,    294.91,    294.60,      1.13,      1.76,     52.79,   -0.0354,    0.0154,    0.0178,   -0.1637,    0.1067
2016-08-29 17:00,    294.07,    294.19,      0.98,      1.56,     48.50,   -0.0304,    0.0109,    0.0158,   -0.2510,    0.1000
2016-08-29 17:30,    293.77,    293.97,      0.71,      1.26,     28.89,   -0.0241,    0.0042,    0.0128,    0.1331,    0.1083
2016-08-29 18:00,    293.12,    293.43,      0.80,      1.24,      5.37,   -0.0159,    0.0029,    0.0052,    0.2005,    0.0809
2016-08-29 18:30,    291.89,    292.49,      0.57,      1.09,    -22.28,   -0.0087,   -0.0027,   -0.0006,    0.2492,    0.0440
2016-08-29 19:00,    290.70,    291.68,      0.43,      1.13,    -39.75,   -0.0048,   -0.0041,    0.0006,    0.3376,    0.0305
2016-08-29 19:30,    289.77,    291.24,      0.63,      0.82,    -41.10,   -0.0025,   -0.0035,   -0.0012,    1.2507,    0.0458
2016-08-29 20:00,    288.97,    290.52,      0.00,      0.26,    -41.30,   -0.0166,   -0.0038,    0.0001,    2.9092,    0.0205
2016-08-29 20:30,    287.82,    289.87,      0.35,      0.56,    -41.53,   -0.0050,    0.0014,    0.0011,    1.8038,    0.1202
2016-08-29 21:00,    287.15,    289.34,      0.40,      0.61,    -44.62,   -0.0029,   -0.0029,   -0.0005,    2.8292,    0.0932
2016-08-29 21:30,    286.47,    288.35,      0.29,      0.42,    -40.86,   -0.0032,    0.0035,    0.0012,    1.7558,    0.1169
2016-08-29 22:00,    285.84,    287.39,      0.11,      0.30,    -43.12,   -0.0054,    0.0039,    0.0010,    1.7358,    0.1155
2016-08-29 22:30,    285.28,    287.05,      0.00,      0.27,    -44.34,   -0.0112,    0.0089,    0.0030,    1.7088,    0.1137
2016-08-29 23:00,    285.15,    286.83,      0.05,      0.49,    -45.43,   -0.0122,   -0.0017,   -0.0004,    1.6788,    0.3046
2016-08-29 23:30,    284.66,    286.64,      0.15,      0.41,    -45.58,   -0.0046,   -0.0063,   -0.0015,    2.7116,    0.1708
2016-08-30 00:00,    284.44,    286.60,      0.21,      0.34,    -44.88,   -0.0028,    0.0022,    0.0005,    1.6169,    0.1078
