"Date/Time (PST)","T_0.4m (K)","T_2m (K)","u_0.4m (m s-1)","u_2m (m s-1)","Q* (W m-2)","u'w' (m2 s-2)","w'T' (K m s-1)","w'rho_v' (g m-2 s-1)","w'rho_CO2' (micromol m-2 s-1)","w'rho_CH4' (microåmol m-2 s-1)"
2016-08-27 18:30,    291.80,    292.21,      1.89,      3.21,      2.62,   -0.1112,   -0.0036,    0.0082,    1.1212,    0.0949
2016-08-27 19:00,    290.98,    291.73,      1.33,      2.47,    -36.35,   -0.0637,   -0.0189,    0.0054,    1.6534,    0.0880
2016-08-27 19:30,    290.70,    291.50,      1.17,      2.19,    -19.12,   -0.0508,   -0.0136,    0.0027,    1.7884,    0.0755
2016-08-27 20:00,    290.56,    291.38,      1.21,      2.28,    -29.08,   -0.0489,   -0.0196,    0.0036,    3.8327,    0.0789
2016-08-27 20:30,    289.74,    290.69,      1.01,      2.02,    -39.81,   -0.0410,   -0.0176,    0.0018,    2.0025,    0.0809
2016-08-27 21:00,    289.32,    290.14,      0.84,      1.70,    -28.74,   -0.0236,   -0.0118,    0.0005,    1.8715,    0.0700
2016-08-27 21:30,    289.14,    289.95,      0.70,      1.52,    -19.18,   -0.0248,   -0.0097,   -0.0001,    1.7687,    0.0701
2016-08-27 22:00,    289.36,    290.06,      1.16,      2.10,    -18.16,   -0.0418,   -0.0118,    0.0017,    1.8069,    0.0751
2016-08-27 22:30,    289.19,    289.81,      1.42,      2.53,    -20.90,   -0.0651,   -0.0134,    0.0026,    2.5300,    0.0872
2016-08-27 23:00,    289.00,    289.60,      1.25,      2.32,    -17.50,   -0.0614,   -0.0111,    0.0002,    1.3624,    0.0742
2016-08-27 23:30,    288.44,    289.08,      1.20,      2.26,    -24.64,   -0.0592,   -0.0122,    0.0007,    2.2208,    0.0803
2016-08-28 00:00,    287.86,    288.65,      1.06,      1.93,    -33.03,   -0.0313,   -0.0111,    0.0001,    1.5511,    0.0632
