"Date/Time (PST)","T_0.4m (K)","T_2m (K)","u_0.4m (m s-1)","u_2m (m s-1)","Q* (W m-2)","u'w' (m2 s-2)","w'T' (K m s-1)","w'rho_v' (g m-2 s-1)","w'rho_CO2' (micromol m-2 s-1)","w'rho_CH4' (microåmol m-2 s-1)"
2016-08-21 19:30,    289.06,    290.27,      0.46,      0.72,    -45.57,   -0.0047,   -0.0070,   -0.0018,   -0.9730,    0.0323
2016-08-21 20:00,    288.29,    289.39,      0.45,      0.69,    -20.98,   -0.0038,   -0.0039,    0.0005,    2.2131,    0.1395
2016-08-21 20:30,    288.07,    289.27,      0.57,      0.66,    -25.05,   -0.0005,   -0.0080,   -0.0028,    1.8504,    0.1236
2016-08-21 21:00,    287.99,    289.30,      0.18,      1.15,    -38.51,   -0.0079,   -0.0096,   -0.0005,    1.4474,    0.1198
2016-08-21 21:30,    287.81,    288.98,      0.25,      1.20,    -51.98,   -0.0143,   -0.0134,    0.0005,    1.5859,    0.1209
2016-08-21 22:00,    288.23,    289.48,      0.30,      0.62,    -26.43,   -0.0068,   -0.0053,   -0.0015,    1.7787,    0.1184
2016-08-21 22:30,    288.18,    289.07,      0.39,      1.26,    -31.15,   -0.0135,   -0.0111,    0.0016,    0.3846,    0.1170
2016-08-21 23:00,    288.03,    288.92,      0.67,      1.56,    -40.96,   -0.0191,   -0.0132,    0.0003,    1.4271,    0.1098
2016-08-21 23:30,    287.74,    288.90,      0.50,      1.23,    -31.45,   -0.0223,   -0.0063,    0.0018,    1.7202,    0.1145
2016-08-22 00:00,    287.97,    289.05,      0.00,      0.27,    -23.42,   -0.0480,    0.0023,   -0.0169,    1.6953,    0.0621
