"Date/Time (PST)","T_0.4m (K)","T_2m (K)","u_0.4m (m s-1)","u_2m (m s-1)","Q* (W m-2)","u'w' (m2 s-2)","w'T' (K m s-1)","w'rho_v' (g m-2 s-1)","w'rho_CO2' (micromol m-2 s-1)","w'rho_CH4' (microåmol m-2 s-1)"
2016-08-21 00:30,    285.31,    287.87,      0.23,      0.36,    -33.89,   -0.0038,    0.0067,    0.0024,    2.0443,    0.1387
2016-08-21 01:00,    284.84,    287.23,      0.14,      0.36,    -30.78,   -0.0031,   -0.0015,    0.0013,    3.3959,    0.1137
2016-08-21 01:30,    284.43,    287.21,      0.05,      0.26,    -29.72,   -0.0072,    0.0088,    0.0021,    1.9716,    0.1328
2016-08-21 02:00,    284.01,    286.95,      0.34,      0.47,    -27.54,   -0.0038,    0.0053,    0.0006,    1.9382,    0.1302
2016-08-21 02:30,    283.82,    286.19,      0.18,      0.28,    -24.78,   -0.0020,    0.0016,    0.0013,    1.9040,    0.1276
2016-08-21 03:00,    283.83,    285.82,      0.11,      0.44,    -21.73,   -0.0072,   -0.0025,    0.0013,    1.8085,    0.1250
2016-08-21 03:30,    283.75,    286.33,      0.13,      0.31,    -19.20,   -0.0040,    0.0016,    0.0001,    1.8384,    0.1227
2016-08-21 04:00,    283.18,    286.56,      0.70,      0.80,    -17.65,   -0.0009,    0.0001,    0.0004,    1.7962,    0.1197
2016-08-21 04:30,    283.45,    286.04,      0.00,      0.25,    -16.65,   -0.0134,    0.0045,    0.0008,    1.7676,    0.1177
2016-08-21 05:00,    282.79,    285.41,      0.13,      0.23,    -15.32,   -0.0025,    0.0048,    0.0025,    1.7414,    0.1159
2016-08-21 05:30,    282.84,    285.32,      0.18,      0.44,    -10.43,   -0.0067,    0.0018,   -0.0010,    1.7129,    0.1140
2016-08-21 06:00,    285.23,    286.60,      0.58,      0.76,      8.24,   -0.0044,    0.0022,   -0.0044,    1.6633,    0.1108
2016-08-21 06:30,    288.08,    288.35,      0.94,      1.64,     50.13,   -0.0250,   -0.0041,    0.0230,    1.6183,    0.0589
2016-08-21 07:00,    289.48,    289.37,      1.22,      2.26,     83.88,   -0.0650,   -0.0055,    0.0126,   -3.0920,    0.1448
2016-08-21 07:30,    291.38,    290.71,      1.56,      2.48,    154.24,   -0.0692,    0.0245,    0.0096,   -0.5639,    0.1105
2016-08-21 08:00,    292.55,    291.68,      1.60,      2.44,    205.22,   -0.0682,    0.0549,    0.0119,   -1.5538,    0.1177
2016-08-21 08:30,    293.38,    292.04,      2.41,      3.92,    307.50,   -0.1870,    0.1143,    0.0202,    1.5560,    0.1401
2016-08-21 09:00,    293.24,    291.66,      2.44,      3.81,    384.14,   -0.1661,    0.1345,    0.0136,   -1.3745,    0.1066
2016-08-21 09:30,    293.50,    291.56,      2.12,      3.35,    431.49,   -0.1444,    0.1514,    0.0177,   -1.4589,    0.1072
2016-08-21 10:00,    292.79,    291.18,      2.56,      4.16,    459.12,   -0.2200,    0.1826,    0.0243,   -2.0888,    0.1207
2016-08-21 10:30,    293.31,    291.58,      2.47,      4.11,    532.66,   -0.2337,    0.2042,    0.0230,   -1.9748,    0.1187
2016-08-21 11:00,    293.76,    291.84,      2.70,      4.37,    586.83,   -0.2382,    0.2106,    0.0249,   -2.4166,    0.1167
2016-08-21 11:30,    293.76,    291.96,      2.86,      4.72,    572.65,   -0.2862,    0.2318,    0.0362,   -3.0626,    0.1166
2016-08-21 12:00,    294.05,    292.41,      2.84,      4.62,    535.06,   -0.2597,    0.1973,    0.0264,   -3.1641,    0.1112
2016-08-21 12:30,    292.40,    291.60,      2.41,      3.96,    256.43,   -0.1930,    0.1119,    0.0163,   -3.0121,    0.1163
2016-08-21 13:00,    291.13,    290.97,      2.17,      3.53,    124.04,   -0.1430,    0.0528,    0.0093,   -0.3810,    0.1244
2016-08-21 13:30,    292.80,    291.94,      2.65,      4.18,    487.18,   -0.2071,    0.1937,    0.0288,   -4.0283,    0.1177
2016-08-21 14:00,    294.77,    293.16,      2.32,      3.60,    553.20,   -0.1635,    0.2107,    0.0367,   -2.1651,    0.1160
2016-08-21 14:30,    294.95,    293.04,      2.14,      3.36,    511.56,   -0.1478,    0.1891,    0.0348,   -1.5335,    0.1105
2016-08-21 15:00,    295.11,    293.29,      2.14,      3.36,    461.78,   -0.1457,    0.1782,    0.0392,   -1.8331,    0.1136
2016-08-21 15:30,    294.56,    293.32,      2.08,      3.48,    291.34,   -0.1710,    0.1378,    0.0303,   -2.0208,    0.1193
2016-08-21 16:00,    292.55,    292.24,      2.19,      3.49,    121.40,   -0.1320,    0.0506,    0.0142,   -1.0901,    0.1230
2016-08-21 16:30,    291.95,    291.88,      1.74,      2.88,    101.02,   -0.1021,    0.0380,    0.0084,   -0.3486,    0.1356
2016-08-21 17:00,    292.85,    292.52,      1.34,      2.32,    155.26,   -0.0942,    0.0892,    0.0189,    0.8710,    0.1538
2016-08-21 17:30,    293.30,    293.16,      1.19,      2.01,     57.51,   -0.0581,    0.0232,    0.0097,   -0.2684,    0.0970
2016-08-21 18:00,    293.43,    293.02,      1.00,      1.77,     23.39,   -0.0458,    0.0114,    0.0115,   -0.2502,    0.1116
2016-08-21 18:30,    291.26,    291.77,      0.62,      1.46,    -21.38,   -0.0277,   -0.0104,    0.0059,    0.9367,    0.1348
2016-08-21 19:00,    290.28,    291.12,      0.96,      2.01,    -61.40,   -0.0454,   -0.0192,    0.0053,    1.9510,    0.1578
