"Date/Time (PST)","T_0.4m (K)","T_2m (K)","u_0.4m (m s-1)","u_2m (m s-1)","Q* (W m-2)","u'w' (m2 s-2)","w'T' (K m s-1)","w'rho_v' (g m-2 s-1)","w'rho_CO2' (micromol m-2 s-1)","w'rho_CH4' (microåmol m-2 s-1)"
2016-06-20 18:00,    294.89,    293.90,      1.62,      2.47,    203.49,   -0.0744,    0.0792,    0.0260,   -2.6073,    0.0845
2016-06-20 18:30,    293.96,    293.69,      1.43,      2.29,    116.46,   -0.0704,    0.0522,    0.0331,   -1.1115,    0.0926
2016-06-20 19:00,    292.99,    293.10,      1.19,      2.00,     29.21,   -0.0552,    0.0193,    0.0205,   -0.7803,    0.0894
2016-06-20 19:30,    291.60,    292.03,      0.88,      1.66,    -32.72,   -0.0319,   -0.0050,    0.0123,    0.1639,    0.0900
2016-06-20 20:00,    290.15,    290.89,      0.45,      1.01,    -63.34,   -0.0052,   -0.0028,   -0.0027,    1.4307,    0.0367
2016-06-20 20:30,    288.49,    289.57,      0.00,      0.27,    -71.15,   -0.0555,    0.0224,   -0.0046,    1.4441,    0.0980
2016-06-20 21:00,    286.42,    288.11,      0.14,      0.27,    -67.06,   -0.0034,    0.0043,   -0.0007,    1.4098,    0.0962
2016-06-20 21:30,    285.65,    287.90,      0.15,      0.43,    -65.64,   -0.0109,    0.0106,    0.0044,    1.3600,    0.0937
2016-06-20 22:00,    284.83,    287.06,      0.14,      0.45,    -63.10,   -0.0103,    0.0041,    0.0022,    1.3358,    0.0925
2016-06-20 22:30,    284.28,    286.45,      0.20,      0.33,    -54.36,   -0.0032,    0.0041,    0.0017,    1.3064,    0.0911
2016-06-20 23:00,    284.39,    286.26,      0.00,      0.11,    -36.14,   -0.0133,   -0.0002,    0.0015,    1.2716,    0.0896
2016-06-20 23:30,    284.82,    285.63,      0.00,      0.41,    -31.90,   -0.0253,   -0.0063,   -0.0009,    1.2404,    0.0882
2016-06-21 00:00,    284.90,    285.83,      0.17,      0.62,    -32.11,   -0.0062,   -0.0017,    0.0003,    1.3155,    0.0442
