"Date/Time (PST)","T_0.4m (K)","T_2m (K)","u_0.4m (m s-1)","u_2m (m s-1)","Q* (W m-2)","u'w' (m2 s-2)","w'T' (K m s-1)","w'rho_v' (g m-2 s-1)","w'rho_CO2' (micromol m-2 s-1)","w'rho_CH4' (microåmol m-2 s-1)"
2016-08-13 00:30,    285.41,    286.90,      0.00,      0.12,    -20.44,   -0.0082,    0.0092,    0.0020,    1.9440,    0.1306
2016-08-13 01:00,    285.47,    287.06,      0.30,      0.44,    -15.32,   -0.0023,    0.0005,    0.0008,    1.9074,    0.1278
2016-08-13 01:30,    285.85,    287.45,      0.00,      0.27,    -17.40,   -0.0067,   -0.0021,   -0.0001,    1.8716,    0.1251
2016-08-13 02:00,    285.71,    287.67,      0.51,      0.63,    -17.34,   -0.0028,    0.0026,    0.0018,    1.8384,    0.1227
2016-08-13 02:30,    286.51,    288.62,      0.54,      0.75,    -14.62,   -0.0027,   -0.0048,   -0.0034,    1.8020,    0.2559
2016-08-13 03:00,    286.72,    288.58,      0.40,      0.48,    -13.76,   -0.0019,    0.0044,    0.0021,    1.7787,    0.1185
2016-08-13 03:30,    286.40,    287.89,      0.10,      0.34,    -13.34,   -0.0046,    0.0004,    0.0006,    1.6025,    0.1172
2016-08-13 04:00,    286.11,    287.61,      0.00,      0.14,    -10.36,   -0.0339,   -0.0008,   -0.0008,    1.8111,    0.1155
2016-08-13 04:30,    286.44,    288.12,      0.15,      0.29,    -11.19,   -0.0035,    0.0029,    0.0018,    1.7026,    0.1133
2016-08-13 05:00,    286.16,    288.70,      0.11,      0.28,    -12.55,   -0.0017,   -0.0004,    0.0011,    1.6798,    0.1118
2016-08-13 05:30,    286.01,    289.16,      0.42,      0.49,     -6.38,   -0.0018,    0.0059,    0.0022,    1.6541,    0.1102
2016-08-13 06:00,    286.40,    289.20,      0.00,      0.17,      6.18,   -0.0083,    0.0118,    0.0009,    1.6288,    0.1086
2016-08-13 06:30,    288.55,    289.13,      0.00,      0.20,     57.58,   -0.0089,   -0.0227,    0.0165,    1.6084,    0.1073
2016-08-13 07:00,    293.55,    291.44,      0.22,      0.41,    141.85,   -0.0077,    0.0167,    0.0015,    2.2215,    0.1557
2016-08-13 07:30,    299.84,    293.62,      0.38,      0.70,    179.44,   -0.0172,    0.0293,    0.0147,    2.0722,    0.0783
2016-08-13 08:00,    301.76,    295.24,      0.44,      0.85,    221.90,   -0.0258,    0.0475,    0.0153,    1.0417,    0.0942
2016-08-13 08:30,    302.61,    296.50,      0.47,      0.77,    327.08,   -0.0204,    0.0755,    0.0280,    0.3538,    0.1130
2016-08-13 09:00,    302.51,    297.83,      0.31,      0.71,    383.09,   -0.0301,    0.0964,    0.0324,   -1.8657,    0.0616
2016-08-13 09:30,    301.94,    298.36,      0.00,      0.28,    271.33,   -0.1255,    0.0699,    0.0318,   -3.8742,    0.0944
2016-08-13 10:00,    300.32,    298.01,      1.29,      1.98,    366.39,   -0.0603,    0.0989,    0.0394,   -2.0668,    0.0972
2016-08-13 10:30,    299.00,    297.03,      1.64,      2.56,    310.95,   -0.0856,    0.0911,    0.0317,   -1.4651,    0.0768
