"Date/Time (PST)","T_0.4m (K)","T_2m (K)","u_0.4m (m s-1)","u_2m (m s-1)","Q* (W m-2)","u'w' (m2 s-2)","w'T' (K m s-1)","w'rho_v' (g m-2 s-1)","w'rho_CO2' (micromol m-2 s-1)","w'rho_CH4' (microåmol m-2 s-1)"
2016-08-23 00:30,    280.65,    282.45,      0.08,      0.17,    -25.32,   -0.0013,    0.0004,    0.0001,    1.4621,    0.0989
2016-08-23 01:00,    280.29,    281.67,      0.00,      0.17,    -22.32,   -0.0019,   -0.0004,    0.0000,    1.4253,    0.0970
2016-08-23 01:30,    279.98,    281.55,      0.00,      0.09,    -21.09,   -0.0035,   -0.0008,    0.0003,    2.9561,    0.3047
2016-08-23 02:00,    279.83,    281.57,      0.00,      0.09,    -19.26,   -0.0016,   -0.0031,   -0.0005,    1.3507,    0.0932
2016-08-23 02:30,    279.65,    280.98,      0.19,      0.30,    -17.31,   -0.0008,   -0.0004,   -0.0001,    1.3215,    0.0918
2016-08-23 03:00,    279.62,    280.76,      0.31,      0.35,    -16.93,   -0.0007,    0.0014,    0.0004,    1.2863,    0.0902
2016-08-23 03:30,    279.17,    280.81,      0.01,      0.22,    -15.22,   -0.0054,    0.0019,    0.0005,    1.2535,    0.0888
2016-08-23 04:00,    278.97,    280.67,      0.00,      0.05,    -15.17,   -0.0105,    0.0012,   -0.0000,    1.2185,    0.0873
2016-08-23 04:30,    278.97,    280.79,      0.00,      0.07,    -14.60,   -0.0575,    0.0145,    0.0079,    1.1814,    0.0858
2016-08-23 05:00,    278.76,    280.74,      0.24,      0.34,    -14.11,   -0.0024,    0.0034,    0.0010,    1.1560,    0.0848
2016-08-23 05:30,    278.51,    280.53,      0.25,      0.37,    -10.49,   -0.0010,   -0.0010,   -0.0005,    1.1215,    0.0835
2016-08-23 06:00,    279.94,    280.63,      0.00,      0.15,      4.73,   -0.0023,   -0.0021,   -0.0052,    1.0882,    0.0823
2016-08-23 06:30,    284.25,    283.10,      0.14,      0.24,     50.67,   -0.0039,    0.0273,    0.0139,    1.0403,    0.0807
2016-08-23 07:00,    288.00,    286.11,      0.51,      0.73,    126.37,   -0.0097,    0.0212,    0.0046,   -1.1845,    0.0999
2016-08-23 07:30,    290.02,    288.63,      0.59,      0.74,    162.35,   -0.0068,    0.0296,    0.0067,   -0.4497,    0.0534
2016-08-23 08:00,    293.61,    290.75,      0.02,      0.35,    216.00,   -0.0196,    0.0435,    0.0133,    0.9462,    0.2186
2016-08-23 08:30,    294.82,    291.28,      0.59,      0.80,    293.16,   -0.0137,    0.0884,    0.0193,   -1.4999,    0.1062
2016-08-23 09:00,    295.40,    292.19,      0.52,      0.78,    359.88,   -0.0204,    0.1329,    0.0272,    0.9574,    0.0314
2016-08-23 09:30,    298.03,    292.76,      0.38,      1.04,    418.86,   -0.0594,    0.1197,    0.0315,   -3.1078,    0.0936
2016-08-23 10:00,    297.77,    293.55,      0.00,      0.22,    463.96,   -0.0558,    0.1239,    0.0325,   -1.9209,    0.0887
2016-08-23 10:30,    297.43,    294.14,      0.37,      1.12,    503.42,   -0.0765,    0.1656,    0.0448,   -2.6483,    0.2053
2016-08-23 11:00,    299.20,    294.37,      0.79,      1.21,    531.99,   -0.0364,    0.1596,    0.0474,   -2.2214,    0.1765
2016-08-23 11:30,    298.00,    294.57,      1.76,      2.56,    564.08,   -0.0830,    0.1839,    0.0454,    0.3379,    0.1167
2016-08-23 12:00,    297.96,    294.76,      1.42,      2.06,    576.59,   -0.0652,    0.1943,    0.0572,   -1.4441,    0.1113
2016-08-23 12:30,    298.21,    295.36,      1.33,      2.25,    579.51,   -0.1002,    0.1816,    0.0532,   -0.5814,    0.1105
2016-08-23 13:00,    298.90,    295.94,      1.37,      2.06,    571.51,   -0.0708,    0.1893,    0.0653,   -1.9437,    0.1120
2016-08-23 13:30,    299.28,    296.44,      1.63,      2.50,    552.40,   -0.0921,    0.1676,    0.0606,   -1.1933,    0.1060
2016-08-23 14:00,    300.37,    297.03,      1.45,      2.23,    500.89,   -0.0784,    0.1655,    0.0668,   -1.4858,    0.1172
2016-08-23 14:30,    300.45,    297.03,      1.50,      2.39,    446.46,   -0.0901,    0.1414,    0.0542,   -1.3603,    0.1079
2016-08-23 15:00,    299.75,    297.19,      1.53,      2.53,    440.62,   -0.1073,    0.1436,    0.0538,   -1.1586,    0.1094
2016-08-23 15:30,    301.20,    297.37,      1.65,      2.60,    390.70,   -0.0981,    0.1367,    0.0514,   -1.3726,    0.1041
2016-08-23 16:00,    301.64,    297.21,      1.62,      2.57,    322.66,   -0.0964,    0.1218,    0.0492,   -1.2982,    0.1057
2016-08-23 16:30,    300.43,    297.23,      1.68,      2.57,    253.34,   -0.0823,    0.0917,    0.0350,   -0.6081,    0.1204
2016-08-23 17:00,    300.35,    296.83,      1.90,      2.86,    179.08,   -0.0871,    0.0700,    0.0264,   -0.6210,    0.0920
2016-08-23 17:30,    298.92,    296.46,      1.67,      2.68,    101.95,   -0.0864,    0.0424,    0.0226,   -0.6374,    0.0989
2016-08-23 18:00,    297.90,    296.28,      1.23,      2.18,     27.57,   -0.0695,    0.0191,    0.0187,    0.1388,    0.0944
2016-08-23 18:30,    295.97,    295.85,      1.02,      1.91,    -29.52,   -0.0413,   -0.0077,    0.0137,    0.6793,    0.1107
2016-08-23 19:00,    293.83,    294.95,      0.31,      1.25,    -60.21,   -0.0155,   -0.0139,    0.0033,    0.7470,    0.0949
2016-08-23 19:30,    291.71,    293.53,      0.65,      1.00,    -67.09,   -0.0077,   -0.0110,    0.0011,    0.8444,    0.0488
2016-08-23 20:00,    289.24,    291.79,      0.27,      0.45,    -59.36,   -0.0030,    0.0006,   -0.0004,    1.8182,    0.1212
2016-08-23 20:30,    288.13,    290.87,      0.34,      0.70,    -58.69,   -0.0102,    0.0010,    0.0001,    1.7637,    0.1174
2016-08-23 21:00,    286.88,    289.00,      0.23,      0.62,    -54.64,   -0.0095,   -0.0103,    0.0002,    1.7303,    0.1151
2016-08-23 21:30,    285.79,    287.89,      0.27,      0.39,    -51.88,   -0.0010,   -0.0010,   -0.0000,    1.7117,    0.1139
2016-08-23 22:00,    284.81,    287.20,      0.00,      0.10,    -50.26,   -0.0041,    0.0060,    0.0029,    1.6844,    0.1121
2016-08-23 22:30,    284.24,    286.78,      0.06,      0.30,    -48.46,   -0.0039,    0.0001,   -0.0013,    1.6523,    0.1101
2016-08-23 23:00,    283.85,    286.63,      0.19,      0.31,    -38.34,   -0.0021,    0.0009,    0.0001,    0.8812,    0.0315
2016-08-23 23:30,    283.64,    285.37,      0.17,      0.30,    -31.24,   -0.0021,    0.0006,    0.0023,    1.2645,    0.0978
2016-08-24 00:00,    283.11,    285.31,      0.00,      0.17,    -27.27,   -0.0071,    0.0008,    0.0022,    1.5630,    0.1046
