"Date/Time (PST)","T_0.4m (K)","T_2m (K)","u_0.4m (m s-1)","u_2m (m s-1)","Q* (W m-2)","u'w' (m2 s-2)","w'T' (K m s-1)","w'rho_v' (g m-2 s-1)","w'rho_CO2' (micromol m-2 s-1)","w'rho_CH4' (microåmol m-2 s-1)"
2016-08-11 17:00,    300.61,    297.96,      1.79,      2.85,    229.91,   -0.1039,    0.0804,    0.0340,   -1.1147,    0.0523
2016-08-11 17:30,    299.51,    297.54,      1.57,      2.79,    157.58,   -0.1222,    0.0639,    0.0330,   -0.7110,    0.0778
2016-08-11 18:00,    299.31,    297.58,      1.41,      2.34,     83.38,   -0.0741,    0.0380,    0.0222,   -0.9689,    0.0709
2016-08-11 18:30,    297.26,    296.79,      1.43,      2.42,     16.05,   -0.0735,    0.0152,    0.0178,    0.4182,    0.0521
2016-08-11 19:00,    295.41,    296.07,      1.20,      2.19,    -35.51,   -0.0422,   -0.0154,    0.0077,    1.4139,    0.0910
2016-08-11 19:30,    293.91,    295.17,      0.72,      1.73,    -62.06,   -0.0328,   -0.0196,    0.0041,    1.3098,    0.0447
2016-08-11 20:00,    292.50,    294.29,      0.46,      1.62,    -68.22,   -0.0196,   -0.0239,    0.0015,    2.5452,    0.1374
2016-08-11 20:30,    292.18,    293.99,      0.55,      1.68,    -67.66,   -0.0327,   -0.0274,    0.0023,    2.6935,    0.0189
2016-08-11 21:00,    291.36,    293.50,      0.70,      0.78,    -62.13,   -0.0004,   -0.0054,    0.0014,    2.0050,    0.1355
2016-08-11 21:30,    288.79,    290.87,      0.05,      0.52,    -53.48,   -0.0144,   -0.0023,   -0.0004,    0.5464,    0.1331
2016-08-11 22:00,    287.73,    289.12,      0.47,      0.69,    -50.91,   -0.0032,   -0.0030,   -0.0002,    3.4684,    0.0360
2016-08-11 22:30,    287.26,    288.89,      0.54,      0.70,    -52.81,   -0.0016,   -0.0031,    0.0008,    1.9035,    0.1275
2016-08-11 23:00,    286.82,    289.00,      0.56,      0.68,    -51.98,   -0.0030,    0.0031,    0.0011,    1.8727,    0.1252
2016-08-11 23:30,    286.00,    288.58,      0.01,      0.32,    -50.16,   -0.0123,    0.0091,    0.0043,    1.8429,    0.1230
2016-08-12 00:00,    285.38,    288.21,      0.10,      0.29,    -46.35,   -0.0036,    0.0006,    0.0017,    1.3846,    0.1212
