"Date/Time (PST)","T_0.4m (K)","T_2m (K)","u_0.4m (m s-1)","u_2m (m s-1)","Q* (W m-2)","u'w' (m2 s-2)","w'T' (K m s-1)","w'rho_v' (g m-2 s-1)","w'rho_CO2' (micromol m-2 s-1)","w'rho_CH4' (microåmol m-2 s-1)"
2016-07-29 08:00,    297.10,    294.05,      2.05,      2.83,    289.43,   -0.0671,    0.0765,    0.0167,   -1.5309,    0.1370
2016-07-29 08:30,    298.08,    294.47,      1.92,      2.89,    358.45,   -0.0958,    0.1018,    0.0221,   -1.7362,    0.1482
2016-07-29 09:00,    298.18,    295.08,      2.11,      3.15,    423.41,   -0.1101,    0.1280,    0.0304,   -2.8026,    0.1665
2016-07-29 09:30,    299.17,    295.68,      1.97,      3.17,    481.85,   -0.1395,    0.1577,    0.0400,   -3.4306,    0.1783
2016-07-29 10:00,    298.71,    295.87,      2.10,      3.06,    532.00,   -0.0981,    0.1314,    0.0360,   -2.9183,    0.1442
2016-07-29 10:30,    299.94,    296.38,      1.76,      2.53,    571.53,   -0.0779,    0.1626,    0.0533,   -2.6141,    0.2418
2016-07-29 11:00,    299.51,    296.51,      1.94,      2.91,    604.78,   -0.1052,    0.1620,    0.0498,   -2.2212,    0.1575
2016-07-29 11:30,    300.29,    296.50,      1.81,      2.70,    629.26,   -0.0913,    0.1519,    0.0540,   -2.2381,    0.1585
2016-07-29 12:00,    301.36,    297.08,      1.34,      1.73,    639.19,   -0.0336,    0.1533,    0.0642,   -2.0724,    0.1709
2016-07-29 12:30,    300.92,    297.71,      1.35,      1.93,    644.30,   -0.0544,    0.1663,    0.0762,   -2.4270,    0.1862
2016-07-29 13:00,    301.70,    298.02,      1.67,      2.23,    640.34,   -0.0533,    0.1795,    0.0808,   -2.2550,    0.2112
2016-07-29 13:30,    301.78,    298.31,      1.27,      2.12,    624.14,   -0.0873,    0.1621,    0.0757,   -2.0585,    0.1986
2016-07-29 14:00,    301.03,    298.80,      1.52,      2.25,    598.81,   -0.0726,    0.1638,    0.0814,   -1.7847,    0.2052
2016-07-29 14:30,    301.80,    299.13,      1.49,      2.31,    562.17,   -0.0839,    0.1664,    0.0855,   -1.9350,    0.2385
2016-07-29 15:00,    302.15,    299.20,      2.15,      3.19,    519.24,   -0.1123,    0.1442,    0.0668,   -1.9221,    0.2176
2016-07-29 15:30,    302.73,    299.20,      2.19,      3.58,    468.07,   -0.1688,    0.1417,    0.0819,   -1.7408,    0.2477
2016-07-29 16:00,    301.52,    298.96,      2.41,      3.88,    407.97,   -0.1817,    0.1295,    0.0676,   -1.1184,    0.2173
2016-07-29 16:30,    300.82,    298.68,      2.14,      3.67,    339.03,   -0.1951,    0.1281,    0.0655,   -1.5566,    0.2538
2016-07-29 17:00,    300.81,    298.56,      2.34,      3.58,    267.99,   -0.1319,    0.0856,    0.0464,   -0.8281,    0.2163
2016-07-29 17:30,    300.58,    298.62,      1.49,      2.59,    193.49,   -0.1061,    0.0722,    0.0465,   -1.1068,    0.2577
2016-07-29 18:00,    299.51,    298.03,      2.02,      3.36,    124.29,   -0.1330,    0.0363,    0.0313,   -0.0972,    0.2013
2016-07-29 18:30,    297.30,    297.12,      2.12,      3.52,     55.69,   -0.1399,    0.0246,    0.0275,    0.0468,    0.2358
2016-07-29 19:00,    295.91,    296.47,      1.96,      3.46,     -6.21,   -0.1446,   -0.0029,    0.0193,    0.7737,    0.2435
2016-07-29 19:30,    294.71,    295.62,      1.42,      2.71,    -45.99,   -0.0899,   -0.0205,    0.0117,    1.6488,    0.2124
2016-07-29 20:00,    293.45,    294.53,      0.29,      1.35,    -62.27,   -0.0251,   -0.0219,    0.0044,    2.1747,    0.2210
2016-07-29 20:30,    292.44,    293.63,      0.24,      1.41,    -65.50,   -0.0197,   -0.0242,    0.0024,    2.9597,    0.2238
2016-07-29 21:00,    291.71,    292.98,      0.20,      1.33,    -65.16,   -0.0131,   -0.0178,    0.0003,    2.3911,    0.1777
2016-07-29 21:30,    291.24,    292.53,      0.57,      1.71,    -66.27,   -0.0280,   -0.0265,    0.0002,    3.4360,    0.2095
2016-07-29 22:00,    291.19,    292.43,      1.46,      2.73,    -68.74,   -0.0712,   -0.0305,    0.0021,    3.3293,    0.1925
2016-07-29 22:30,    291.13,    292.34,      2.18,      3.69,    -70.21,   -0.1234,   -0.0340,    0.0036,    2.8230,    0.1824
2016-07-29 23:00,    290.81,    291.96,      2.47,      4.22,    -70.27,   -0.1768,   -0.0361,    0.0046,    3.0986,    0.1993
2016-07-29 23:30,    290.21,    291.42,      2.33,      3.99,    -70.12,   -0.1551,   -0.0372,    0.0035,    2.8597,    0.2023
2016-07-30 00:00,    289.73,    290.76,      2.38,      3.82,    -70.33,   -0.1146,   -0.0257,    0.0015,    2.3019,    0.1544
