"Date/Time (PST)","T_0.4m (K)","T_2m (K)","u_0.4m (m s-1)","u_2m (m s-1)","Q* (W m-2)","u'w' (m2 s-2)","w'T' (K m s-1)","w'rho_v' (g m-2 s-1)","w'rho_CO2' (micromol m-2 s-1)","w'rho_CH4' (microåmol m-2 s-1)"
2016-08-08 15:00,    298.01,    295.48,      1.67,      2.57,    545.04,   -0.1002,    0.1941,    0.0718,   -3.0267,    0.0900
2016-08-08 15:30,    296.66,    294.60,      1.93,      2.98,    213.60,   -0.1061,    0.0996,    0.0443,   -2.9001,    0.0349
2016-08-08 16:00,    294.72,    293.73,      1.43,      2.21,    103.23,   -0.0541,    0.0265,    0.0206,   -0.5013,    0.0270
2016-08-08 16:30,    293.85,    293.35,      1.04,      1.79,     77.23,   -0.0481,    0.0179,    0.0077,   -0.1570,    0.0202
2016-08-08 17:00,    292.54,    292.72,      1.20,      2.06,     27.80,   -0.0534,    0.0073,    0.0045,    0.4347,    0.1138
2016-08-08 17:30,    291.90,    292.23,      0.96,      1.67,      5.71,   -0.0337,    0.0007,    0.0048,    0.6240,    0.0164
2016-08-08 18:00,    291.45,    291.79,      0.83,      1.54,      1.96,   -0.0304,   -0.0013,    0.0008,    0.2879,    0.1157
2016-08-08 18:30,    291.06,    291.55,      0.62,      1.32,    -26.32,   -0.0245,   -0.0040,    0.0009,    0.6140,    0.0253
2016-08-08 19:00,    290.01,    290.80,      0.21,      0.84,    -40.29,   -0.0047,   -0.0033,   -0.0000,    0.3345,    0.1138
2016-08-08 19:30,    289.41,    290.40,      0.32,      0.40,    -31.88,   -0.0004,   -0.0014,   -0.0003,    1.6763,    0.1116
2016-08-08 20:00,    289.06,    290.05,      0.41,      0.54,    -30.08,   -0.0020,    0.0006,   -0.0002,    1.6611,    0.1106
2016-08-08 20:30,    288.55,    289.39,      0.21,      0.42,    -32.13,   -0.0018,   -0.0002,    0.0002,    0.1673,    0.1100
2016-08-08 21:00,    287.78,    288.75,      0.00,      0.14,    -38.38,   -0.0013,   -0.0000,    0.0004,    1.6429,    0.1095
2016-08-08 21:30,    287.21,    288.33,      0.00,      0.06,    -30.63,   -0.0092,    0.0011,   -0.0014,    1.6218,    0.0139
2016-08-08 22:00,    287.16,    288.03,      0.00,      0.16,    -17.88,   -0.0164,    0.0039,   -0.0004,    1.5938,    0.1064
2016-08-08 22:30,    287.41,    288.16,      0.00,      0.27,    -18.11,   -0.0135,   -0.0005,    0.0005,    1.5741,    0.1053
2016-08-08 23:00,    287.62,    288.22,      0.00,      0.16,    -22.58,   -0.0128,    0.0000,   -0.0009,    1.5532,    0.1040
2016-08-08 23:30,    287.21,    288.02,      0.02,      0.56,    -33.74,   -0.0046,   -0.0024,    0.0001,    1.5392,    0.1032
2016-08-09 00:00,    286.22,    287.72,      0.72,      0.78,    -49.93,   -0.0005,    0.0001,    0.0005,    1.5276,    0.1026
