"Date/Time (PST)","T_0.4m (K)","T_2m (K)","u_0.4m (m s-1)","u_2m (m s-1)","Q* (W m-2)","u'w' (m2 s-2)","w'T' (K m s-1)","w'rho_v' (g m-2 s-1)","w'rho_CO2' (micromol m-2 s-1)","w'rho_CH4' (microåmol m-2 s-1)"
2016-08-26 14:30,    305.45,    303.58,      1.01,      1.73,    485.65,   -0.0701,    0.1476,    0.0834,   -0.5249,    0.2217
2016-08-26 15:00,    304.79,    303.32,      1.45,      2.08,    384.79,   -0.0544,    0.1123,    0.0677,   -0.0325,    0.2354
2016-08-26 15:30,    304.64,    303.08,      1.21,      1.91,    397.93,   -0.0649,    0.1252,    0.0664,   -1.8929,    0.1719
2016-08-26 16:00,    304.54,    303.07,      0.60,      1.37,    259.80,   -0.0635,    0.0724,    0.0522,   -0.4657,    0.3383
2016-08-26 16:30,    303.68,    302.79,      0.54,      1.33,    204.26,   -0.0633,    0.0600,    0.0475,   -1.5867,    0.2138
2016-08-26 17:00,    303.71,    302.73,      1.08,      1.76,    161.16,   -0.0530,    0.0624,    0.0269,   -1.7578,    0.1424
2016-08-26 17:30,    302.14,    301.42,      1.20,      1.92,     80.96,   -0.0463,    0.0220,    0.0351,    1.6647,    0.2976
2016-08-26 18:00,    300.68,    300.20,      0.70,      1.22,     18.80,   -0.0252,    0.0099,    0.0159,    0.3963,    0.2339
2016-08-26 18:30,    298.48,    298.52,      0.36,      0.97,    -25.31,   -0.0074,   -0.0042,    0.0072,    0.6416,    0.1732
2016-08-26 19:00,    296.28,    297.02,      0.00,      0.26,    -49.37,   -0.0101,   -0.0044,   -0.0029,    1.3965,    0.2868
2016-08-26 19:30,    293.59,    295.59,      0.16,      0.37,    -54.98,   -0.0027,   -0.0031,    0.0026,    1.5927,    0.3026
2016-08-26 20:00,    291.42,    293.78,      0.03,      0.20,    -49.55,   -0.0057,    0.0077,   -0.0003,    2.2256,    0.1545
2016-08-26 20:30,    290.03,    291.91,      0.13,      0.22,    -45.92,   -0.0018,    0.0019,   -0.0026,    2.2072,    0.1528
2016-08-26 21:00,    288.87,    290.89,      0.21,      0.45,    -46.30,   -0.0038,   -0.0020,    0.0007,    1.3299,    0.2035
2016-08-26 21:30,    288.14,    290.51,      0.37,      0.49,    -46.98,   -0.0030,    0.0039,   -0.0000,    2.1131,    0.0442
2016-08-26 22:00,    287.79,    289.94,      0.00,      0.08,    -45.57,   -0.0064,   -0.0110,   -0.0007,    2.0796,    0.1416
2016-08-26 22:30,    286.95,    289.24,      0.12,      0.26,    -45.29,   -0.0013,   -0.0007,    0.0003,    2.0538,    0.1395
2016-08-26 23:00,    286.33,    288.96,      0.00,      0.06,    -45.75,   -0.0196,    0.0120,    0.0043,    2.0229,    0.1369
2016-08-26 23:30,    286.38,    288.63,      0.43,      0.58,    -46.64,   -0.0015,   -0.0014,    0.0011,    1.9873,    0.1340
2016-08-27 00:00,    286.93,    288.56,      0.11,      0.42,    -45.53,   -0.0062,   -0.0039,   -0.0002,    1.9554,    0.1315
