"Date/Time (PST)","T_0.4m (K)","T_2m (K)","u_0.4m (m s-1)","u_2m (m s-1)","Q* (W m-2)","u'w' (m2 s-2)","w'T' (K m s-1)","w'rho_v' (g m-2 s-1)","w'rho_CO2' (micromol m-2 s-1)","w'rho_CH4' (microåmol m-2 s-1)"
2016-08-22 11:30,    290.16,    289.86,      1.56,      2.65,    175.87,   -0.1005,    0.0520,    0.0093,   -0.4779,    0.1155
2016-08-22 12:00,    290.46,    290.33,      1.81,      2.76,    179.18,   -0.0838,    0.0594,    0.0070,   -2.0547,    0.0895
2016-08-22 12:30,    293.60,    291.92,      2.08,      3.14,    441.27,   -0.1179,    0.1566,    0.0289,   -2.7298,    0.0965
2016-08-22 13:00,    292.99,    292.29,      1.17,      2.24,    407.91,   -0.1243,    0.1961,    0.0352,   -2.9978,    0.0787
2016-08-22 13:30,    295.50,    293.76,      0.81,      1.68,    540.27,   -0.0969,    0.2037,    0.0533,   -1.9443,    0.1146
2016-08-22 14:00,    294.56,    293.14,      1.38,      2.54,    358.07,   -0.1310,    0.1463,    0.0225,   -1.7370,    0.0968
2016-08-22 14:30,    294.16,    293.01,      1.61,      2.65,    364.70,   -0.1108,    0.1287,    0.0303,   -1.7096,    0.1089
2016-08-22 15:00,    295.23,    293.54,      1.86,      3.06,    455.68,   -0.1431,    0.1728,    0.0478,   -2.1772,    0.1034
2016-08-22 15:30,    295.40,    293.62,      1.91,      2.89,    391.25,   -0.1039,    0.1460,    0.0455,   -1.7429,    0.0985
2016-08-22 16:00,    295.41,    293.77,      1.43,      2.13,    324.50,   -0.0661,    0.1335,    0.0444,   -1.6130,    0.1173
2016-08-22 16:30,    295.46,    293.91,      1.32,      1.75,    253.50,   -0.0337,    0.0961,    0.0356,   -1.0725,    0.0976
2016-08-22 17:00,    295.45,    293.99,      0.83,      1.47,    179.51,   -0.0516,    0.0815,    0.0310,   -0.9927,    0.1157
2016-08-22 17:30,    294.99,    293.93,      0.92,      1.58,    102.55,   -0.0494,    0.0557,    0.0226,   -0.9958,    0.1463
2016-08-22 18:00,    293.99,    293.44,      1.11,      1.70,     30.64,   -0.0350,    0.0217,    0.0151,   -0.0457,    0.1044
2016-08-22 18:30,    292.44,    292.45,      1.01,      1.72,    -26.95,   -0.0328,    0.0000,    0.0064,    0.2260,    0.0990
2016-08-22 19:00,    290.60,    291.30,      0.26,      1.04,    -58.28,   -0.0084,   -0.0069,    0.0013,    0.5638,    0.0968
2016-08-22 19:30,    288.68,    289.60,      0.35,      0.48,    -64.56,   -0.0037,    0.0044,   -0.0021,   -1.2217,    0.1212
2016-08-22 20:00,    286.16,    288.44,      0.30,      0.47,    -60.77,   -0.0043,    0.0038,    0.0010,    1.7604,    0.1172
2016-08-22 20:30,    284.57,    287.08,      0.12,      0.22,    -57.41,   -0.0025,    0.0036,    0.0009,    0.1857,    0.0669
2016-08-22 21:00,    283.32,    285.76,      0.01,      0.19,    -53.61,   -0.0060,    0.0084,    0.0022,    1.7075,    0.1136
2016-08-22 21:30,    282.91,    285.43,      0.40,      0.56,    -51.30,   -0.0017,   -0.0058,   -0.0018,    1.6681,    0.1111
2016-08-22 22:00,    282.75,    285.60,      0.00,      0.07,    -52.10,   -0.0210,   -0.0048,    0.0005,    1.6257,    0.1084
2016-08-22 22:30,    282.21,    284.21,      0.00,      0.17,    -49.23,   -0.0048,    0.0026,    0.0038,    1.6010,    0.1069
2016-08-22 23:00,    281.49,    283.36,      0.00,      0.07,    -44.10,   -0.0061,   -0.0007,    0.0028,    1.5708,    0.1051
2016-08-22 23:30,    281.07,    283.21,      0.15,      0.19,    -37.72,   -0.0005,    0.0004,    0.0001,    1.5316,    0.1028
2016-08-23 00:00,    281.00,    282.91,      0.00,      0.12,    -31.09,   -0.0077,    0.0039,    0.0035,    1.4983,    0.1009
