"Date/Time (PST)","T_0.4m (K)","T_2m (K)","u_0.4m (m s-1)","u_2m (m s-1)","Q* (W m-2)","u'w' (m2 s-2)","w'T' (K m s-1)","w'rho_v' (g m-2 s-1)","w'rho_CO2' (micromol m-2 s-1)","w'rho_CH4' (microåmol m-2 s-1)"
2016-08-22 00:30,    289.13,    290.33,      0.77,      1.80,    -23.85,   -0.0324,   -0.0202,    0.0033,    1.8966,    0.0963
2016-08-22 01:00,    288.98,    290.11,      0.40,      1.46,    -37.71,   -0.0328,   -0.0226,    0.0020,    1.6770,    0.1370
2016-08-22 01:30,    288.61,    290.05,      0.48,      1.51,    -32.00,   -0.0460,   -0.0172,    0.0033,    1.6358,    0.1139
2016-08-22 02:00,    288.57,    290.08,      1.12,      2.23,    -36.42,   -0.0527,   -0.0217,    0.0020,    1.1450,    0.1033
2016-08-22 02:30,    288.42,    289.64,      0.10,      0.98,    -29.56,   -0.0222,   -0.0125,    0.0006,    0.7312,    0.1120
2016-08-22 03:00,    288.35,    289.36,      0.79,      1.74,    -23.36,   -0.0333,   -0.0156,    0.0001,    2.3376,    0.1211
2016-08-22 03:30,    288.12,    289.23,      0.83,      1.78,    -41.78,   -0.0325,   -0.0156,    0.0006,    1.5149,    0.0951
2016-08-22 04:00,    287.32,    288.43,      0.08,      0.48,    -31.21,   -0.0105,   -0.0081,   -0.0002,    1.7213,    0.1180
2016-08-22 04:30,    286.96,    288.63,      0.33,      1.28,    -33.93,   -0.0219,   -0.0157,    0.0003,    2.9517,    0.1403
2016-08-22 05:00,    287.37,    288.57,      0.53,      0.95,    -28.10,   -0.0115,   -0.0136,    0.0005,    2.0325,    0.1461
2016-08-22 05:30,    287.56,    288.90,      0.56,      1.52,    -33.80,   -0.0238,   -0.0167,    0.0016,    2.1085,    0.1088
2016-08-22 06:00,    287.21,    288.32,      0.56,      0.68,    -25.20,   -0.0009,   -0.0036,    0.0004,    1.4795,    0.0999
2016-08-22 06:30,    287.53,    288.30,      0.38,      0.62,      6.09,   -0.0038,   -0.0031,   -0.0006,    0.8033,    0.1061
2016-08-22 07:00,    288.22,    288.63,      0.77,      1.44,     35.78,   -0.0348,    0.0060,   -0.0013,    0.0849,    0.0803
2016-08-22 07:30,    288.08,    288.33,      1.64,      2.67,     71.60,   -0.0784,    0.0154,    0.0011,    0.6568,    0.1038
2016-08-22 08:00,    289.08,    288.95,      1.56,      2.61,     99.79,   -0.0886,    0.0332,   -0.0007,   -0.5471,    0.1036
2016-08-22 08:30,    289.21,    289.04,      1.88,      3.00,    123.14,   -0.1033,    0.0445,    0.0010,   -1.0659,    0.0991
2016-08-22 09:00,    288.83,    288.84,      1.82,      3.23,    103.13,   -0.1464,    0.0375,    0.0038,   -0.5296,    0.1195
2016-08-22 09:30,    289.99,    289.49,      2.03,      3.24,    222.93,   -0.1248,    0.0784,    0.0103,   -1.8231,    0.0936
2016-08-22 10:00,    291.31,    290.23,      2.01,      3.24,    359.63,   -0.1416,    0.1327,    0.0165,   -2.1728,    0.0998
2016-08-22 10:30,    290.05,    289.92,      1.77,      2.93,    100.34,   -0.1044,    0.0333,    0.0060,   -0.5937,    0.0888
2016-08-22 11:00,    290.04,    289.93,      1.70,      2.71,     89.22,   -0.0828,    0.0331,    0.0038,   -0.6327,    0.0897
