"Date/Time (PST)","T_0.4m (K)","T_2m (K)","u_0.4m (m s-1)","u_2m (m s-1)","Q* (W m-2)","u'w' (m2 s-2)","w'T' (K m s-1)","w'rho_v' (g m-2 s-1)","w'rho_CO2' (micromol m-2 s-1)","w'rho_CH4' (microåmol m-2 s-1)"
2016-07-31 00:30,    288.06,    289.50,      0.73,      0.99,    -53.00,   -0.0046,   -0.0081,    0.0002,    1.5005,    0.1305
2016-07-31 01:00,    287.20,    289.02,      0.77,      0.89,    -55.04,   -0.0008,   -0.0072,   -0.0056,    2.0608,    0.1401
2016-07-31 01:30,    287.06,    288.83,      0.71,      1.03,    -55.07,   -0.0064,   -0.0133,   -0.0003,    2.5999,    0.1979
2016-07-31 02:00,    287.16,    289.11,      0.45,      1.43,    -35.85,   -0.0154,   -0.0146,   -0.0005,    1.8063,    0.1199
2016-07-31 02:30,    287.67,    289.37,      0.52,      1.46,    -31.63,   -0.0274,   -0.0153,    0.0010,    1.9953,    0.1447
2016-07-31 03:00,    287.83,    289.18,      0.40,      1.34,    -43.27,   -0.0143,   -0.0132,    0.0003,    1.7524,    0.1362
2016-07-31 03:30,    287.36,    288.94,      1.23,      2.22,    -56.56,   -0.0364,   -0.0174,    0.0000,    1.2558,    0.1133
2016-07-31 04:00,    287.01,    288.38,      0.59,      1.44,    -64.67,   -0.0168,   -0.0112,    0.0000,    0.2041,    0.0870
2016-07-31 04:30,    286.15,    287.50,      0.70,      0.95,    -61.05,   -0.0044,   -0.0081,    0.0004,    1.2251,    0.1101
2016-07-31 05:00,    285.86,    287.20,      0.01,      0.95,    -41.09,   -0.0038,   -0.0051,    0.0010,    0.5618,    0.0986
2016-07-31 05:30,    286.41,    287.62,      0.62,      0.95,    -31.84,   -0.0072,   -0.0109,   -0.0002,    1.8533,    0.1651
2016-07-31 06:00,    287.43,    288.34,      0.40,      0.84,      1.54,   -0.0067,   -0.0016,    0.0008,    0.2232,    0.1248
2016-07-31 06:30,    289.18,    289.31,      1.36,      1.98,     44.67,   -0.0298,    0.0047,    0.0019,    0.0332,    0.1335
2016-07-31 07:00,    290.15,    289.76,      1.67,      2.51,     72.98,   -0.0547,    0.0115,    0.0036,   -1.3479,    0.0991
2016-07-31 07:30,    290.56,    290.07,      1.54,      2.48,    126.92,   -0.0724,    0.0290,    0.0109,   -2.1164,    0.1458
2016-07-31 08:00,    291.95,    290.56,      1.81,      2.76,    215.51,   -0.0809,    0.0507,    0.0109,   -2.1526,    0.1271
2016-07-31 08:30,    292.62,    291.02,      1.79,      2.71,    218.55,   -0.0810,    0.0651,    0.0180,   -2.9124,    0.1374
2016-07-31 09:00,    293.31,    291.40,      1.83,      2.77,    273.87,   -0.0869,    0.0791,    0.0198,   -3.1251,    0.1350
2016-07-31 09:30,    293.53,    291.71,      1.44,      2.21,    298.82,   -0.0687,    0.0930,    0.0285,   -3.8182,    0.1677
2016-07-31 10:00,    293.04,    291.56,      1.32,      1.99,    241.93,   -0.0533,    0.0729,    0.0235,   -3.2778,    0.1591
2016-07-31 10:30,    293.15,    291.79,      0.67,      1.08,    236.23,   -0.0289,    0.0768,    0.0263,   -2.8473,    0.1660
2016-07-31 11:00,    291.69,    291.00,      1.06,      1.81,    198.85,   -0.0631,    0.0745,    0.0161,   -2.9056,    0.1446
2016-07-31 11:30,    292.69,    291.65,      0.78,      1.18,    298.30,   -0.0304,    0.0996,    0.0304,   -3.4737,    0.1764
2016-07-31 12:00,    292.66,    291.88,      1.04,      1.50,    278.86,   -0.0344,    0.0813,    0.0238,   -2.4307,    0.1535
2016-07-31 12:30,    294.30,    292.66,      0.99,      1.23,    485.87,   -0.0190,    0.1531,    0.0435,   -3.3532,    0.1635
2016-07-31 13:00,    294.86,    293.28,      0.89,      1.27,    432.83,   -0.0314,    0.1429,    0.0449,   -3.1915,    0.1471
2016-07-31 13:30,    296.34,    294.15,      1.09,      1.49,    611.28,   -0.0387,    0.2284,    0.0805,   -3.4127,    0.1772
2016-07-31 14:00,    296.09,    294.53,      0.89,      1.63,    547.90,   -0.0777,    0.1992,    0.0714,   -3.2978,    0.1620
2016-07-31 14:30,    296.74,    294.85,      0.33,      1.23,    526.22,   -0.1001,    0.1914,    0.0677,   -1.8700,    0.2040
2016-07-31 15:00,    297.53,    295.13,      0.94,      1.76,    505.57,   -0.0851,    0.1694,    0.0653,   -2.0114,    0.1847
2016-07-31 15:30,    297.78,    295.28,      0.85,      1.40,    451.76,   -0.0505,    0.1541,    0.0635,   -1.7873,    0.1707
2016-07-31 16:00,    297.90,    295.65,      0.59,      1.56,    386.42,   -0.1038,    0.1552,    0.0708,   -1.5345,    0.2345
2016-07-31 16:30,    297.79,    295.84,      0.85,      1.47,    316.46,   -0.0553,    0.1226,    0.0500,   -0.8044,    0.1978
2016-07-31 17:00,    298.61,    295.85,      1.15,      1.95,    247.80,   -0.0727,    0.0915,    0.0434,   -1.6737,    0.1668
2016-07-31 17:30,    297.71,    295.79,      1.23,      1.63,    171.50,   -0.0284,    0.0723,    0.0387,   -1.5253,    0.1745
2016-07-31 18:00,    296.75,    295.54,      0.93,      1.31,     98.11,   -0.0228,    0.0416,    0.0289,   -0.8007,    0.1610
2016-07-31 18:30,    296.02,    295.52,      0.72,      1.26,     28.60,   -0.0298,    0.0190,    0.0208,   -0.3422,    0.1684
