"Date/Time (PST)","T_0.4m (K)","T_2m (K)","u_0.4m (m s-1)","u_2m (m s-1)","Q* (W m-2)","u'w' (m2 s-2)","w'T' (K m s-1)","w'rho_v' (g m-2 s-1)","w'rho_CO2' (micromol m-2 s-1)","w'rho_CH4' (microåmol m-2 s-1)"
2016-07-31 19:00,    294.40,    294.88,      0.82,      1.37,    -26.88,   -0.0207,    0.0009,    0.0117,    0.3304,    0.1412
2016-07-31 19:30,    292.74,    293.73,      0.34,      0.76,    -57.60,   -0.0050,   -0.0014,    0.0017,    0.2464,    0.0769
2016-07-31 20:00,    290.73,    292.42,      0.62,      0.63,    -66.72,   -0.0002,    0.0005,   -0.0003,    2.2407,    0.1559
2016-07-31 20:30,    288.84,    290.60,      0.00,      0.18,    -63.30,   -0.0426,    0.0183,    0.0021,    2.2028,    0.1524
2016-07-31 21:00,    286.73,    288.98,      0.18,      0.47,    -60.72,   -0.0078,    0.0016,    0.0010,    2.1693,    0.1494
2016-07-31 21:30,    285.94,    287.74,      0.07,      0.21,    -58.53,   -0.0032,    0.0025,    0.0002,    2.1435,    0.1471
2016-07-31 22:00,    285.03,    286.62,      0.00,      0.09,    -56.61,   -0.0145,   -0.0156,   -0.0099,    2.1126,    0.1445
2016-07-31 22:30,    284.27,    285.82,      0.00,      0.07,    -54.78,   -0.0386,   -0.0144,    0.0018,    2.0783,    0.1415
2016-07-31 23:00,    283.77,    285.07,      0.11,      0.26,    -53.25,   -0.0033,    0.0020,    0.0017,    2.0430,    0.1386
2016-07-31 23:30,    283.27,    284.70,      0.00,      0.26,    -51.69,   -0.0170,    0.0011,    0.0024,    2.0090,    0.1358
2016-08-01 00:00,    283.13,    284.94,      0.46,      0.59,    -52.33,   -0.0022,    0.0009,    0.0005,    1.9730,    0.2447
