# Data from UBC Energy Balance Station <Westham Island>
# Year: 2009 / Month: 07 / Day: 29
# All times in PST
# T_1   : Soil temperature at  5 cm depth in deg C
# T_2   : Soil temperature at 10 cm depth in deg C
# T_3   : Soil temperature at 20 cm depth in deg C
# T_4   : Soil temperature at 50 cm depth in deg C
# QG    : Soil heat flux density at 7.5 cm depth in W m^-2
# VWC   : Soil volumetric water content at 7.5 cm depth in m^3 m^-3
# Q*    : Net all-wave radiation at 2 m height in W m^-2
# QH    : Turbulent sensible heat flux density at 2 m height in W m^-2 (every 30 min)

"TIME (PST)"    ,   "T_1",   "T_2",   "T_3",   "T_4",    "QG",   "WVC",    "Q*",    "QG",
2009/07/29 00:15,  15.208,  15.573,  15.217,  12.489,   -0.91,   0.232,   -23.1,        , 
2009/07/29 00:30,  15.077,  15.478,  15.239,  12.493,   -1.05,   0.232,   -22.4,    -4.4, 
2009/07/29 00:45,  14.990,  15.409,  15.189,  12.478,   -1.18,   0.232,   -23.4,        , 
2009/07/29 01:00,  14.934,  15.358,  15.151,  12.497,   -1.13,   0.232,   -26.5,   -14.4, 
2009/07/29 01:15,  14.895,  15.267,  15.110,  12.486,   -0.99,   0.232,   -29.2,        , 
2009/07/29 01:30,  14.853,  15.233,  15.069,  12.499,   -0.92,   0.232,   -30.9,    -8.7, 
2009/07/29 01:45,  14.786,  15.165,  15.040,  12.531,   -0.96,   0.232,   -34.5,        , 
2009/07/29 02:00,  14.707,  15.131,  15.004,  12.527,   -1.02,   0.232,   -30.2,    -6.5, 
2009/07/29 02:15,  14.628,  15.064,  15.002,  12.537,   -1.14,   0.232,   -29.3,        , 
2009/07/29 02:30,  14.572,  15.016,  14.971,  12.529,   -1.28,   0.232,   -29.6,    -2.7, 
2009/07/29 02:45,  14.475,  14.930,  14.900,  12.532,   -1.41,   0.232,   -30.1,        , 
2009/07/29 03:00,  14.392,  14.893,  14.898,  12.556,   -1.52,   0.232,   -28.4,    -1.0, 
2009/07/29 03:15,  14.309,  14.822,  14.850,  12.540,   -1.61,   0.232,   -26.9,        , 
2009/07/29 03:30,  14.240,  14.777,  14.864,  12.525,   -1.74,   0.232,   -25.5,    -0.9, 
2009/07/29 03:45,  14.163,  14.708,  14.824,  12.548,   -1.80,   0.232,   -21.7,        , 
2009/07/29 04:00,  14.118,  14.658,  14.784,  12.548,   -1.83,   0.232,   -19.1,    -2.3, 
2009/07/29 04:15,  14.004,  14.597,  14.775,  12.551,   -1.78,   0.232,   -17.3,        , 
2009/07/29 04:30,  13.963,  14.529,  14.740,  12.545,   -1.78,   0.232,   -15.7,    -2.1, 
2009/07/29 04:45,  13.886,  14.464,  14.680,  12.552,   -1.79,   0.233,   -11.3,        , 
2009/07/29 05:00,  13.852,  14.407,  14.649,  12.575,   -1.80,   0.233,    -5.9,    -3.8, 
2009/07/29 05:15,  13.848,  14.352,  14.628,  12.536,   -1.80,   0.232,     1.5,        , 
2009/07/29 05:30,  13.822,  14.344,  14.593,  12.588,   -1.73,   0.232,     9.6,    -5.6, 
2009/07/29 05:45,  13.810,  14.272,  14.556,  12.593,   -1.56,   0.233,    25.8,        , 
2009/07/29 06:00,  13.862,  14.268,  14.490,  12.572,   -1.25,   0.232,    45.4,     1.3, 
2009/07/29 06:15,  13.884,  14.217,  14.445,  12.538,   -0.78,   0.233,    68.8,        , 
2009/07/29 06:30,  13.991,  14.173,  14.404,  12.538,   -0.24,   0.232,    81.7,    11.1, 
2009/07/29 06:45,  14.131,  14.173,  14.372,  12.515,    0.32,   0.232,    94.6,        , 
2009/07/29 07:00,  14.244,  14.188,  14.314,  12.508,    0.90,   0.232,   119.6,    22.7, 
2009/07/29 07:15,  14.401,  14.178,  14.288,  12.499,    1.51,   0.232,   150.3,        , 
2009/07/29 07:30,  14.536,  14.218,  14.257,  12.482,    2.10,   0.232,   192.1,    38.4, 
2009/07/29 07:45,  14.708,  14.228,  14.219,  12.488,    2.66,   0.232,   226.7,        , 
2009/07/29 08:00,  14.885,  14.294,  14.199,  12.479,    3.15,   0.232,   258.4,    65.1, 
2009/07/29 08:15,  15.014,  14.329,  14.128,  12.434,    3.67,   0.232,   291.5,        , 
2009/07/29 08:30,  15.201,  14.416,  14.139,  12.415,    4.14,   0.232,   322.2,    81.0, 
2009/07/29 08:45,  15.368,  14.470,  14.065,  12.443,    4.61,   0.232,   352.1,        , 
2009/07/29 09:00,  15.551,  14.523,  14.078,  12.425,    5.06,   0.232,   381.2,   102.0, 
2009/07/29 09:15,  15.795,  14.628,  14.108,  12.429,    5.46,   0.232,   405.3,        , 
2009/07/29 09:30,  16.032,  14.711,  14.117,  12.405,    5.96,   0.232,   425.0,   137.4, 
2009/07/29 09:45,  16.258,  14.814,  14.123,  12.404,    6.49,   0.231,   457.3,        , 
2009/07/29 10:00,  16.489,  14.909,  14.144,  12.419,    7.01,   0.231,   480.8,   146.5, 
2009/07/29 10:15,  16.733,  15.034,  14.137,  12.418,    7.57,   0.231,   502.6,        , 
2009/07/29 10:30,  16.983,  15.154,  14.139,  12.416,    8.13,   0.231,   522.6,   180.2, 
2009/07/29 10:45,  17.292,  15.275,  14.163,  12.398,    8.55,   0.230,   539.0,        , 
2009/07/29 11:00,  17.517,  15.426,  14.178,  12.423,    8.87,   0.230,   553.6,   191.9, 
2009/07/29 11:15,  17.802,  15.568,  14.202,  12.436,    9.24,   0.230,   568.6,        , 
2009/07/29 11:30,  17.979,  15.691,  14.263,  12.397,    9.66,   0.230,   580.0,   225.7, 
2009/07/29 11:45,  18.221,  15.822,  14.258,  12.364,   10.10,   0.230,   585.3,        , 
2009/07/29 12:00,  18.444,  16.000,  14.311,  12.419,   10.57,   0.230,   588.7,   192.4, 
2009/07/29 12:15,  18.708,  16.109,  14.368,  12.363,   11.03,   0.229,   592.8,        , 
2009/07/29 12:30,  18.949,  16.283,  14.411,  12.368,   11.37,   0.229,   594.0,   202.3, 
2009/07/29 12:45,  19.224,  16.409,  14.381,  12.343,   11.58,   0.228,   589.7,        , 
2009/07/29 13:00,  19.542,  16.570,  14.418,  12.354,   11.62,   0.228,   584.9,   171.1, 
2009/07/29 13:15,  19.803,  16.753,  14.486,  12.355,   11.49,   0.227,   577.5,        , 
2009/07/29 13:30,  19.984,  16.916,  14.530,  12.319,   11.29,   0.227,   567.4,   175.3, 
2009/07/29 13:45,  20.141,  17.046,  14.578,  12.351,   11.06,   0.227,   554.5,        , 
2009/07/29 14:00,  20.218,  17.170,  14.610,  12.315,   10.88,   0.227,   540.7,   146.7, 
2009/07/29 14:15,  20.207,  17.259,  14.690,  12.303,   10.65,   0.227,   523.5,        , 
2009/07/29 14:30,  20.196,  17.369,  14.730,  12.292,   10.39,   0.228,   502.0,   146.4, 
2009/07/29 14:45,  20.140,  17.494,  14.781,  12.271,   10.15,   0.228,   480.0,        , 
2009/07/29 15:00,  20.112,  17.526,  14.840,  12.254,    9.91,   0.228,   456.2,   125.2, 
2009/07/29 15:15,  20.036,  17.617,  14.904,  12.229,    9.69,   0.228,   427.8,        , 
2009/07/29 15:30,  19.955,  17.612,  14.948,  12.239,    9.47,   0.228,   403.5,   116.8, 
2009/07/29 15:45,  19.878,  17.658,  15.019,  12.233,    9.16,   0.228,   374.1,        , 
2009/07/29 16:00,  19.804,  17.682,  15.070,  12.242,    8.87,   0.228,   342.8,    89.0, 
2009/07/29 16:15,  19.700,  17.670,  15.098,  12.230,    8.65,   0.228,   312.2,        , 
2009/07/29 16:30,  19.617,  17.700,  15.120,  12.242,    8.39,   0.228,   278.1,    60.3, 
2009/07/29 16:45,  19.509,  17.677,  15.249,  12.226,    8.10,   0.229,   245.0,        , 
2009/07/29 17:00,  19.408,  17.670,  15.309,  12.217,    7.81,   0.229,   212.4,    40.2, 
2009/07/29 17:15,  19.332,  17.687,  15.343,  12.215,    7.50,   0.229,   180.2,        , 
2009/07/29 17:30,  19.227,  17.683,  15.385,  12.239,    7.17,   0.229,   147.4,    23.9, 
2009/07/29 17:45,  19.119,  17.674,  15.442,  12.265,    6.89,   0.229,   114.6,        , 
2009/07/29 18:00,  19.015,  17.638,  15.485,  12.273,    6.63,   0.229,    82.8,    13.6, 
2009/07/29 18:15,  18.925,  17.604,  15.503,  12.291,    6.40,   0.229,    54.5,        , 
2009/07/29 18:30,  18.854,  17.612,  15.530,  12.302,    6.19,   0.229,    28.1,     8.6, 
2009/07/29 18:45,  18.800,  17.590,  15.605,  12.313,    5.97,   0.229,     5.8,        , 
2009/07/29 19:00,  18.706,  17.558,  15.670,  12.321,    5.73,   0.229,   -13.1,    -2.4, 
2009/07/29 19:15,  18.621,  17.551,  15.711,  12.386,    5.43,   0.229,   -31.3,        , 
2009/07/29 19:30,  18.540,  17.571,  15.779,  12.428,    4.99,   0.229,   -42.0,    -3.7, 
2009/07/29 19:45,  18.369,  17.517,  15.827,  12.442,    4.48,   0.229,   -42.9,        , 
2009/07/29 20:00,  18.174,  17.494,  15.851,  12.491,    3.86,   0.229,   -42.0,     0.9, 
2009/07/29 20:15,  17.944,  17.433,  15.881,  12.502,    3.22,   0.230,   -39.4,        , 
2009/07/29 20:30,  17.718,  17.322,  15.871,  12.557,    2.55,   0.230,   -35.0,    -2.2, 
2009/07/29 20:45,  17.511,  17.257,  15.885,  12.575,    1.90,   0.230,   -31.7,        , 
2009/07/29 21:00,  17.285,  17.170,  15.907,  12.560,    1.37,   0.230,   -31.2,     8.5, 
2009/07/29 21:15,  17.109,  17.069,  15.897,  12.564,    0.94,   0.230,   -30.9,        , 
2009/07/29 21:30,  16.915,  16.961,  15.912,  12.581,    0.60,   0.231,   -30.0,     0.6, 
2009/07/29 21:45,  16.801,  16.867,  15.880,  12.597,    0.32,   0.231,   -37.8,        , 
2009/07/29 22:00,  16.705,  16.760,  15.843,  12.607,    0.30,   0.231,   -39.1,   -18.6, 
2009/07/29 22:15,  16.609,  16.659,  15.835,  12.603,    0.49,   0.231,   -42.1,        , 
2009/07/29 22:30,  16.541,  16.567,  15.790,  12.616,    0.67,   0.231,   -40.5,   -15.8, 
2009/07/29 22:45,  16.469,  16.481,  15.796,  12.603,    0.74,   0.231,   -39.9,        , 
2009/07/29 23:00,  16.396,  16.461,  15.768,  12.628,    0.70,   0.231,   -34.6,    -6.4, 
2009/07/29 23:15,  16.273,  16.400,  15.742,  12.630,    0.51,   0.231,   -29.4,        , 
2009/07/29 23:30,  16.193,  16.320,  15.733,  12.654,    0.27,   0.231,   -26.4,     9.3, 
2009/07/29 23:45,  16.080,  16.249,  15.697,  12.633,    0.10,   0.231,   -37.4,        , 
2009/07/30 00:00,  15.993,  16.189,  15.668,  12.669,    0.16,   0.231,   -34.1,   -26.4, 
