# Data from UBC Energy Balance Station <Westham Island>
# Year: 2009 / Month: 07 / Day: 21
# All times in PST
# T_1   : Soil temperature at  5 cm depth in deg C
# T_2   : Soil temperature at 10 cm depth in deg C
# T_3   : Soil temperature at 20 cm depth in deg C
# T_4   : Soil temperature at 50 cm depth in deg C
# QG    : Soil heat flux density at 7.5 cm depth in W m^-2
# VWC   : Soil volumetric water content at 7.5 cm depth in m^3 m^-3
# Q*    : Net all-wave radiation at 2 m height in W m^-2
# QH    : Turbulent sensible heat flux density at 2 m height in W m^-2 (every 30 min)

"TIME (PST)"    ,   "T_1",   "T_2",   "T_3",   "T_4",    "QG",   "WVC",    "Q*",    "QG",
2009/07/21 00:15,  13.299,  13.576,  13.411,  11.365,   -0.48,   0.213,   -67.6,        , 
2009/07/21 00:30,  13.255,  13.568,  13.405,  11.404,   -0.40,   0.213,   -66.5,   -35.6, 
2009/07/21 00:45,  13.196,  13.493,  13.389,  11.380,   -0.42,   0.213,   -68.4,        , 
2009/07/21 01:00,  13.187,  13.484,  13.374,  11.376,   -0.37,   0.213,   -68.5,   -46.4, 
2009/07/21 01:15,  13.170,  13.435,  13.356,  11.383,   -0.30,   0.213,   -68.1,        , 
2009/07/21 01:30,  13.135,  13.408,  13.330,  11.416,   -0.21,   0.213,   -69.0,   -52.4, 
2009/07/21 01:45,  13.113,  13.375,  13.283,  11.419,   -0.15,   0.213,   -68.9,        , 
2009/07/21 02:00,  13.098,  13.328,  13.284,  11.395,   -0.11,   0.213,   -68.1,   -38.7, 
2009/07/21 02:15,  13.061,  13.284,  13.252,  11.430,   -0.13,   0.213,   -68.1,        , 
2009/07/21 02:30,  13.018,  13.241,  13.241,  11.427,   -0.12,   0.213,   -69.6,   -47.3, 
2009/07/21 02:45,  12.995,  13.257,  13.185,  11.424,   -0.09,   0.213,   -69.9,        , 
2009/07/21 03:00,  12.971,  13.213,  13.186,  11.429,   -0.07,   0.213,   -69.4,   -55.1, 
2009/07/21 03:15,  12.946,  13.193,  13.167,  11.418,   -0.07,   0.213,   -69.5,        , 
2009/07/21 03:30,  12.920,  13.144,  13.143,  11.447,   -0.07,   0.213,   -69.5,   -52.3, 
2009/07/21 03:45,  12.875,  13.099,  13.153,  11.443,   -0.08,   0.214,   -70.2,        , 
2009/07/21 04:00,  12.860,  13.103,  13.109,  11.450,   -0.10,   0.214,   -70.3,   -51.8, 
2009/07/21 04:15,  12.827,  13.076,  13.080,  11.445,   -0.08,   0.214,   -70.0,        , 
2009/07/21 04:30,  12.766,  13.021,  13.059,  11.445,   -0.08,   0.214,   -70.4,   -42.4, 
2009/07/21 04:45,  12.747,  12.996,  13.035,  11.452,   -0.14,   0.214,   -67.9,        , 
2009/07/21 05:00,  12.718,  12.954,  13.002,  11.443,   -0.14,   0.214,   -60.3,   -45.5, 
2009/07/21 05:15,  12.711,  12.938,  13.012,  11.450,   -0.11,   0.214,   -46.6,        , 
2009/07/21 05:30,  12.678,  12.932,  12.990,  11.452,   -0.05,   0.214,   -27.3,   -32.9, 
2009/07/21 05:45,  12.690,  12.930,  12.960,  11.452,    0.04,   0.214,    -3.3,        , 
2009/07/21 06:00,  12.732,  12.897,  12.940,  11.460,    0.19,   0.214,    25.0,   -13.1, 
2009/07/21 06:15,  12.759,  12.859,  12.931,  11.422,    0.36,   0.214,    55.4,        , 
2009/07/21 06:30,  12.834,  12.859,  12.892,  11.414,    0.60,   0.214,    86.9,    14.8, 
2009/07/21 06:45,  12.867,  12.868,  12.871,  11.430,    0.87,   0.214,   119.5,        , 
2009/07/21 07:00,  12.939,  12.853,  12.813,  11.431,    1.15,   0.214,   152.4,    44.3, 
2009/07/21 07:15,  13.032,  12.849,  12.835,  11.392,    1.45,   0.214,   187.5,        , 
2009/07/21 07:30,  13.150,  12.853,  12.808,  11.417,    1.77,   0.214,   220.9,    75.2, 
2009/07/21 07:45,  13.255,  12.871,  12.765,  11.414,    2.12,   0.214,   255.0,        , 
2009/07/21 08:00,  13.375,  12.925,  12.763,  11.384,    2.49,   0.214,   287.7,   113.7, 
2009/07/21 08:15,  13.483,  12.947,  12.701,  11.384,    2.92,   0.214,   320.7,        , 
2009/07/21 08:30,  13.610,  12.960,  12.726,  11.383,    3.35,   0.214,   353.7,   149.4, 
2009/07/21 08:45,  13.742,  13.039,  12.711,  11.348,    3.77,   0.214,   383.5,        , 
2009/07/21 09:00,  13.929,  13.095,  12.696,  11.359,    4.29,   0.214,   412.9,   163.2, 
2009/07/21 09:15,  14.114,  13.190,  12.724,  11.363,    4.83,   0.214,   440.0,        , 
2009/07/21 09:30,  14.308,  13.233,  12.709,  11.337,    5.41,   0.214,   463.7,   185.6, 
