# Data from UBC Energy Balance Station <Westham Island>
# Year: 2009 / Month: 06 / Day: 03
# All times in PST
# T_1   : Soil temperature at  5 cm depth in deg C
# T_2   : Soil temperature at 10 cm depth in deg C
# T_3   : Soil temperature at 20 cm depth in deg C
# T_4   : Soil temperature at 50 cm depth in deg C
# QG    : Soil heat flux density at 7.5 cm depth in W m^-2
# VWC   : Soil volumetric water content at 7.5 cm depth in m^3 m^-3
# Q*    : Net all-wave radiation at 2 m height in W m^-2
# QH    : Turbulent sensible heat flux density at 2 m height in W m^-2 (every 30 min)

"TIME (PST)"    ,   "T_1",   "T_2",   "T_3",   "T_4",    "QG",   "WVC",    "Q*",    "QG",
2009/06/03 05:00,   9.928,  11.123,  11.829,   9.782,   -6.63,   0.199,     2.9,    -9.1, 
2009/06/03 05:15,   9.923,  11.065,  11.780,   9.782,   -6.39,   0.199,    19.0,        , 
2009/06/03 05:30,   9.945,  10.997,  11.734,   9.753,   -5.90,   0.199,    36.2,     7.9, 
2009/06/03 05:45,  10.008,  10.926,  11.643,   9.770,   -5.20,   0.199,    29.6,        , 
2009/06/03 06:00,  10.081,  10.858,  11.549,   9.721,   -4.37,   0.199,    52.2,    -7.2, 
2009/06/03 06:15,  10.199,  10.825,  11.491,   9.721,   -3.51,   0.199,    78.7,        , 
2009/06/03 06:30,  10.310,  10.799,  11.441,   9.708,   -2.63,   0.199,   105.2,   -22.4, 
2009/06/03 06:45,  10.475,  10.784,  11.385,   9.695,   -1.74,   0.199,   136.2,        , 
2009/06/03 07:00,  10.672,  10.802,  11.335,   9.679,   -0.87,   0.199,   169.1,    20.6, 
2009/06/03 07:15,  10.834,  10.839,  11.309,   9.712,   -0.08,   0.199,   203.3,        , 
2009/06/03 07:30,  11.028,  10.886,  11.278,   9.682,    0.65,   0.199,   239.3,    52.3, 
2009/06/03 07:45,  11.215,  10.909,  11.223,   9.675,    1.40,   0.198,   274.3,        , 
2009/06/03 08:00,  11.385,  10.967,  11.183,   9.644,    2.10,   0.198,   307.0,    82.2, 
2009/06/03 08:15,  11.557,  11.024,  11.134,   9.630,    2.82,   0.198,   337.9,        , 
2009/06/03 08:30,  11.743,  11.086,  11.086,   9.615,    3.60,   0.198,   370.4,   103.2, 
2009/06/03 08:45,  11.975,  11.151,  11.102,   9.623,    4.51,   0.197,   400.6,        , 
2009/06/03 09:00,  12.191,  11.241,  11.055,   9.642,    5.57,   0.197,   431.3,   105.9, 
2009/06/03 09:15,  12.444,  11.309,  11.065,   9.602,    6.73,   0.197,   459.3,        , 
2009/06/03 09:30,  12.705,  11.456,  11.076,   9.600,    8.00,   0.196,   487.1,    91.6, 
2009/06/03 09:45,  12.945,  11.526,  11.072,   9.597,    9.53,   0.196,   514.6,        , 
2009/06/03 10:00,  13.231,  11.698,  11.056,   9.571,   11.09,   0.196,   536.2,    90.3, 
2009/06/03 10:15,  13.538,  11.817,  11.095,   9.557,   13.07,   0.195,   558.2,        , 
2009/06/03 10:30,  13.861,  11.983,  11.115,   9.596,   15.37,   0.194,   577.8,   117.6, 
2009/06/03 10:45,  14.260,  12.150,  11.147,   9.565,   17.20,   0.194,   595.7,        , 
2009/06/03 11:00,  14.723,  12.343,  11.156,   9.561,   18.58,   0.193,   611.4,   101.8, 
2009/06/03 11:15,  15.213,  12.575,  11.201,   9.550,   20.07,   0.192,   622.2,        , 
2009/06/03 11:30,  15.768,  12.806,  11.238,   9.548,   21.07,   0.192,   631.7,   110.7, 
2009/06/03 11:45,  16.446,  13.064,  11.281,   9.509,   21.59,   0.191,   636.6,        , 
2009/06/03 12:00,  17.105,  13.359,  11.345,   9.535,   22.25,   0.190,   642.3,   131.7, 
2009/06/03 12:15,  17.773,  13.690,  11.376,   9.504,   22.72,   0.189,   641.2,        , 
2009/06/03 12:30,  18.344,  14.006,  11.430,   9.451,   22.72,   0.188,   639.1,   135.2, 
2009/06/03 12:45,  18.858,  14.345,  11.503,   9.455,   22.64,   0.187,   637.2,        , 
2009/06/03 13:00,  19.255,  14.663,  11.639,   9.437,   22.54,   0.187,   631.0,   143.9, 
2009/06/03 13:15,  19.570,  14.971,  11.745,   9.444,   22.04,   0.186,   621.2,        , 
2009/06/03 13:30,  19.741,  15.253,  11.838,   9.441,   21.49,   0.186,   609.1,   148.9, 
2009/06/03 13:45,  19.709,  15.493,  11.920,   9.428,   20.95,   0.186,   593.7,        , 
2009/06/03 14:00,  19.630,  15.686,  12.017,   9.436,   20.21,   0.186,   576.3,   128.4, 
2009/06/03 14:15,  19.439,  15.843,  12.138,   9.411,   19.18,   0.187,   558.1,        , 
2009/06/03 14:30,  19.195,  15.928,  12.205,   9.445,   18.06,   0.187,   536.4,   104.8, 
2009/06/03 14:45,  18.949,  15.964,  12.292,   9.398,   17.18,   0.187,   514.5,        , 
2009/06/03 15:00,  18.648,  16.042,  12.401,   9.401,   16.30,   0.187,   490.7,    88.4, 
2009/06/03 15:15,  18.413,  16.034,  12.520,   9.415,   15.50,   0.187,   463.7,        , 
2009/06/03 15:30,  18.155,  16.029,  12.565,   9.428,   14.64,   0.188,   434.0,    83.3, 
2009/06/03 15:45,  17.954,  15.960,  12.668,   9.414,   13.75,   0.188,   405.6,        , 
2009/06/03 16:00,  17.775,  15.922,  12.706,   9.404,   12.80,   0.188,   374.9,    74.4, 
2009/06/03 16:15,  17.564,  15.813,  12.787,   9.412,   11.83,   0.188,   342.3,        , 
2009/06/03 16:30,  17.406,  15.792,  12.823,   9.400,   10.94,   0.188,   310.0,    53.8, 
2009/06/03 16:45,  17.243,  15.739,  12.874,   9.395,   10.01,   0.188,   277.4,        , 
2009/06/03 17:00,  17.045,  15.700,  12.930,   9.415,    9.18,   0.188,   246.7,    23.0, 
2009/06/03 17:15,  16.883,  15.625,  12.960,   9.391,    8.37,   0.188,   212.5,        , 
2009/06/03 17:30,  16.770,  15.576,  12.999,   9.446,    7.60,   0.188,   177.5,     4.2, 
2009/06/03 17:45,  16.606,  15.538,  13.032,   9.436,    6.92,   0.188,   143.6,        , 
2009/06/03 18:00,  16.477,  15.493,  13.119,   9.434,    6.27,   0.188,   109.4,    -9.0, 
2009/06/03 18:15,  16.328,  15.433,  13.173,   9.492,    5.65,   0.188,    77.0,        , 
2009/06/03 18:30,  16.166,  15.377,  13.212,   9.527,    5.09,   0.188,    46.6,   -27.2, 
2009/06/03 18:45,  16.053,  15.303,  13.234,   9.552,    4.56,   0.188,    19.6,        , 
2009/06/03 19:00,  15.894,  15.232,  13.318,   9.582,    4.04,   0.189,    -5.7,   -30.5, 
2009/06/03 19:15,  15.748,  15.158,  13.305,   9.627,    3.48,   0.189,   -26.9,        , 
2009/06/03 19:30,  15.561,  15.098,  13.326,   9.631,    2.90,   0.189,   -45.3,   -28.1, 
2009/06/03 19:45,  15.348,  15.016,  13.358,   9.652,    2.32,   0.189,   -58.2,        , 
2009/06/03 20:00,  15.160,  14.944,  13.393,   9.666,    1.67,   0.189,   -66.4,   -23.0, 
2009/06/03 20:15,  14.932,  14.812,  13.345,   9.695,    1.04,   0.189,   -69.0,        , 
2009/06/03 20:30,  14.716,  14.734,  13.376,   9.684,    0.33,   0.190,   -64.0,   -20.0, 
2009/06/03 20:45,  14.482,  14.611,  13.371,   9.714,   -0.42,   0.190,   -57.7,        , 
2009/06/03 21:00,  14.264,  14.487,  13.339,   9.714,   -1.03,   0.190,   -48.5,   -23.1, 
2009/06/03 21:15,  14.089,  14.375,  13.339,   9.725,   -1.47,   0.190,   -46.6,        , 
2009/06/03 21:30,  13.936,  14.260,  13.323,   9.778,   -1.74,   0.190,   -53.7,   -24.6, 
2009/06/03 21:45,  13.745,  14.161,  13.291,   9.763,   -1.98,   0.191,   -53.9,        , 
2009/06/03 22:00,  13.563,  14.066,  13.263,   9.771,   -2.51,   0.191,   -45.9,    -9.9, 
2009/06/03 22:15,  13.370,  13.927,  13.281,   9.764,   -3.01,   0.191,   -39.4,        , 
2009/06/03 22:30,  13.130,  13.808,  13.212,   9.801,   -3.42,   0.191,   -34.4,    -6.2, 
2009/06/03 22:45,  12.970,  13.705,  13.163,   9.808,   -3.77,   0.191,   -31.5,        , 
2009/06/03 23:00,  12.769,  13.575,  13.169,   9.809,   -4.12,   0.192,   -28.9,    -2.3, 
2009/06/03 23:15,  12.572,  13.475,  13.094,   9.864,   -4.49,   0.192,   -30.6,        , 
2009/06/03 23:30,  12.416,  13.336,  13.080,   9.830,   -4.79,   0.192,   -30.2,    -6.3, 
2009/06/03 23:45,  12.270,  13.210,  13.045,   9.847,   -5.02,   0.192,   -30.9,        , 
2009/06/04 00:00,  12.117,  13.092,  12.995,   9.885,   -5.18,   0.192,   -30.1,   -16.3, 
