# Data from UBC Energy Balance Station <Westham Island>
# Year: 2009 / Month: 03 / Day: 31
# All times in PST
# T_1   : Soil temperature at  5 cm depth in deg C
# T_2   : Soil temperature at 10 cm depth in deg C
# T_3   : Soil temperature at 20 cm depth in deg C
# T_4   : Soil temperature at 50 cm depth in deg C
# QG    : Soil heat flux density at 7.5 cm depth in W m^-2
# VWC   : Soil volumetric water content at 7.5 cm depth in m^3 m^-3
# Q*    : Net all-wave radiation at 2 m height in W m^-2
# QH    : Turbulent sensible heat flux density at 2 m height in W m^-2 (every 30 min)

"TIME (PST)"    ,   "T_1",   "T_2",   "T_3",   "T_4",    "QG",   "WVC",    "Q*",    "QG",
2009/03/31 00:15,   2.012,   2.194,   2.379,   2.258,   -0.67,   0.348,    -6.3,        , 
2009/03/31 00:30,   1.986,   2.191,   2.347,   2.237,   -0.67,   0.348,    -9.5,   -35.3, 
2009/03/31 00:45,   1.978,   2.161,   2.350,   2.219,   -0.74,   0.349,   -11.4,        , 
2009/03/31 01:00,   1.951,   2.185,   2.348,   2.219,   -0.83,   0.349,   -12.8,   -39.7, 
2009/03/31 01:15,   1.944,   2.144,   2.314,   2.228,   -0.91,   0.349,   -11.8,        , 
2009/03/31 01:30,   1.931,   2.150,   2.320,   2.207,   -0.96,   0.349,   -10.7,   -31.7, 
2009/03/31 01:45,   1.934,   2.147,   2.320,   2.231,   -0.99,   0.349,    -8.7,        , 
2009/03/31 02:00,   1.880,   2.140,   2.326,   2.235,   -1.03,   0.350,    -5.9,   -40.4, 
2009/03/31 02:15,   1.897,   2.101,   2.315,   2.226,   -1.06,   0.350,    -4.7,        , 
2009/03/31 02:30,   1.867,   2.104,   2.322,   2.234,   -1.11,   0.350,    -3.3,   -40.4, 
2009/03/31 02:45,   1.868,   2.101,   2.292,   2.205,   -1.19,   0.350,    -1.3,        , 
2009/03/31 03:00,   1.860,   2.104,   2.308,   2.259,   -1.27,   0.351,    -1.2,   -40.3, 
2009/03/31 03:15,   1.832,   2.077,   2.322,   2.229,   -1.32,   0.353,    -1.5,        , 
2009/03/31 03:30,   1.867,   2.085,   2.277,   2.251,   -1.28,   0.354,    -1.3,   -34.9, 
2009/03/31 03:45,   1.873,   2.072,   2.301,   2.276,   -1.28,   0.355,    -1.4,        , 
