# Data from UBC Energy Balance Station <Westham Island>
# Year: 2009 / Month: 09 / Day: 11
# All times in PST
# T_1   : Soil temperature at  5 cm depth in deg C
# T_2   : Soil temperature at 10 cm depth in deg C
# T_3   : Soil temperature at 20 cm depth in deg C
# T_4   : Soil temperature at 50 cm depth in deg C
# QG    : Soil heat flux density at 7.5 cm depth in W m^-2
# VWC   : Soil volumetric water content at 7.5 cm depth in m^3 m^-3
# Q*    : Net all-wave radiation at 2 m height in W m^-2
# QH    : Turbulent sensible heat flux density at 2 m height in W m^-2 (every 30 min)

"TIME (PST)"    ,   "T_1",   "T_2",   "T_3",   "T_4",    "QG",   "WVC",    "Q*",    "QG",
2009/09/11 00:15,  11.011,  11.084,  10.965,  10.504,    0.01,   0.380,   -63.0,        , 
2009/09/11 00:30,  10.974,  11.043,  10.977,  10.496,   -0.08,   0.380,   -60.0,   -17.5, 
2009/09/11 00:45,  10.897,  11.022,  10.970,  10.488,   -0.29,   0.380,   -56.4,        , 
2009/09/11 01:00,  10.867,  11.000,  10.977,  10.507,   -0.54,   0.380,   -49.0,   -17.3, 
2009/09/11 01:15,  10.819,  10.990,  10.961,  10.508,   -0.79,   0.380,   -40.1,        , 
2009/09/11 01:30,  10.745,  10.975,  10.976,  10.504,   -1.04,   0.380,   -33.1,   -16.7, 
2009/09/11 01:45,  10.703,  10.934,  10.966,  10.506,   -1.24,   0.380,   -29.1,        , 
2009/09/11 02:00,  10.654,  10.920,  10.948,  10.514,   -1.39,   0.380,   -26.6,   -22.0, 
2009/09/11 02:15,  10.579,  10.878,  10.951,  10.499,   -1.46,   0.380,   -24.0,        , 
2009/09/11 02:30,  10.545,  10.849,  10.925,  10.500,   -1.55,   0.380,   -22.6,   -20.1, 
2009/09/11 02:45,  10.502,  10.821,  10.919,  10.505,   -1.62,   0.380,   -20.9,        , 
2009/09/11 03:00,  10.464,  10.795,  10.901,  10.493,   -1.65,   0.380,   -19.5,   -20.6, 
2009/09/11 03:15,  10.462,  10.764,  10.896,  10.506,   -1.62,   0.380,   -18.4,        , 
2009/09/11 03:30,  10.402,  10.736,  10.910,  10.513,   -1.59,   0.380,   -17.5,   -20.5, 
2009/09/11 03:45,  10.397,  10.678,  10.870,  10.534,   -1.58,   0.380,   -16.8,        , 
2009/09/11 04:00,  10.400,  10.671,  10.855,  10.510,   -1.53,   0.380,   -16.4,   -24.1, 
2009/09/11 04:15,  10.340,  10.636,  10.846,  10.510,   -1.44,   0.380,   -16.1,        , 
2009/09/11 04:30,  10.313,  10.602,  10.840,  10.462,   -1.34,   0.381,   -15.5,   -24.8, 
2009/09/11 04:45,  10.311,  10.605,  10.798,  10.490,   -1.28,   0.380,   -15.4,        , 
2009/09/11 05:00,  10.334,  10.558,  10.804,  10.501,   -1.16,   0.380,   -15.1,   -26.8, 
2009/09/11 05:15,  10.375,  10.534,  10.777,  10.504,   -1.06,   0.380,   -14.2,        , 
2009/09/11 05:30,  10.327,  10.566,  10.801,  10.514,   -0.99,   0.380,   -13.2,   -22.5, 
2009/09/11 05:45,  10.349,  10.544,  10.770,  10.530,   -1.00,   0.380,   -13.6,        , 
2009/09/11 06:00,  10.331,  10.579,  10.783,  10.545,   -1.08,   0.380,    -6.9,   -15.0, 
2009/09/11 06:15,  10.317,  10.559,  10.738,  10.527,   -1.19,   0.380,    12.3,        , 
2009/09/11 06:30,  10.282,  10.546,  10.762,  10.548,   -1.36,   0.380,    31.1,    -3.0, 
2009/09/11 06:45,  10.272,  10.541,  10.769,  10.554,   -1.52,   0.380,    49.8,        , 
2009/09/11 07:00,  10.211,  10.481,  10.740,  10.533,   -1.59,   0.380,    69.1,    18.7, 
2009/09/11 07:15,  10.191,  10.447,  10.709,  10.501,   -1.51,   0.380,    94.7,        , 
2009/09/11 07:30,  10.185,  10.441,  10.671,  10.495,   -1.27,   0.380,   117.8,    13.8, 
2009/09/11 07:45,  10.263,  10.430,  10.666,  10.494,   -0.97,   0.380,   131.7,        , 
2009/09/11 08:00,  10.313,  10.412,  10.651,  10.489,   -0.63,   0.380,   168.1,    33.4, 
2009/09/11 08:15,  10.365,  10.390,  10.641,  10.492,   -0.25,   0.380,   212.7,        , 
2009/09/11 08:30,  10.425,  10.402,  10.633,  10.468,    0.09,   0.380,   234.7,    73.6, 
2009/09/11 08:45,  10.518,  10.384,  10.592,  10.462,    0.38,   0.379,   267.8,        , 
2009/09/11 09:00,  10.584,  10.441,  10.601,  10.483,    0.70,   0.379,   297.8,   108.7, 
2009/09/11 09:15,  10.707,  10.489,  10.600,  10.479,    1.01,   0.379,   326.3,        , 
2009/09/11 09:30,  10.807,  10.523,  10.591,  10.471,    1.30,   0.379,   354.6,   146.3, 
2009/09/11 09:45,  10.935,  10.560,  10.554,  10.469,    1.62,   0.378,   381.5,        , 
2009/09/11 10:00,  11.014,  10.586,  10.612,  10.475,    1.88,   0.378,   404.8,   163.0, 
2009/09/11 10:15,  11.095,  10.643,  10.572,  10.465,    2.17,   0.378,   422.5,        , 
2009/09/11 10:30,  11.206,  10.673,  10.590,  10.466,    2.49,   0.377,   441.7,   158.1, 
2009/09/11 10:45,  11.355,  10.717,  10.604,  10.443,    2.81,   0.376,   456.6,        , 
2009/09/11 11:00,  11.446,  10.792,  10.594,  10.439,    3.13,   0.376,   471.5,   218.8, 
2009/09/11 11:15,  11.621,  10.834,  10.595,  10.451,    3.41,   0.375,   484.3,        , 
2009/09/11 11:30,  11.701,  10.891,  10.575,  10.443,    3.65,   0.375,   491.1,   222.7, 
2009/09/11 11:45,  11.835,  10.929,  10.594,  10.440,    3.95,   0.375,   499.0,        , 
2009/09/11 12:00,  11.963,  11.028,  10.621,  10.438,    4.29,   0.374,   503.8,   233.2, 
2009/09/11 12:15,  12.075,  11.112,  10.641,  10.440,    4.75,   0.374,   503.6,        , 
2009/09/11 12:30,  12.193,  11.176,  10.631,  10.436,    5.07,   0.373,   501.9,   203.0, 
2009/09/11 12:45,  12.322,  11.250,  10.649,  10.429,    5.18,   0.372,   497.3,        , 
2009/09/11 13:00,  12.442,  11.315,  10.673,  10.424,    5.18,   0.372,   490.7,   200.9, 
2009/09/11 13:15,  12.576,  11.405,  10.727,  10.442,    5.14,   0.371,   481.0,        , 
2009/09/11 13:30,  12.664,  11.462,  10.714,  10.438,    5.08,   0.371,   470.1,   212.5, 
2009/09/11 13:45,  12.684,  11.549,  10.725,  10.422,    5.03,   0.370,   454.1,        , 
2009/09/11 14:00,  12.717,  11.601,  10.742,  10.417,    4.96,   0.370,   435.5,   191.9, 
2009/09/11 14:15,  12.735,  11.661,  10.754,  10.394,    4.90,   0.370,   413.4,        , 
2009/09/11 14:30,  12.767,  11.686,  10.752,  10.383,    4.87,   0.370,   391.9,   146.5, 
2009/09/11 14:45,  12.719,  11.721,  10.793,  10.369,    4.82,   0.370,   367.1,        , 
2009/09/11 15:00,  12.724,  11.761,  10.807,  10.362,    4.75,   0.370,   341.0,   134.6, 
2009/09/11 15:15,  12.772,  11.769,  10.843,  10.355,    4.63,   0.369,   311.6,        , 
2009/09/11 15:30,  12.754,  11.834,  10.893,  10.321,    4.52,   0.369,   283.2,   122.2, 
2009/09/11 15:45,  12.752,  11.849,  10.905,  10.359,    4.35,   0.369,   251.2,        , 
2009/09/11 16:00,  12.719,  11.880,  10.912,  10.338,    4.20,   0.369,   220.0,   115.8, 
2009/09/11 16:15,  12.715,  11.892,  10.952,  10.348,    4.07,   0.369,   187.5,        , 
2009/09/11 16:30,  12.681,  11.910,  11.010,  10.359,    3.85,   0.369,   153.3,    87.5, 
2009/09/11 16:45,  12.625,  11.925,  11.000,  10.360,    3.63,   0.369,   119.1,        , 
2009/09/11 17:00,  12.579,  11.902,  11.043,  10.360,    3.41,   0.369,    84.3,    43.9, 
2009/09/11 17:15,  12.563,  11.933,  11.043,  10.373,    3.20,   0.369,    50.4,        , 
2009/09/11 17:30,  12.507,  11.904,  11.071,  10.376,    2.99,   0.369,    16.8,    18.8, 
2009/09/11 17:45,  12.490,  11.951,  11.116,  10.393,    2.78,   0.369,   -13.1,        , 
2009/09/11 18:00,  12.451,  11.946,  11.161,  10.412,    2.57,   0.369,   -37.8,     2.9, 
2009/09/11 18:15,  12.450,  11.980,  11.223,  10.444,    2.36,   0.369,   -56.3,        , 
2009/09/11 18:30,  12.413,  11.960,  11.243,  10.485,    2.15,   0.368,   -67.3,   -23.5, 
2009/09/11 18:45,  12.360,  11.969,  11.299,  10.500,    1.88,   0.368,   -70.1,        , 
2009/09/11 19:00,  12.264,  11.948,  11.321,  10.516,    1.57,   0.369,   -66.1,   -27.8, 
2009/09/11 19:15,  12.169,  11.953,  11.342,  10.516,    1.24,   0.369,   -66.7,        , 
2009/09/11 19:30,  12.080,  11.912,  11.323,  10.513,    0.97,   0.369,   -67.3,   -36.1, 
2009/09/11 19:45,  12.005,  11.864,  11.325,  10.523,    0.80,   0.369,   -65.5,        , 
2009/09/11 20:00,  11.929,  11.841,  11.372,  10.526,    0.63,   0.369,   -63.2,   -32.5, 
2009/09/11 20:15,  11.853,  11.779,  11.366,  10.528,    0.46,   0.369,   -62.1,        , 
2009/09/11 20:30,  11.771,  11.773,  11.342,  10.513,    0.28,   0.370,   -59.6,   -29.7, 
2009/09/11 20:45,  11.672,  11.718,  11.337,  10.526,    0.06,   0.370,   -59.4,        , 
2009/09/11 21:00,  11.644,  11.652,  11.345,  10.519,   -0.08,   0.370,   -57.5,   -27.5, 
2009/09/11 21:15,  11.588,  11.643,  11.323,  10.531,   -0.22,   0.370,   -56.7,        , 
2009/09/11 21:30,  11.539,  11.617,  11.350,  10.540,   -0.37,   0.370,   -51.7,   -17.7, 
2009/09/11 21:45,  11.495,  11.576,  11.332,  10.547,   -0.58,   0.370,   -54.3,        , 
2009/09/11 22:00,  11.434,  11.551,  11.317,  10.551,   -0.73,   0.370,   -58.4,   -30.7, 
2009/09/11 22:15,  11.351,  11.491,  11.299,  10.549,   -0.77,   0.370,   -54.2,        , 
2009/09/11 22:30,  11.336,  11.484,  11.317,  10.545,   -0.79,   0.370,   -46.3,   -10.1, 
2009/09/11 22:45,  11.262,  11.435,  11.338,  10.559,   -0.95,   0.370,   -52.3,        , 
2009/09/11 23:00,  11.215,  11.397,  11.318,  10.547,   -1.12,   0.370,   -57.1,   -29.1, 
2009/09/11 23:15,  11.115,  11.349,  11.287,  10.549,   -1.11,   0.371,   -51.5,        , 
2009/09/11 23:30,  11.131,  11.337,  11.323,  10.569,   -1.15,   0.370,   -42.1,    11.5, 
2009/09/11 23:45,  11.063,  11.332,  11.298,  10.567,   -1.36,   0.370,   -34.3,        , 
2009/09/12 00:00,  10.967,  11.267,  11.294,  10.586,   -1.65,   0.371,   -28.3,    19.9, 
