# Data from UBC Energy Balance Station <Westham Island>
# Year: 2009 / Month: 03 / Day: 24
# All times in PST
# T_1   : Soil temperature at  5 cm depth in deg C
# T_2   : Soil temperature at 10 cm depth in deg C
# T_3   : Soil temperature at 20 cm depth in deg C
# T_4   : Soil temperature at 50 cm depth in deg C
# QG    : Soil heat flux density at 7.5 cm depth in W m^-2
# VWC   : Soil volumetric water content at 7.5 cm depth in m^3 m^-3
# Q*    : Net all-wave radiation at 2 m height in W m^-2
# QH    : Turbulent sensible heat flux density at 2 m height in W m^-2 (every 30 min)

"TIME (PST)"    ,   "T_1",   "T_2",   "T_3",   "T_4",    "QG",   "WVC",    "Q*",    "QG",
2009/03/24 00:15,   0.844,   1.110,   1.383,   1.313,   -1.88,   0.366,    -1.2,        , 
2009/03/24 00:30,   0.822,   1.112,   1.372,   1.307,   -1.86,   0.367,    -1.5,   -40.7, 
2009/03/24 00:45,   0.817,   1.089,   1.358,   1.316,   -1.89,   0.367,    -2.1,        , 
2009/03/24 01:00,   0.797,   1.093,   1.381,   1.330,   -1.98,   0.367,    -2.1,   -16.3, 
2009/03/24 01:15,   0.788,   1.060,   1.382,   1.333,   -2.12,   0.368,    -1.8,        , 
2009/03/24 01:30,   0.769,   1.109,   1.338,   1.344,   -2.28,   0.368,    -1.9,     3.9, 
2009/03/24 01:45,   0.749,   1.103,   1.321,   1.343,   -2.47,   0.368,    -2.6,        , 
2009/03/24 02:00,   0.700,   1.091,   1.339,   1.335,   -2.68,   0.368,    -2.2,    -3.0, 
2009/03/24 02:15,   0.639,   1.041,   1.315,   1.304,   -2.84,   0.368,    -1.9,        , 
2009/03/24 02:30,   0.643,   1.043,   1.319,   1.305,   -2.94,   0.368,    -1.9,    -9.8, 
2009/03/24 02:45,   0.594,   0.998,   1.319,   1.328,   -3.04,   0.369,    -1.8,        , 
2009/03/24 03:00,   0.554,   0.983,   1.292,   1.331,   -3.10,   0.369,    -1.6,    -2.6, 
2009/03/24 03:15,   0.543,   0.991,   1.277,   1.307,   -3.15,   0.369,    -1.7,        , 
2009/03/24 03:30,   0.499,   0.962,   1.288,   1.334,   -3.19,   0.369,    -1.6,    -4.2, 
2009/03/24 03:45,   0.519,   0.946,   1.280,   1.339,   -3.20,   0.369,    -1.6,        , 
2009/03/24 04:00,   0.494,   0.928,   1.274,   1.319,   -3.24,   0.369,    -1.5,    -8.4, 
2009/03/24 04:15,   0.446,   0.884,   1.256,   1.324,   -3.20,   0.369,    -1.4,        , 
2009/03/24 04:30,   0.429,   0.875,   1.201,   1.314,   -3.17,   0.369,    -1.3,   -10.0, 
2009/03/24 04:45,   0.409,   0.855,   1.192,   1.342,   -3.20,   0.369,    -1.2,        , 
2009/03/24 05:00,   0.413,   0.790,   1.179,   1.315,   -3.22,   0.369,    -1.2,   -22.9, 
2009/03/24 05:15,   0.404,   0.822,   1.211,   1.341,   -3.17,   0.369,    -1.1,        , 
2009/03/24 05:30,   0.406,   0.839,   1.210,   1.336,   -3.13,   0.369,    -1.1,    -4.5, 
2009/03/24 05:45,   0.396,   0.805,   1.172,   1.329,   -3.09,   0.369,    -1.1,        , 
2009/03/24 06:00,   0.395,   0.756,   1.167,   1.306,   -3.03,   0.369,    -0.9,    -3.9, 
2009/03/24 06:15,   0.357,   0.751,   1.134,   1.327,   -3.00,   0.370,    -0.3,        , 
2009/03/24 06:30,   0.391,   0.748,   1.155,   1.333,   -2.95,   0.369,     1.5,    -3.7, 
2009/03/24 06:45,   0.398,   0.761,   1.105,   1.321,   -2.89,   0.369,     4.9,        , 
2009/03/24 07:00,   0.388,   0.756,   1.111,   1.344,   -2.78,   0.369,     7.7,    -1.1, 
2009/03/24 07:15,   0.382,   0.732,   1.109,   1.313,   -2.62,   0.369,    11.4,        , 
2009/03/24 07:30,   0.411,   0.714,   1.080,   1.314,   -2.44,   0.369,    21.7,     0.2, 
2009/03/24 07:45,   0.429,   0.697,   1.061,   1.321,   -2.18,   0.369,    42.4,        , 
2009/03/24 08:00,   0.467,   0.704,   1.064,   1.326,   -1.82,   0.369,    63.1,     6.8, 
2009/03/24 08:15,   0.523,   0.715,   1.058,   1.300,   -1.27,   0.369,   107.7,        , 
2009/03/24 08:30,   0.626,   0.699,   1.019,   1.308,   -0.55,   0.368,   115.8,    16.9, 
2009/03/24 08:45,   0.745,   0.743,   1.033,   1.276,    0.28,   0.368,   113.2,        , 
2009/03/24 09:00,   0.852,   0.708,   1.003,   1.293,    1.15,   0.367,   187.7,    37.8, 
2009/03/24 09:15,   1.060,   0.756,   1.014,   1.283,    2.38,   0.366,   184.3,        , 
2009/03/24 09:30,   1.287,   0.822,   0.978,   1.272,    3.67,   0.365,   132.2,    12.4, 
2009/03/24 09:45,   1.451,   0.887,   0.957,   1.268,    4.61,   0.365,   158.3,        , 
2009/03/24 10:00,   1.629,   0.919,   0.979,   1.268,    5.50,   0.364,   211.0,    18.8, 
2009/03/24 10:15,   1.862,   1.013,   0.989,   1.283,    6.65,   0.363,   323.7,        , 
2009/03/24 10:30,   2.150,   1.086,   0.969,   1.266,    8.43,   0.362,   347.1,    60.6, 
2009/03/24 10:45,   2.498,   1.162,   0.959,   1.260,   10.33,   0.360,   364.4,        , 
2009/03/24 11:00,   2.873,   1.283,   0.953,   1.212,   12.18,   0.359,   333.9,    75.6, 
2009/03/24 11:15,   3.241,   1.414,   0.954,   1.237,   13.70,   0.357,   292.7,        , 
2009/03/24 11:30,   3.543,   1.557,   0.974,   1.236,   14.81,   0.356,   278.3,    53.1, 
2009/03/24 11:45,   3.797,   1.718,   1.007,   1.243,   15.57,   0.354,   264.4,        , 
2009/03/24 12:00,   4.032,   1.860,   1.010,   1.229,   16.17,   0.353,   269.5,    49.3, 
2009/03/24 12:15,   4.183,   1.981,   1.038,   1.231,   16.77,   0.353,   341.1,        , 
2009/03/24 12:30,   4.469,   2.115,   1.032,   1.242,   17.95,   0.352,   278.8,    79.4, 
2009/03/24 12:45,   4.716,   2.258,   1.072,   1.225,   18.76,   0.350,   211.1,        , 
2009/03/24 13:00,   4.837,   2.458,   1.139,   1.242,   18.66,   0.350,   276.3,    58.7, 
2009/03/24 13:15,   4.974,   2.593,   1.178,   1.242,   18.80,   0.349,   310.8,        , 
2009/03/24 13:30,   5.222,   2.733,   1.223,   1.223,   19.44,   0.348,   287.9,    77.9, 
2009/03/24 13:45,   5.436,   2.856,   1.280,   1.242,   19.97,   0.347,   297.0,        , 
2009/03/24 14:00,   5.618,   3.001,   1.326,   1.225,   20.44,   0.347,   315.1,    86.8, 
2009/03/24 14:15,   5.863,   3.116,   1.368,   1.214,   20.94,   0.346,   373.2,        , 
2009/03/24 14:30,   6.171,   3.276,   1.414,   1.242,   21.84,   0.344,   246.1,    87.7, 
2009/03/24 14:45,   6.369,   3.422,   1.451,   1.236,   21.89,   0.343,   289.8,        , 
2009/03/24 15:00,   6.524,   3.542,   1.521,   1.209,   21.51,   0.343,   227.4,    85.9, 
2009/03/24 15:15,   6.567,   3.678,   1.549,   1.210,   20.92,   0.343,   270.1,        , 
2009/03/24 15:30,   6.561,   3.808,   1.643,   1.214,   20.20,   0.343,   173.4,    59.8, 
2009/03/24 15:45,   6.501,   3.935,   1.720,   1.233,   19.20,   0.343,   150.6,        , 
2009/03/24 16:00,   6.365,   4.027,   1.761,   1.239,   17.99,   0.343,   112.1,    38.5, 
2009/03/24 16:15,   6.179,   4.085,   1.825,   1.246,   16.71,   0.344,    76.7,        , 
2009/03/24 16:30,   5.962,   4.099,   1.878,   1.237,   15.33,   0.345,    81.0,     1.0, 
2009/03/24 16:45,   5.733,   4.153,   1.966,   1.235,   13.86,   0.346,    56.9,        , 
2009/03/24 17:00,   5.532,   4.133,   2.014,   1.215,   12.64,   0.347,    34.7,     0.0, 
2009/03/24 17:15,   5.368,   4.123,   2.069,   1.216,   11.46,   0.348,    27.3,        , 
