# Data from UBC Energy Balance Station <Westham Island>
# Year: 2009 / Month: 06 / Day: 08
# All times in PST
# T_1   : Soil temperature at  5 cm depth in deg C
# T_2   : Soil temperature at 10 cm depth in deg C
# T_3   : Soil temperature at 20 cm depth in deg C
# T_4   : Soil temperature at 50 cm depth in deg C
# QG    : Soil heat flux density at 7.5 cm depth in W m^-2
# VWC   : Soil volumetric water content at 7.5 cm depth in m^3 m^-3
# Q*    : Net all-wave radiation at 2 m height in W m^-2
# QH    : Turbulent sensible heat flux density at 2 m height in W m^-2 (every 30 min)

"TIME (PST)"    ,   "T_1",   "T_2",   "T_3",   "T_4",    "QG",   "WVC",    "Q*",    "QG",
2009/06/08 00:15,  12.054,  12.661,  12.758,  10.376,   -2.58,   0.183,   -14.7,        , 
2009/06/08 00:30,  12.025,  12.599,  12.712,  10.399,   -2.49,   0.183,   -14.7,   -16.0, 
2009/06/08 00:45,  11.957,  12.515,  12.690,  10.410,   -2.45,   0.183,   -14.7,        , 
2009/06/08 01:00,  11.956,  12.506,  12.635,  10.398,   -2.40,   0.183,   -15.1,   -13.6, 
2009/06/08 01:15,  11.892,  12.454,  12.604,  10.414,   -2.39,   0.183,   -14.3,        , 
2009/06/08 01:30,  11.852,  12.418,  12.577,  10.423,   -2.39,   0.183,   -14.0,   -14.1, 
2009/06/08 01:45,  11.802,  12.372,  12.528,  10.396,   -2.38,   0.183,   -13.6,        , 
2009/06/08 02:00,  11.772,  12.296,  12.522,  10.448,   -2.39,   0.183,   -13.4,   -13.9, 
2009/06/08 02:15,  11.731,  12.237,  12.473,  10.434,   -2.39,   0.183,   -11.6,        , 
2009/06/08 02:30,  11.678,  12.214,  12.455,  10.440,   -2.42,   0.183,   -12.7,   -12.1, 
2009/06/08 02:45,  11.674,  12.203,  12.391,  10.448,   -2.48,   0.183,   -13.5,        , 
2009/06/08 03:00,  11.581,  12.128,  12.380,  10.446,   -2.53,   0.184,   -12.1,   -11.8, 
2009/06/08 03:15,  11.543,  12.099,  12.332,  10.450,   -2.55,   0.184,   -11.8,        , 
2009/06/08 03:30,  11.527,  12.043,  12.321,  10.428,   -2.55,   0.184,   -12.7,   -10.8, 
2009/06/08 03:45,  11.501,  12.042,  12.273,  10.477,   -2.56,   0.184,   -12.3,        , 
2009/06/08 04:00,  11.442,  11.996,  12.259,  10.449,   -2.57,   0.184,   -11.6,   -10.4, 
2009/06/08 04:15,  11.387,  11.929,  12.242,  10.472,   -2.53,   0.184,   -12.2,        , 
2009/06/08 04:30,  11.382,  11.891,  12.186,  10.458,   -2.51,   0.184,   -13.0,   -10.1, 
2009/06/08 04:45,  11.336,  11.836,  12.181,  10.459,   -2.51,   0.184,   -13.1,        , 
2009/06/08 05:00,  11.284,  11.823,  12.136,  10.462,   -2.49,   0.184,    -5.2,    -9.5, 
2009/06/08 05:15,  11.299,  11.801,  12.111,  10.499,   -2.42,   0.184,     5.3,        , 
2009/06/08 05:30,  11.269,  11.758,  12.065,  10.445,   -2.28,   0.184,    19.8,    -6.4, 
2009/06/08 05:45,  11.333,  11.701,  12.069,  10.481,   -2.09,   0.184,    22.1,        , 
2009/06/08 06:00,  11.338,  11.701,  12.008,  10.488,   -1.91,   0.184,    47.2,     2.1, 
2009/06/08 06:15,  11.360,  11.676,  11.970,  10.470,   -1.66,   0.184,    24.8,        , 
2009/06/08 06:30,  11.336,  11.678,  11.982,  10.493,   -1.53,   0.184,    45.1,     0.0, 
2009/06/08 06:45,  11.327,  11.626,  11.950,  10.496,   -1.43,   0.184,    72.1,        , 
2009/06/08 07:00,  11.377,  11.641,  11.902,  10.500,   -1.26,   0.184,   162.9,    33.9, 
