# Data from UBC Energy Balance Station <Westham Island>
# Year: 2009 / Month: 07 / Day: 16
# All times in PST
# T_1   : Soil temperature at  5 cm depth in deg C
# T_2   : Soil temperature at 10 cm depth in deg C
# T_3   : Soil temperature at 20 cm depth in deg C
# T_4   : Soil temperature at 50 cm depth in deg C
# QG    : Soil heat flux density at 7.5 cm depth in W m^-2
# VWC   : Soil volumetric water content at 7.5 cm depth in m^3 m^-3
# Q*    : Net all-wave radiation at 2 m height in W m^-2
# QH    : Turbulent sensible heat flux density at 2 m height in W m^-2 (every 30 min)

"TIME (PST)"    ,   "T_1",   "T_2",   "T_3",   "T_4",    "QG",   "WVC",    "Q*",    "QG",
2009/07/16 00:15,  11.675,  12.527,  12.783,  10.911,   -3.67,   0.211,   -40.2,        , 
2009/07/16 00:30,  11.606,  12.457,  12.761,  10.928,   -3.89,   0.211,   -39.8,    -3.5, 
2009/07/16 00:45,  11.445,  12.393,  12.690,  10.958,   -4.09,   0.211,   -40.3,        , 
2009/07/16 01:00,  11.366,  12.312,  12.671,  10.955,   -4.15,   0.211,   -42.2,   -11.7, 
2009/07/16 01:15,  11.337,  12.222,  12.590,  10.953,   -4.07,   0.211,   -44.0,        , 
2009/07/16 01:30,  11.301,  12.118,  12.577,  10.953,   -3.91,   0.211,   -41.9,   -12.2, 
2009/07/16 01:45,  11.228,  12.072,  12.536,  10.973,   -3.80,   0.211,   -42.7,        , 
2009/07/16 02:00,  11.142,  12.004,  12.471,  10.978,   -3.75,   0.211,   -42.4,    -7.6, 
2009/07/16 02:15,  11.122,  11.945,  12.472,  10.981,   -3.80,   0.211,   -40.9,        , 
2009/07/16 02:30,  11.038,  11.887,  12.412,  10.981,   -3.88,   0.211,   -40.5,    -7.9, 
2009/07/16 02:45,  10.979,  11.843,  12.360,  10.994,   -3.95,   0.211,   -40.6,        , 
2009/07/16 03:00,  10.899,  11.787,  12.339,  10.961,   -3.98,   0.211,   -39.3,   -10.3, 
2009/07/16 03:15,  10.818,  11.720,  12.279,  10.982,   -4.01,   0.211,   -36.0,        , 
2009/07/16 03:30,  10.772,  11.654,  12.288,  11.005,   -4.09,   0.211,   -33.4,    -9.9, 
2009/07/16 03:45,  10.709,  11.574,  12.209,  10.985,   -4.11,   0.211,   -30.7,        , 
2009/07/16 04:00,  10.616,  11.537,  12.170,  11.015,   -4.19,   0.211,   -29.0,    -2.2, 
2009/07/16 04:15,  10.532,  11.483,  12.170,  11.003,   -4.35,   0.211,   -26.8,        , 
2009/07/16 04:30,  10.469,  11.401,  12.130,  11.045,   -4.57,   0.211,   -24.5,    -3.7, 
2009/07/16 04:45,  10.354,  11.375,  12.073,  11.027,   -4.75,   0.212,   -18.0,        , 
2009/07/16 05:00,  10.305,  11.291,  12.029,  10.997,   -4.81,   0.211,    -8.1,    -1.6, 
2009/07/16 05:15,  10.287,  11.234,  12.002,  11.026,   -4.68,   0.211,     6.6,        , 
2009/07/16 05:30,  10.227,  11.172,  11.973,  11.016,   -4.41,   0.212,    18.0,     3.9, 
2009/07/16 05:45,  10.258,  11.130,  11.929,  11.025,   -4.03,   0.212,    38.3,        , 
2009/07/16 06:00,  10.329,  11.074,  11.845,  10.995,   -3.47,   0.212,    45.3,     1.2, 
2009/07/16 06:15,  10.427,  11.019,  11.797,  10.984,   -2.76,   0.212,    62.6,        , 
2009/07/16 06:30,  10.572,  11.021,  11.764,  10.937,   -2.03,   0.212,    89.2,     7.0, 
2009/07/16 06:45,  10.677,  11.012,  11.726,  10.962,   -1.32,   0.212,   121.9,        , 
2009/07/16 07:00,  10.787,  11.012,  11.669,  10.924,   -0.65,   0.212,   157.8,    33.5, 
2009/07/16 07:15,  10.982,  11.048,  11.606,  10.925,   -0.04,   0.212,   194.8,        , 
2009/07/16 07:30,  11.122,  11.086,  11.603,  10.934,    0.56,   0.212,   230.8,    65.9, 
2009/07/16 07:45,  11.292,  11.099,  11.588,  10.929,    1.17,   0.212,   280.7,        , 
2009/07/16 08:00,  11.491,  11.160,  11.539,  10.889,    1.84,   0.212,   289.3,   106.3, 
2009/07/16 08:15,  11.630,  11.206,  11.513,  10.882,    2.39,   0.212,   322.9,        , 
2009/07/16 08:30,  11.793,  11.281,  11.460,  10.873,    2.96,   0.212,   349.7,   142.0, 
2009/07/16 08:45,  11.981,  11.339,  11.439,  10.847,    3.59,   0.212,   380.7,        , 
2009/07/16 09:00,  12.193,  11.393,  11.435,  10.845,    4.24,   0.212,   400.8,   148.7, 
2009/07/16 09:15,  12.411,  11.500,  11.404,  10.813,    4.94,   0.212,   441.8,        , 
2009/07/16 09:30,  12.661,  11.591,  11.390,  10.825,    5.66,   0.211,   467.2,   163.9, 
2009/07/16 09:45,  12.909,  11.694,  11.412,  10.821,    6.33,   0.211,   491.7,        , 
2009/07/16 10:00,  13.137,  11.817,  11.417,  10.783,    7.00,   0.211,   514.6,   190.2, 
2009/07/16 10:15,  13.440,  11.887,  11.451,  10.784,    7.75,   0.211,   537.0,        , 
2009/07/16 10:30,  13.709,  12.048,  11.450,  10.761,    8.34,   0.211,   554.0,   192.1, 
2009/07/16 10:45,  14.049,  12.186,  11.448,  10.771,    9.00,   0.211,   570.4,        , 
2009/07/16 11:00,  14.394,  12.378,  11.500,  10.760,    9.66,   0.210,   584.2,   215.0, 
2009/07/16 11:15,  14.759,  12.519,  11.537,  10.737,   10.20,   0.210,   596.4,        , 
2009/07/16 11:30,  15.088,  12.705,  11.550,  10.748,   10.97,   0.210,   606.3,   193.2, 
2009/07/16 11:45,  15.383,  12.898,  11.587,  10.726,   11.59,   0.210,   614.2,        , 
2009/07/16 12:00,  15.667,  13.091,  11.622,  10.698,   12.41,   0.209,   617.5,   239.1, 
2009/07/16 12:15,  16.030,  13.239,  11.657,  10.651,   13.02,   0.209,   618.5,        , 
2009/07/16 12:30,  16.393,  13.436,  11.680,  10.645,   13.34,   0.209,   619.0,   206.7, 
2009/07/16 12:45,  16.757,  13.667,  11.742,  10.624,   13.44,   0.208,   616.8,        , 
2009/07/16 13:00,  17.205,  13.895,  11.818,  10.557,   13.65,   0.208,   611.8,   187.6, 
2009/07/16 13:15,  17.545,  14.124,  11.891,  10.594,   13.63,   0.208,   603.5,        , 
2009/07/16 13:30,  17.752,  14.309,  11.966,  10.573,   13.70,   0.208,   592.7,   231.3, 
2009/07/16 13:45,  17.922,  14.550,  12.034,  10.592,   13.60,   0.208,   582.2,        , 
2009/07/16 14:00,  18.055,  14.707,  12.127,  10.596,   13.17,   0.208,   567.8,   218.2, 
2009/07/16 14:15,  18.100,  14.875,  12.179,  10.563,   12.45,   0.208,   551.8,        , 
2009/07/16 14:30,  18.068,  15.032,  12.276,  10.584,   11.73,   0.208,   531.6,   175.3, 
2009/07/16 14:45,  17.978,  15.152,  12.359,  10.571,   11.10,   0.208,   511.6,        , 
2009/07/16 15:00,  17.854,  15.200,  12.431,  10.569,   10.57,   0.209,   488.4,   167.6, 
2009/07/16 15:15,  17.744,  15.248,  12.540,  10.552,   10.10,   0.209,   464.4,        , 
2009/07/16 15:30,  17.624,  15.280,  12.604,  10.570,    9.71,   0.209,   438.5,   166.2, 
2009/07/16 15:45,  17.494,  15.322,  12.663,  10.576,    9.26,   0.209,   410.1,        , 
2009/07/16 16:00,  17.389,  15.322,  12.732,  10.564,    8.83,   0.209,   381.6,   127.2, 
2009/07/16 16:15,  17.254,  15.317,  12.774,  10.537,    8.42,   0.209,   351.9,        , 
2009/07/16 16:30,  17.093,  15.286,  12.840,  10.573,    8.03,   0.209,   321.8,   149.8, 
2009/07/16 16:45,  16.951,  15.322,  12.866,  10.605,    7.62,   0.209,   291.1,        , 
2009/07/16 17:00,  16.852,  15.287,  12.921,  10.556,    7.18,   0.209,   257.0,    94.8, 
2009/07/16 17:15,  16.760,  15.257,  12.990,  10.585,    6.77,   0.209,   223.0,        , 
2009/07/16 17:30,  16.600,  15.233,  13.038,  10.591,    6.40,   0.209,   188.8,    79.4, 
2009/07/16 17:45,  16.468,  15.197,  13.059,  10.579,    6.02,   0.209,   154.9,        , 
2009/07/16 18:00,  16.348,  15.154,  13.138,  10.583,    5.66,   0.209,   123.5,    50.9, 
2009/07/16 18:15,  16.200,  15.114,  13.126,  10.598,    5.31,   0.210,    91.8,        , 
2009/07/16 18:30,  16.079,  15.094,  13.186,  10.634,    4.95,   0.210,    60.4,    34.8, 
2009/07/16 18:45,  15.945,  15.052,  13.207,  10.624,    4.63,   0.210,    32.0,        , 
2009/07/16 19:00,  15.837,  15.005,  13.291,  10.686,    4.31,   0.210,     5.4,     9.8, 
2009/07/16 19:15,  15.760,  14.982,  13.344,  10.708,    3.95,   0.210,   -18.1,        , 
2009/07/16 19:30,  15.630,  14.949,  13.395,  10.731,    3.58,   0.210,   -36.5,    -4.7, 
2009/07/16 19:45,  15.484,  14.918,  13.405,  10.771,    3.17,   0.210,   -49.3,        , 
2009/07/16 20:00,  15.334,  14.856,  13.456,  10.799,    2.77,   0.210,   -56.8,   -19.8, 
2009/07/16 20:15,  15.167,  14.789,  13.478,  10.838,    2.30,   0.210,   -55.0,        , 
2009/07/16 20:30,  14.949,  14.728,  13.479,  10.832,    1.60,   0.210,   -47.8,    -4.1, 
2009/07/16 20:45,  14.684,  14.639,  13.501,  10.848,    0.80,   0.210,   -43.5,        , 
2009/07/16 21:00,  14.490,  14.548,  13.517,  10.893,    0.06,   0.210,   -40.0,    -3.1, 
2009/07/16 21:15,  14.252,  14.471,  13.507,  10.889,   -0.59,   0.210,   -36.6,        , 
2009/07/16 21:30,  14.026,  14.390,  13.531,  10.911,   -1.21,   0.210,   -35.1,     0.9, 
2009/07/16 21:45,  13.840,  14.225,  13.514,  10.941,   -1.66,   0.210,   -36.4,        , 
2009/07/16 22:00,  13.609,  14.113,  13.493,  10.937,   -2.01,   0.210,   -36.9,     5.0, 
2009/07/16 22:15,  13.446,  14.018,  13.485,  10.927,   -2.33,   0.210,   -35.2,        , 
2009/07/16 22:30,  13.290,  13.855,  13.474,  10.965,   -2.57,   0.211,   -31.0,    -2.6, 
2009/07/16 22:45,  13.108,  13.786,  13.425,  10.949,   -2.73,   0.211,   -25.0,        , 
2009/07/16 23:00,  12.984,  13.655,  13.385,  10.989,   -2.89,   0.211,   -21.9,    -3.3, 
2009/07/16 23:15,  12.841,  13.532,  13.361,  10.965,   -2.96,   0.211,   -21.2,        , 
2009/07/16 23:30,  12.749,  13.397,  13.303,  10.983,   -2.96,   0.211,   -18.5,   -29.5, 
2009/07/16 23:45,  12.645,  13.346,  13.286,  10.967,   -3.05,   0.211,   -17.1,        , 
2009/07/17 00:00,  12.486,  13.240,  13.241,  10.960,   -3.17,   0.211,   -12.8,    -1.8, 
