# Data from UBC Energy Balance Station <Westham Island>
# Year: 2009 / Month: 07 / Day: 11
# All times in PST
# T_1   : Soil temperature at  5 cm depth in deg C
# T_2   : Soil temperature at 10 cm depth in deg C
# T_3   : Soil temperature at 20 cm depth in deg C
# T_4   : Soil temperature at 50 cm depth in deg C
# QG    : Soil heat flux density at 7.5 cm depth in W m^-2
# VWC   : Soil volumetric water content at 7.5 cm depth in m^3 m^-3
# Q*    : Net all-wave radiation at 2 m height in W m^-2
# QH    : Turbulent sensible heat flux density at 2 m height in W m^-2 (every 30 min)

"TIME (PST)"    ,   "T_1",   "T_2",   "T_3",   "T_4",    "QG",   "WVC",    "Q*",    "QG",
2009/07/11 10:00,  13.153,  11.507,  11.104,  10.657,    8.05,   0.214,   532.1,   203.2, 
2009/07/11 10:15,  13.521,  11.638,  11.144,  10.625,    8.89,   0.214,   552.6,        , 
2009/07/11 10:30,  13.901,  11.831,  11.152,  10.654,    9.74,   0.213,   567.9,   210.3, 
2009/07/11 10:45,  14.276,  12.001,  11.188,  10.616,   10.48,   0.213,   585.8,        , 
2009/07/11 11:00,  14.663,  12.210,  11.210,  10.644,   11.16,   0.212,   599.8,   231.5, 
2009/07/11 11:15,  15.048,  12.407,  11.252,  10.646,   11.79,   0.212,   614.9,        , 
2009/07/11 11:30,  15.448,  12.622,  11.315,  10.633,   12.51,   0.212,   622.5,   231.8, 
2009/07/11 11:45,  15.784,  12.820,  11.340,  10.602,   13.20,   0.212,   627.8,        , 
2009/07/11 12:00,  16.229,  13.060,  11.385,  10.605,   13.66,   0.211,   632.6,   233.7, 
2009/07/11 12:15,  16.674,  13.298,  11.449,  10.581,   14.01,   0.211,   637.1,        , 
2009/07/11 12:30,  17.065,  13.556,  11.509,  10.568,   14.19,   0.210,   635.5,   255.6, 
2009/07/11 12:45,  17.432,  13.784,  11.559,  10.527,   14.10,   0.210,   632.3,        , 
2009/07/11 13:00,  17.708,  14.028,  11.646,  10.517,   13.84,   0.210,   625.7,   231.7, 
2009/07/11 13:15,  17.974,  14.261,  11.714,  10.508,   13.47,   0.210,   618.0,        , 
2009/07/11 13:30,  18.139,  14.472,  11.811,  10.492,   13.10,   0.210,   606.6,   223.5, 
2009/07/11 13:45,  18.188,  14.641,  11.896,  10.486,   12.68,   0.210,   592.8,        , 
2009/07/11 14:00,  18.172,  14.810,  11.983,  10.480,   12.26,   0.210,   578.1,   195.8, 
2009/07/11 14:15,  18.181,  14.965,  12.070,  10.499,   11.83,   0.211,   559.9,        , 
2009/07/11 14:30,  18.128,  15.083,  12.142,  10.493,   11.39,   0.211,   540.4,   212.9, 
2009/07/11 14:45,  18.005,  15.182,  12.225,  10.475,   10.94,   0.211,   518.6,        , 
2009/07/11 15:00,  17.920,  15.253,  12.309,  10.463,   10.57,   0.211,   493.5,   173.4, 
2009/07/11 15:15,  17.843,  15.300,  12.376,  10.456,   10.17,   0.211,   466.4,        , 
2009/07/11 15:30,  17.704,  15.322,  12.485,  10.464,    9.77,   0.211,   438.1,   160.9, 
2009/07/11 15:45,  17.566,  15.380,  12.537,  10.464,    9.32,   0.211,   408.0,        , 
2009/07/11 16:00,  17.451,  15.370,  12.609,  10.451,    8.89,   0.211,   376.9,   146.3, 
2009/07/11 16:15,  17.296,  15.374,  12.665,  10.462,    8.49,   0.211,   345.4,        , 
2009/07/11 16:30,  17.163,  15.363,  12.716,  10.428,    8.07,   0.211,   312.6,   116.0, 
2009/07/11 16:45,  17.057,  15.322,  12.781,  10.453,    7.60,   0.211,   279.9,        , 
2009/07/11 17:00,  16.905,  15.307,  12.856,  10.443,    7.18,   0.211,   243.7,    95.4, 
2009/07/11 17:15,  16.751,  15.280,  12.880,  10.447,    6.81,   0.211,   208.1,        , 
2009/07/11 17:30,  16.579,  15.241,  12.945,  10.450,    6.41,   0.211,   175.0,    77.1, 
2009/07/11 17:45,  16.449,  15.193,  12.983,  10.420,    6.00,   0.211,   142.8,        , 
2009/07/11 18:00,  16.311,  15.174,  13.031,  10.452,    5.62,   0.211,   111.6,    37.4, 
2009/07/11 18:15,  16.225,  15.126,  13.060,  10.457,    5.22,   0.211,    80.2,        , 
2009/07/11 18:30,  16.029,  15.086,  13.101,  10.497,    4.83,   0.211,    48.6,     9.2, 
2009/07/11 18:45,  15.858,  15.044,  13.123,  10.495,    4.40,   0.212,    18.7,        , 
2009/07/11 19:00,  15.725,  14.996,  13.186,  10.541,    3.96,   0.212,    -8.4,    -3.6, 
2009/07/11 19:15,  15.599,  14.960,  13.252,  10.583,    3.51,   0.212,   -32.2,        , 
2009/07/11 19:30,  15.473,  14.931,  13.295,  10.582,    2.99,   0.211,   -50.8,   -12.3, 
2009/07/11 19:45,  15.259,  14.857,  13.345,  10.637,    2.38,   0.212,   -62.0,        , 
2009/07/11 20:00,  15.105,  14.817,  13.390,  10.651,    1.67,   0.212,   -64.6,   -13.1, 
2009/07/11 20:15,  14.880,  14.720,  13.433,  10.677,    0.92,   0.212,   -67.7,        , 
2009/07/11 20:30,  14.637,  14.649,  13.408,  10.699,    0.18,   0.212,   -65.3,   -27.6, 
2009/07/11 20:45,  14.380,  14.527,  13.422,  10.727,   -0.52,   0.212,   -64.8,        , 
2009/07/11 21:00,  14.145,  14.404,  13.437,  10.765,   -1.11,   0.212,   -58.2,   -15.7, 
2009/07/11 21:15,  13.920,  14.316,  13.421,  10.764,   -1.71,   0.212,   -57.7,        , 
2009/07/11 21:30,  13.735,  14.143,  13.413,  10.783,   -2.16,   0.212,   -64.2,   -23.0, 
2009/07/11 21:45,  13.555,  14.053,  13.375,  10.773,   -2.14,   0.212,   -58.9,        , 
2009/07/11 22:00,  13.484,  13.930,  13.342,  10.771,   -1.88,   0.212,   -59.0,   -50.3, 
2009/07/11 22:15,  13.421,  13.812,  13.276,  10.776,   -1.48,   0.212,   -51.6,        , 
2009/07/11 22:30,  13.386,  13.686,  13.280,  10.765,   -1.17,   0.212,   -43.4,   -42.6, 
2009/07/11 22:45,  13.337,  13.627,  13.225,  10.741,   -0.97,   0.212,   -37.8,        , 
2009/07/11 23:00,  13.285,  13.575,  13.203,  10.776,   -0.88,   0.212,   -33.9,   -19.2, 
2009/07/11 23:15,  13.215,  13.501,  13.177,  10.769,   -0.84,   0.212,   -33.3,        , 
2009/07/11 23:30,  13.177,  13.440,  13.142,  10.772,   -0.72,   0.212,   -27.7,   -38.0, 
2009/07/11 23:45,  13.186,  13.373,  13.097,  10.778,   -0.54,   0.212,   -22.8,        , 
2009/07/12 00:00,  13.117,  13.301,  13.047,  10.750,   -0.36,   0.213,   -24.7,   -25.0, 
