# Data from UBC Energy Balance Station <Westham Island>
# Year: 2009 / Month: 07 / Day: 01
# All times in PST
# T_1   : Soil temperature at  5 cm depth in deg C
# T_2   : Soil temperature at 10 cm depth in deg C
# T_3   : Soil temperature at 20 cm depth in deg C
# T_4   : Soil temperature at 50 cm depth in deg C
# QG    : Soil heat flux density at 7.5 cm depth in W m^-2
# VWC   : Soil volumetric water content at 7.5 cm depth in m^3 m^-3
# Q*    : Net all-wave radiation at 2 m height in W m^-2
# QH    : Turbulent sensible heat flux density at 2 m height in W m^-2 (every 30 min)

"TIME (PST)"    ,   "T_1",   "T_2",   "T_3",   "T_4",    "QG",   "WVC",    "Q*",    "QG",
2009/07/01 00:15,  11.807,  12.318,  12.388,  10.655,   -1.63,   0.187,   -85.9,        , 
2009/07/01 00:30,  11.730,  12.255,  12.358,  10.643,   -1.73,   0.187,   -85.3,   -79.2, 
2009/07/01 00:45,  11.642,  12.207,  12.323,  10.684,   -1.87,   0.187,   -86.9,        , 
2009/07/01 01:00,  11.590,  12.148,  12.302,  10.631,   -1.98,   0.187,   -87.0,   -84.7, 
2009/07/01 01:15,  11.528,  12.102,  12.254,  10.649,   -2.04,   0.187,   -86.8,        , 
2009/07/01 01:30,  11.471,  12.048,  12.223,  10.667,   -2.07,   0.188,   -85.9,   -78.0, 
2009/07/01 01:45,  11.457,  12.042,  12.225,  10.673,   -2.09,   0.188,   -85.1,        , 
2009/07/01 02:00,  11.376,  11.971,  12.203,  10.665,   -2.12,   0.188,   -84.2,   -63.9, 
2009/07/01 02:15,  11.332,  11.921,  12.134,  10.705,   -2.20,   0.188,   -83.3,        , 
2009/07/01 02:30,  11.268,  11.882,  12.134,  10.705,   -2.29,   0.188,   -84.0,   -70.1, 
2009/07/01 02:45,  11.183,  11.840,  12.118,  10.702,   -2.35,   0.188,   -85.1,        , 
2009/07/01 03:00,  11.093,  11.800,  12.107,  10.707,   -2.43,   0.188,   -85.2,   -73.7, 
2009/07/01 03:15,  11.079,  11.733,  12.088,  10.713,   -2.46,   0.188,   -85.2,        , 
2009/07/01 03:30,  11.023,  11.677,  12.029,  10.688,   -2.50,   0.188,   -84.2,   -68.1, 
2009/07/01 03:45,  10.940,  11.608,  12.015,  10.725,   -2.54,   0.188,   -83.3,        , 
2009/07/01 04:00,  10.892,  11.574,  11.989,  10.725,   -2.61,   0.188,   -83.8,   -64.3, 
