# Data from UBC Energy Balance Station <Westham Island>
# Year: 2009 / Month: 05 / Day: 09
# All times in PST
# T_1   : Soil temperature at  5 cm depth in deg C
# T_2   : Soil temperature at 10 cm depth in deg C
# T_3   : Soil temperature at 20 cm depth in deg C
# T_4   : Soil temperature at 50 cm depth in deg C
# QG    : Soil heat flux density at 7.5 cm depth in W m^-2
# VWC   : Soil volumetric water content at 7.5 cm depth in m^3 m^-3
# Q*    : Net all-wave radiation at 2 m height in W m^-2
# QH    : Turbulent sensible heat flux density at 2 m height in W m^-2 (every 30 min)

"TIME (PST)"    ,   "T_1",   "T_2",   "T_3",   "T_4",    "QG",   "WVC",    "Q*",    "QG",
2009/05/09 12:45,  13.616,   8.886,   6.663,   6.254,   24.28,   0.259,   607.8,        , 
2009/05/09 13:00,  14.163,   9.263,   6.739,   6.267,   24.91,   0.257,   602.6,   235.6, 
2009/05/09 13:15,  14.662,   9.621,   6.847,   6.245,   24.98,   0.256,   594.0,        , 
2009/05/09 13:30,  15.122,   9.969,   6.905,   6.272,   24.31,   0.255,   582.0,   210.3, 
2009/05/09 13:45,  15.387,  10.306,   7.015,   6.241,   23.89,   0.254,   568.2,        , 
2009/05/09 14:00,  15.498,  10.580,   7.107,   6.216,   23.74,   0.253,   551.7,   190.3, 
2009/05/09 14:15,  15.544,  10.854,   7.199,   6.209,   23.06,   0.253,   532.1,        , 
2009/05/09 14:30,  15.435,  11.023,   7.353,   6.208,   21.78,   0.253,   510.2,   196.7, 
2009/05/09 14:45,  15.139,  11.198,   7.434,   6.201,   20.44,   0.254,   486.7,        , 
2009/05/09 15:00,  14.848,  11.302,   7.521,   6.196,   19.22,   0.255,   460.1,   175.5, 
2009/05/09 15:15,  14.499,  11.381,   7.660,   6.183,   18.05,   0.255,   433.8,        , 
2009/05/09 15:30,  14.129,  11.419,   7.742,   6.179,   16.95,   0.256,   405.5,   163.4, 
2009/05/09 15:45,  13.798,  11.406,   7.876,   6.193,   15.94,   0.257,   374.4,        , 
2009/05/09 16:00,  13.427,  11.388,   7.957,   6.188,   15.07,   0.257,   341.5,   147.9, 
2009/05/09 16:15,  13.145,  11.321,   8.046,   6.211,   14.17,   0.258,   307.6,        , 
2009/05/09 16:30,  12.870,  11.202,   8.128,   6.197,   12.98,   0.258,   273.2,   121.2, 
2009/05/09 16:45,  12.576,  11.152,   8.171,   6.174,   11.60,   0.259,   239.6,        , 
2009/05/09 17:00,  12.285,  11.074,   8.263,   6.155,   10.21,   0.259,   202.9,    93.8, 
2009/05/09 17:15,  12.015,  10.965,   8.307,   6.165,    8.79,   0.260,   167.9,        , 
2009/05/09 17:30,  11.753,  10.879,   8.352,   6.146,    7.53,   0.260,   134.0,    60.7, 
2009/05/09 17:45,  11.529,  10.743,   8.386,   6.148,    6.39,   0.261,    98.5,        , 
2009/05/09 18:00,  11.266,  10.684,   8.433,   6.158,    5.42,   0.261,    63.5,    38.7, 
2009/05/09 18:15,  11.065,  10.583,   8.447,   6.145,    4.55,   0.262,    32.2,        , 
2009/05/09 18:30,  10.855,  10.432,   8.484,   6.156,    3.77,   0.262,     2.1,    18.3, 
2009/05/09 18:45,  10.650,  10.365,   8.537,   6.162,    3.04,   0.262,   -24.9,        , 
2009/05/09 19:00,  10.490,  10.308,   8.571,   6.194,    2.29,   0.263,   -48.8,     2.5, 
2009/05/09 19:15,  10.327,  10.234,   8.619,   6.250,    1.52,   0.263,   -66.8,        , 
2009/05/09 19:30,  10.150,  10.170,   8.679,   6.256,    0.77,   0.264,   -72.3,   -11.0, 
2009/05/09 19:45,   9.960,  10.062,   8.729,   6.303,   -0.17,   0.264,   -77.4,        , 
2009/05/09 20:00,   9.695,   9.973,   8.751,   6.350,   -1.31,   0.265,   -70.1,    -5.1, 
2009/05/09 20:15,   9.427,   9.844,   8.733,   6.345,   -2.56,   0.265,   -47.6,        , 
2009/05/09 20:30,   9.153,   9.737,   8.719,   6.358,   -3.65,   0.266,   -38.9,    -1.5, 
2009/05/09 20:45,   8.886,   9.586,   8.710,   6.383,   -4.37,   0.266,   -32.7,        , 
2009/05/09 21:00,   8.668,   9.431,   8.710,   6.339,   -4.91,   0.267,   -29.1,    -2.5, 
2009/05/09 21:15,   8.436,   9.296,   8.692,   6.337,   -5.39,   0.267,   -26.5,        , 
2009/05/09 21:30,   8.229,   9.151,   8.658,   6.373,   -5.89,   0.268,   -26.4,   -20.5, 
2009/05/09 21:45,   8.022,   9.015,   8.633,   6.373,   -6.37,   0.268,   -26.1,        , 
2009/05/09 22:00,   7.786,   8.888,   8.620,   6.355,   -6.71,   0.269,   -26.3,    -8.5, 
2009/05/09 22:15,   7.650,   8.723,   8.569,   6.361,   -6.82,   0.269,   -24.0,        , 
2009/05/09 22:30,   7.524,   8.610,   8.517,   6.402,   -6.94,   0.270,   -23.5,    -4.9, 
2009/05/09 22:45,   7.330,   8.489,   8.495,   6.375,   -7.10,   0.270,   -22.6,        , 
2009/05/09 23:00,   7.234,   8.338,   8.437,   6.384,   -7.25,   0.270,   -22.0,    -4.7, 
2009/05/09 23:15,   7.087,   8.234,   8.424,   6.385,   -7.40,   0.271,   -20.7,        , 
2009/05/09 23:30,   6.945,   8.141,   8.374,   6.394,   -7.62,   0.271,   -22.0,    -5.5, 
2009/05/09 23:45,   6.813,   8.017,   8.279,   6.431,   -7.62,   0.271,   -21.8,        , 
2009/05/10 00:00,   6.681,   7.886,   8.247,   6.429,   -7.57,   0.271,   -21.2,    -8.6, 
