# Data from UBC Energy Balance Station <Westham Island>
# Year: 2009 / Month: 05 / Day: 31
# All times in PST
# T_1   : Soil temperature at  5 cm depth in deg C
# T_2   : Soil temperature at 10 cm depth in deg C
# T_3   : Soil temperature at 20 cm depth in deg C
# T_4   : Soil temperature at 50 cm depth in deg C
# QG    : Soil heat flux density at 7.5 cm depth in W m^-2
# VWC   : Soil volumetric water content at 7.5 cm depth in m^3 m^-3
# Q*    : Net all-wave radiation at 2 m height in W m^-2
# QH    : Turbulent sensible heat flux density at 2 m height in W m^-2 (every 30 min)

"TIME (PST)"    ,   "T_1",   "T_2",   "T_3",   "T_4",    "QG",   "WVC",    "Q*",    "QG",
2009/05/31 00:15,  11.565,  12.009,  11.747,   9.067,   -1.56,   0.212,   -51.9,        , 
2009/05/31 00:30,  11.500,  11.907,  11.718,   9.072,   -1.56,   0.212,   -51.1,   -44.0, 
2009/05/31 00:45,  11.432,  11.853,  11.650,   9.052,   -1.60,   0.212,   -51.4,        , 
2009/05/31 01:00,  11.399,  11.810,  11.642,   9.064,   -1.63,   0.212,   -52.6,   -52.5, 
2009/05/31 01:15,  11.335,  11.736,  11.575,   9.085,   -1.67,   0.212,   -50.7,        , 
2009/05/31 01:30,  11.298,  11.713,  11.556,   9.067,   -1.74,   0.212,   -58.4,   -46.9, 
2009/05/31 01:45,  11.233,  11.642,  11.548,   9.090,   -1.83,   0.212,   -62.0,        , 
2009/05/31 02:00,  11.147,  11.574,  11.507,   9.097,   -1.94,   0.212,   -58.8,   -49.1, 
2009/05/31 02:15,  11.077,  11.556,  11.486,   9.105,   -2.04,   0.212,   -61.0,        , 
2009/05/31 02:30,  11.025,  11.496,  11.464,   9.128,   -2.10,   0.212,   -60.6,   -44.5, 
2009/05/31 02:45,  10.964,  11.433,  11.442,   9.112,   -2.17,   0.213,   -55.9,        , 
2009/05/31 03:00,  10.900,  11.406,  11.418,   9.121,   -2.19,   0.213,   -61.0,   -47.3, 
2009/05/31 03:15,  10.830,  11.342,  11.386,   9.141,   -2.25,   0.213,   -64.6,        , 
2009/05/31 03:30,  10.755,  11.278,  11.327,   9.140,   -2.31,   0.213,   -65.6,   -43.1, 
2009/05/31 03:45,  10.669,  11.242,  11.329,   9.145,   -2.40,   0.213,   -67.6,        , 
2009/05/31 04:00,  10.627,  11.170,  11.278,   9.167,   -2.50,   0.213,   -68.8,   -47.7, 
2009/05/31 04:15,  10.541,  11.126,  11.236,   9.150,   -2.55,   0.213,   -70.2,        , 
2009/05/31 04:30,  10.481,  11.039,  11.195,   9.158,   -2.64,   0.213,   -66.9,   -43.9, 
2009/05/31 04:45,  10.422,  11.001,  11.189,   9.125,   -2.72,   0.213,   -56.8,        , 
