# Data from UBC Energy Balance Station <Westham Island>
# Year: 2009 / Month: 05 / Day: 30
# All times in PST
# T_1   : Soil temperature at  5 cm depth in deg C
# T_2   : Soil temperature at 10 cm depth in deg C
# T_3   : Soil temperature at 20 cm depth in deg C
# T_4   : Soil temperature at 50 cm depth in deg C
# QG    : Soil heat flux density at 7.5 cm depth in W m^-2
# VWC   : Soil volumetric water content at 7.5 cm depth in m^3 m^-3
# Q*    : Net all-wave radiation at 2 m height in W m^-2
# QH    : Turbulent sensible heat flux density at 2 m height in W m^-2 (every 30 min)

"TIME (PST)"    ,   "T_1",   "T_2",   "T_3",   "T_4",    "QG",   "WVC",    "Q*",    "QG",
2009/05/30 00:15,  11.185,  11.746,  11.541,   8.733,   -2.47,   0.217,   -79.2,        , 
2009/05/30 00:30,  11.098,  11.644,  11.494,   8.763,   -2.51,   0.217,   -79.8,   -69.9, 
2009/05/30 00:45,  11.032,  11.580,  11.471,   8.772,   -2.57,   0.217,   -80.4,        , 
2009/05/30 01:00,  10.945,  11.534,  11.438,   8.747,   -2.60,   0.217,   -80.0,   -68.3, 
2009/05/30 01:15,  10.918,  11.475,  11.408,   8.784,   -2.63,   0.217,   -79.5,        , 
2009/05/30 01:30,  10.836,  11.412,  11.328,   8.823,   -2.69,   0.217,   -79.3,   -65.6, 
2009/05/30 01:45,  10.768,  11.341,  11.321,   8.817,   -2.73,   0.218,   -79.5,        , 
2009/05/30 02:00,  10.708,  11.284,  11.278,   8.842,   -2.76,   0.218,   -79.6,   -64.6, 
2009/05/30 02:15,  10.616,  11.236,  11.263,   8.820,   -2.81,   0.218,   -79.1,        , 
2009/05/30 02:30,  10.564,  11.137,  11.210,   8.825,   -2.85,   0.218,   -78.7,   -72.4, 
2009/05/30 02:45,  10.517,  11.109,  11.168,   8.830,   -2.91,   0.218,   -78.0,        , 
2009/05/30 03:00,  10.454,  11.061,  11.151,   8.831,   -2.96,   0.218,   -77.6,   -65.8, 
2009/05/30 03:15,  10.405,  10.994,  11.101,   8.866,   -2.98,   0.218,   -77.6,        , 
2009/05/30 03:30,  10.313,  10.938,  11.079,   8.877,   -2.99,   0.218,   -76.8,   -61.2, 
2009/05/30 03:45,  10.279,  10.874,  11.025,   8.868,   -2.98,   0.218,   -76.9,        , 
2009/05/30 04:00,  10.217,  10.824,  11.015,   8.879,   -2.99,   0.219,   -77.1,   -63.0, 
2009/05/30 04:15,  10.157,  10.747,  10.947,   8.865,   -2.96,   0.219,   -77.7,        , 
2009/05/30 04:30,  10.048,  10.696,  10.912,   8.872,   -2.99,   0.219,   -75.1,   -57.4, 
