# Data from UBC Energy Balance Station <Westham Island>
# Year: 2009 / Month: 06 / Day: 14
# All times in PST
# T_1   : Soil temperature at  5 cm depth in deg C
# T_2   : Soil temperature at 10 cm depth in deg C
# T_3   : Soil temperature at 20 cm depth in deg C
# T_4   : Soil temperature at 50 cm depth in deg C
# QG    : Soil heat flux density at 7.5 cm depth in W m^-2
# VWC   : Soil volumetric water content at 7.5 cm depth in m^3 m^-3
# Q*    : Net all-wave radiation at 2 m height in W m^-2
# QH    : Turbulent sensible heat flux density at 2 m height in W m^-2 (every 30 min)

"TIME (PST)"    ,   "T_1",   "T_2",   "T_3",   "T_4",    "QG",   "WVC",    "Q*",    "QG",
2009/06/14 00:15,  12.181,  12.875,  12.901,  10.672,   -3.08,   0.177,   -59.8,        , 
2009/06/14 00:30,  12.104,  12.783,  12.909,  10.714,   -3.10,   0.177,   -61.3,   -42.7, 
2009/06/14 00:45,  12.049,  12.727,  12.864,  10.726,   -3.13,   0.177,   -61.8,        , 
2009/06/14 01:00,  11.961,  12.658,  12.828,  10.712,   -3.13,   0.177,   -61.6,   -42.9, 
2009/06/14 01:15,  11.902,  12.589,  12.806,  10.735,   -3.16,   0.177,   -60.3,        , 
2009/06/14 01:30,  11.801,  12.548,  12.767,  10.738,   -3.23,   0.177,   -60.2,   -31.5, 
2009/06/14 01:45,  11.707,  12.500,  12.715,  10.763,   -3.30,   0.177,   -59.9,        , 
2009/06/14 02:00,  11.662,  12.429,  12.684,  10.731,   -3.41,   0.178,   -60.3,   -36.2, 
2009/06/14 02:15,  11.551,  12.347,  12.656,  10.747,   -3.55,   0.178,   -60.4,        , 
2009/06/14 02:30,  11.467,  12.310,  12.613,  10.769,   -3.69,   0.178,   -60.0,   -37.2, 
2009/06/14 02:45,  11.409,  12.204,  12.601,  10.752,   -3.76,   0.178,   -58.6,        , 
2009/06/14 03:00,  11.326,  12.179,  12.547,  10.788,   -3.81,   0.178,   -56.9,   -31.8, 
2009/06/14 03:15,  11.227,  12.109,  12.514,  10.764,   -3.85,   0.178,   -50.6,        , 
2009/06/14 03:30,  11.202,  12.028,  12.520,  10.753,   -3.84,   0.178,   -37.7,   -25.0, 
2009/06/14 03:45,  11.137,  11.961,  12.428,  10.773,   -3.76,   0.178,   -35.5,        , 
2009/06/14 04:00,  11.115,  11.886,  12.412,  10.775,   -3.66,   0.178,   -36.9,   -19.5, 
2009/06/14 04:15,  11.039,  11.864,  12.353,  10.768,   -3.56,   0.178,   -43.6,        , 
2009/06/14 04:30,  10.991,  11.795,  12.307,  10.785,   -3.56,   0.178,   -45.8,   -21.6, 
2009/06/14 04:45,  10.900,  11.760,  12.285,  10.781,   -3.62,   0.178,   -37.8,        , 
2009/06/14 05:00,  10.901,  11.686,  12.232,  10.796,   -3.61,   0.178,   -15.8,   -16.4, 
2009/06/14 05:15,  10.902,  11.658,  12.206,  10.806,   -3.45,   0.178,     5.5,        , 
2009/06/14 05:30,  10.878,  11.594,  12.166,  10.796,   -3.24,   0.178,    12.9,     0.9, 
