# Data from UBC Energy Balance Station <Westham Island>
# Year: 2009 / Month: 05 / Day: 15
# All times in PST
# T_1   : Soil temperature at  5 cm depth in deg C
# T_2   : Soil temperature at 10 cm depth in deg C
# T_3   : Soil temperature at 20 cm depth in deg C
# T_4   : Soil temperature at 50 cm depth in deg C
# QG    : Soil heat flux density at 7.5 cm depth in W m^-2
# VWC   : Soil volumetric water content at 7.5 cm depth in m^3 m^-3
# Q*    : Net all-wave radiation at 2 m height in W m^-2
# QH    : Turbulent sensible heat flux density at 2 m height in W m^-2 (every 30 min)

"TIME (PST)"    ,   "T_1",   "T_2",   "T_3",   "T_4",    "QG",   "WVC",    "Q*",    "QG",
2009/05/15 06:45,   5.855,   6.287,   6.897,   6.480,   -2.47,   0.293,   130.2,        , 
2009/05/15 07:00,   5.930,   6.280,   6.855,   6.466,   -1.94,   0.293,   171.4,    46.5, 
2009/05/15 07:15,   6.017,   6.268,   6.821,   6.477,   -1.37,   0.293,   204.2,        , 
2009/05/15 07:30,   6.118,   6.277,   6.789,   6.460,   -0.75,   0.292,   240.4,    65.7, 
2009/05/15 07:45,   6.236,   6.329,   6.773,   6.458,   -0.06,   0.292,   272.5,        , 
2009/05/15 08:00,   6.371,   6.342,   6.745,   6.451,    0.71,   0.291,   308.3,    81.8, 
2009/05/15 08:15,   6.514,   6.347,   6.717,   6.440,    1.53,   0.291,   368.5,        , 
2009/05/15 08:30,   6.644,   6.347,   6.686,   6.443,    2.52,   0.291,   331.1,   134.7, 
2009/05/15 08:45,   6.805,   6.394,   6.640,   6.436,    3.67,   0.290,   369.1,        , 
2009/05/15 09:00,   6.974,   6.468,   6.664,   6.446,    4.64,   0.289,   393.1,   122.3, 
2009/05/15 09:15,   7.124,   6.549,   6.662,   6.442,    5.81,   0.289,   469.8,        , 
2009/05/15 09:30,   7.326,   6.649,   6.649,   6.456,    7.09,   0.288,   471.5,   156.4, 
2009/05/15 09:45,   7.495,   6.744,   6.678,   6.429,    8.51,   0.288,   480.0,        , 
2009/05/15 10:00,   7.694,   6.788,   6.680,   6.454,    9.90,   0.287,   484.0,   163.7, 
2009/05/15 10:15,   7.978,   6.913,   6.685,   6.447,   11.38,   0.286,   544.8,        , 
2009/05/15 10:30,   8.263,   7.028,   6.697,   6.435,   13.25,   0.285,   566.3,   186.5, 
2009/05/15 10:45,   8.642,   7.160,   6.720,   6.459,   15.49,   0.284,   585.6,        , 
2009/05/15 11:00,   9.167,   7.301,   6.730,   6.436,   17.57,   0.282,   597.6,   189.8, 
2009/05/15 11:15,   9.754,   7.549,   6.768,   6.461,   19.27,   0.280,   611.8,        , 
2009/05/15 11:30,  10.399,   7.785,   6.774,   6.435,   20.89,   0.278,   621.4,   202.3, 
2009/05/15 11:45,  11.073,   8.040,   6.824,   6.456,   22.27,   0.276,   603.5,        , 
2009/05/15 12:00,  11.669,   8.339,   6.831,   6.414,   23.14,   0.274,   593.6,   191.1, 
2009/05/15 12:15,  12.164,   8.647,   6.881,   6.447,   23.79,   0.272,   609.0,        , 
2009/05/15 12:30,  12.683,   8.963,   6.967,   6.447,   24.30,   0.270,   579.0,   179.7, 
2009/05/15 12:45,  13.130,   9.273,   7.016,   6.344,   24.39,   0.269,   587.9,        , 
2009/05/15 13:00,  13.522,   9.572,   7.094,   6.350,   24.32,   0.268,   588.5,   174.1, 
2009/05/15 13:15,  13.848,   9.832,   7.171,   6.340,   24.06,   0.266,   491.2,        , 
2009/05/15 13:30,  13.913,  10.111,   7.283,   6.342,   22.70,   0.266,   453.7,   122.2, 
2009/05/15 13:45,  13.849,  10.358,   7.356,   6.362,   21.20,   0.266,   546.2,        , 
2009/05/15 14:00,  13.914,  10.501,   7.467,   6.323,   20.57,   0.266,   553.1,   171.1, 
2009/05/15 14:15,  13.947,  10.669,   7.525,   6.316,   20.18,   0.266,   490.7,        , 
2009/05/15 14:30,  13.872,  10.783,   7.629,   6.316,   19.54,   0.266,   456.0,   140.5, 
2009/05/15 14:45,  13.735,  10.902,   7.743,   6.313,   18.60,   0.266,   426.8,        , 
2009/05/15 15:00,  13.604,  11.007,   7.860,   6.304,   17.68,   0.266,   384.4,   120.9, 
2009/05/15 15:15,  13.426,  11.023,   7.946,   6.313,   16.75,   0.266,   364.5,        , 
2009/05/15 15:30,  13.274,  11.064,   8.008,   6.291,   15.83,   0.267,   360.5,    98.6, 
2009/05/15 15:45,  13.055,  11.053,   8.094,   6.305,   14.95,   0.267,   300.3,        , 
2009/05/15 16:00,  12.880,  11.040,   8.185,   6.290,   14.11,   0.267,   236.2,    64.7, 
2009/05/15 16:15,  12.698,  11.033,   8.279,   6.351,   13.23,   0.268,   271.4,        , 
2009/05/15 16:30,  12.530,  11.006,   8.317,   6.355,   12.37,   0.268,   272.8,    55.1, 
2009/05/15 16:45,  12.399,  10.966,   8.345,   6.314,   11.48,   0.268,   192.5,        , 
2009/05/15 17:00,  12.225,  10.905,   8.408,   6.329,   10.38,   0.268,   186.5,    24.8, 
2009/05/15 17:15,  12.053,  10.870,   8.463,   6.342,    9.34,   0.269,   135.4,        , 
2009/05/15 17:30,  11.854,  10.855,   8.534,   6.352,    8.38,   0.269,   106.6,     8.0, 
2009/05/15 17:45,  11.734,  10.809,   8.554,   6.356,    7.60,   0.269,    75.2,        , 
2009/05/15 18:00,  11.603,  10.736,   8.641,   6.383,    6.93,   0.270,    67.2,    -0.9, 
2009/05/15 18:15,  11.489,  10.656,   8.667,   6.373,    6.34,   0.270,    62.1,        , 
2009/05/15 18:30,  11.297,  10.630,   8.667,   6.385,    5.65,   0.271,   -12.9,    -4.4, 
2009/05/15 18:45,  11.161,  10.584,   8.755,   6.420,    4.77,   0.271,    -5.6,        , 
2009/05/15 19:00,  11.017,  10.509,   8.802,   6.419,    4.01,   0.271,   -16.7,    -7.9, 
2009/05/15 19:15,  10.842,  10.461,   8.818,   6.456,    3.23,   0.272,   -28.9,        , 
2009/05/15 19:30,  10.635,  10.384,   8.851,   6.471,    2.38,   0.272,   -41.8,    -5.1, 
2009/05/15 19:45,  10.412,  10.305,   8.868,   6.499,    1.47,   0.273,   -46.9,        , 
2009/05/15 20:00,  10.176,  10.228,   8.867,   6.476,    0.58,   0.274,   -47.8,    -2.4, 
2009/05/15 20:15,   9.932,  10.119,   8.891,   6.527,   -0.27,   0.274,   -53.9,        , 
2009/05/15 20:30,   9.684,   9.970,   8.892,   6.537,   -1.26,   0.275,   -53.6,    -2.3, 
2009/05/15 20:45,   9.394,   9.889,   8.891,   6.454,   -2.30,   0.276,   -49.6,        , 
2009/05/15 21:00,   9.159,   9.806,   8.889,   6.449,   -3.18,   0.276,   -50.3,    -2.2, 
2009/05/15 21:15,   8.965,   9.637,   8.909,   6.488,   -3.81,   0.277,   -48.8,        , 
2009/05/15 21:30,   8.734,   9.490,   8.867,   6.476,   -4.38,   0.277,   -42.2,    -2.1, 
2009/05/15 21:45,   8.506,   9.411,   8.843,   6.482,   -4.87,   0.278,   -41.2,        , 
2009/05/15 22:00,   8.326,   9.254,   8.802,   6.470,   -5.26,   0.278,   -28.2,    -2.0, 
2009/05/15 22:15,   8.128,   9.120,   8.771,   6.493,   -5.41,   0.279,   -16.1,        , 
2009/05/15 22:30,   8.023,   8.998,   8.737,   6.470,   -5.17,   0.279,   -18.5,    -4.6, 
2009/05/15 22:45,   7.952,   8.843,   8.726,   6.483,   -4.87,   0.279,   -23.7,        , 
2009/05/15 23:00,   7.871,   8.759,   8.670,   6.463,   -4.69,   0.280,   -25.5,   -77.5, 
2009/05/15 23:15,   7.780,   8.666,   8.650,   6.496,   -4.77,   0.280,   -24.0,        , 
2009/05/15 23:30,   7.647,   8.548,   8.586,   6.499,   -4.96,   0.280,   -25.4,   -39.4, 
2009/05/15 23:45,   7.531,   8.469,   8.537,   6.545,   -5.21,   0.281,   -20.0,        , 
2009/05/16 00:00,   7.425,   8.367,   8.510,   6.503,   -5.36,   0.281,   -12.0,    -1.3, 
