# Data from UBC Energy Balance Station <Westham Island>
# Year: 2009 / Month: 08 / Day: 02
# All times in PST
# T_1   : Soil temperature at  5 cm depth in deg C
# T_2   : Soil temperature at 10 cm depth in deg C
# T_3   : Soil temperature at 20 cm depth in deg C
# T_4   : Soil temperature at 50 cm depth in deg C
# QG    : Soil heat flux density at 7.5 cm depth in W m^-2
# VWC   : Soil volumetric water content at 7.5 cm depth in m^3 m^-3
# Q*    : Net all-wave radiation at 2 m height in W m^-2
# QH    : Turbulent sensible heat flux density at 2 m height in W m^-2 (every 30 min)

"TIME (PST)"    ,   "T_1",   "T_2",   "T_3",   "T_4",    "QG",   "WVC",    "Q*",    "QG",
2009/08/02 00:15,  14.290,  14.888,  14.948,  12.991,   -1.85,   0.234,   -44.9,        , 
2009/08/02 00:30,  14.239,  14.793,  14.919,  13.029,   -1.83,   0.234,   -45.3,   -12.7, 
2009/08/02 00:45,  14.168,  14.730,  14.887,  13.011,   -1.82,   0.234,   -40.9,        , 
2009/08/02 01:00,  14.114,  14.647,  14.870,  13.045,   -1.87,   0.234,   -38.8,   -11.9, 
2009/08/02 01:15,  14.036,  14.637,  14.839,  13.060,   -2.02,   0.234,   -39.4,        , 
2009/08/02 01:30,  13.980,  14.589,  14.807,  13.021,   -2.17,   0.234,   -41.0,    -6.3, 
2009/08/02 01:45,  13.883,  14.538,  14.782,  13.033,   -2.24,   0.234,   -38.5,        , 
2009/08/02 02:00,  13.806,  14.504,  14.752,  13.032,   -2.36,   0.234,   -36.5,    -8.6, 
2009/08/02 02:15,  13.747,  14.402,  14.741,  13.068,   -2.49,   0.234,   -38.5,        , 
2009/08/02 02:30,  13.690,  14.393,  14.701,  13.081,   -2.55,   0.234,   -37.7,    -7.1, 
2009/08/02 02:45,  13.628,  14.331,  14.669,  13.070,   -2.62,   0.234,   -34.7,        , 
2009/08/02 03:00,  13.555,  14.258,  14.599,  13.061,   -2.70,   0.234,   -33.3,    -3.3, 
2009/08/02 03:15,  13.471,  14.226,  14.580,  13.062,   -2.77,   0.234,   -34.2,        , 
2009/08/02 03:30,  13.421,  14.134,  14.545,  13.038,   -2.76,   0.234,   -37.0,    -9.2, 
2009/08/02 03:45,  13.382,  14.080,  14.507,  13.073,   -2.72,   0.234,   -38.3,        , 
2009/08/02 04:00,  13.338,  14.026,  14.513,  13.070,   -2.68,   0.234,   -38.3,   -11.3, 
2009/08/02 04:15,  13.267,  13.977,  14.474,  13.056,   -2.67,   0.234,   -36.0,        , 
2009/08/02 04:30,  13.201,  13.948,  14.449,  13.060,   -2.71,   0.234,   -34.8,    -8.6, 
2009/08/02 04:45,  13.122,  13.903,  14.369,  13.051,   -2.76,   0.234,   -34.8,        , 
2009/08/02 05:00,  13.072,  13.838,  14.372,  13.068,   -2.80,   0.234,   -29.4,    -6.8, 
2009/08/02 05:15,  13.066,  13.799,  14.356,  13.040,   -2.79,   0.234,   -21.8,        , 
2009/08/02 05:30,  13.022,  13.751,  14.295,  13.027,   -2.74,   0.234,   -11.2,    -4.2, 
2009/08/02 05:45,  12.989,  13.698,  14.271,  13.080,   -2.64,   0.234,    -0.4,        , 
2009/08/02 06:00,  13.016,  13.666,  14.239,  13.045,   -2.38,   0.234,    12.5,    -2.0, 
2009/08/02 06:15,  13.077,  13.651,  14.197,  13.053,   -1.99,   0.234,    32.0,        , 
2009/08/02 06:30,  13.116,  13.594,  14.142,  13.029,   -1.53,   0.235,    56.8,    11.2, 
2009/08/02 06:45,  13.209,  13.597,  14.126,  13.035,   -1.08,   0.234,    88.2,        , 
2009/08/02 07:00,  13.341,  13.574,  14.076,  13.019,   -0.63,   0.234,   119.5,    28.6, 
2009/08/02 07:15,  13.405,  13.601,  14.049,  13.014,   -0.19,   0.234,   151.9,        , 
2009/08/02 07:30,  13.487,  13.603,  14.011,  13.009,    0.23,   0.235,   186.5,    58.6, 
2009/08/02 07:45,  13.629,  13.646,  14.000,  12.989,    0.66,   0.234,   216.4,        , 
2009/08/02 08:00,  13.766,  13.659,  13.949,  12.971,    1.15,   0.234,   249.2,    89.3, 
2009/08/02 08:15,  13.907,  13.696,  13.955,  12.959,    1.70,   0.234,   283.5,        , 
2009/08/02 08:30,  14.039,  13.704,  13.918,  12.941,    2.23,   0.234,   316.3,   120.5, 
2009/08/02 08:45,  14.223,  13.758,  13.888,  12.939,    2.80,   0.234,   346.4,        , 
2009/08/02 09:00,  14.432,  13.815,  13.863,  12.915,    3.40,   0.234,   378.6,   138.3, 
2009/08/02 09:15,  14.642,  13.894,  13.855,  12.896,    4.00,   0.234,   408.0,        , 
2009/08/02 09:30,  14.882,  13.963,  13.859,  12.887,    4.59,   0.234,   434.3,   164.8, 
2009/08/02 09:45,  15.112,  14.052,  13.853,  12.924,    5.17,   0.234,   460.8,        , 
2009/08/02 10:00,  15.352,  14.179,  13.848,  12.903,    5.69,   0.234,   484.0,   192.3, 
2009/08/02 10:15,  15.610,  14.308,  13.874,  12.888,    6.14,   0.234,   503.9,        , 
2009/08/02 10:30,  15.897,  14.391,  13.866,  12.885,    6.59,   0.233,   526.1,   217.0, 
2009/08/02 10:45,  16.142,  14.524,  13.892,  12.895,    6.98,   0.233,   545.2,        , 
2009/08/02 11:00,  16.371,  14.667,  13.906,  12.884,    7.35,   0.233,   557.3,   220.6, 
2009/08/02 11:15,  16.631,  14.795,  13.926,  12.873,    7.74,   0.233,   569.0,        , 
2009/08/02 11:30,  16.820,  14.892,  13.963,  12.864,    8.05,   0.233,   577.1,   209.0, 
2009/08/02 11:45,  17.069,  15.032,  14.002,  12.838,    8.42,   0.233,   583.3,        , 
2009/08/02 12:00,  17.238,  15.171,  14.025,  12.827,    8.76,   0.233,   589.8,   218.4, 
2009/08/02 12:15,  17.473,  15.296,  14.016,  12.840,    9.02,   0.232,   592.2,        , 
2009/08/02 12:30,  17.652,  15.456,  14.057,  12.857,    9.34,   0.232,   593.9,   247.6, 
2009/08/02 12:45,  17.838,  15.578,  14.110,  12.807,    9.57,   0.232,   595.1,        , 
2009/08/02 13:00,  18.057,  15.710,  14.156,  12.819,    9.57,   0.232,   589.3,   229.9, 
2009/08/02 13:15,  18.354,  15.849,  14.216,  12.810,    9.43,   0.231,   582.3,        , 
2009/08/02 13:30,  18.490,  16.004,  14.259,  12.822,    9.21,   0.231,   571.7,   237.7, 
2009/08/02 13:45,  18.584,  16.122,  14.320,  12.824,    9.08,   0.231,   561.6,        , 
2009/08/02 14:00,  18.597,  16.218,  14.344,  12.804,    8.96,   0.231,   544.8,   224.3, 
2009/08/02 14:15,  18.611,  16.332,  14.399,  12.765,    8.81,   0.231,   527.2,        , 
