# Data from Radiometers at the UBC Climate Station (Totem Field)
# Year: 2010 / Month: 07 / Day: 23
# All times in PST
# K_in  : Short-wave incoming radiation in W m^-2 (measured every 10 min)
# K_out : Short-wave outgoing radiation in W m^-2 (measured every 10 min)
# L_in  : Long-wave incoming radiation in W m^-2 (measured every 10 min)
# L_out : Long-wave outgoing radiation in W m^-2 (measured every 10 min)
# AirT  : Screen-level air temperature in degree Celsius (measured every 30 min)
# RH    : Screen-level relative humidity in % (measured every 30 min)
#
"TIME (PST)"    ,  "K_in", "K_out",  "L_in", "L_out",  "AirT",    "RH",
2010/07/23 00:10,     0.0,     0.0,   311.3,   362.0,        ,        , 
2010/07/23 00:20,     0.0,     0.0,   309.2,   355.1,        ,        , 
2010/07/23 00:30,     0.0,     0.0,   309.5,   353.7,    15.1,    80.9, 
2010/07/23 00:40,     0.0,     0.0,   310.7,   357.8,        ,        , 
2010/07/23 00:50,     0.0,     0.0,   309.3,   353.6,        ,        , 
2010/07/23 01:00,     0.0,     0.0,   308.0,   351.7,    14.5,    83.5, 
2010/07/23 01:10,     0.0,     0.0,   309.4,   355.1,        ,        , 
2010/07/23 01:20,     0.0,     0.0,   308.9,   356.6,        ,        , 
2010/07/23 01:30,     0.0,     0.0,   308.1,   353.8,    14.0,    85.6, 
2010/07/23 01:40,     0.0,     0.0,   307.5,   352.2,        ,        , 
2010/07/23 01:50,     0.0,     0.0,   309.7,   354.6,        ,        , 
2010/07/23 02:00,     0.0,     0.0,   309.9,   361.9,    13.6,    87.0, 
2010/07/23 02:10,     0.0,     0.0,   308.6,   365.2,        ,        , 
2010/07/23 02:20,     0.0,     0.0,   307.2,   361.9,        ,        , 
2010/07/23 02:30,     0.0,     0.0,   306.7,   358.7,    13.4,    85.7, 
2010/07/23 02:40,     0.0,     0.0,   306.2,   354.9,        ,        , 
2010/07/23 02:50,     0.0,     0.0,   306.4,   358.1,        ,        , 
2010/07/23 03:00,     0.0,     0.0,   306.1,   356.9,    13.5,    86.4, 
2010/07/23 03:10,     0.0,     0.0,   304.6,   352.4,        ,        , 
2010/07/23 03:20,     0.0,     0.0,   304.7,   347.3,        ,        , 
2010/07/23 03:30,     0.0,     0.0,   308.7,   352.5,    13.1,    88.4, 
2010/07/23 03:40,     0.0,     0.0,   308.7,   357.9,        ,        , 
2010/07/23 03:50,     0.0,     0.0,   308.1,   358.5,        ,        , 
2010/07/23 04:00,     0.0,     0.0,   307.5,   358.4,    12.6,    88.8, 
2010/07/23 04:10,     0.0,     0.0,   307.0,   356.2,        ,        , 
2010/07/23 04:20,     0.0,     0.0,   307.4,   355.7,        ,        , 
2010/07/23 04:30,     0.2,     0.0,   308.3,   360.7,    12.7,    88.4, 
2010/07/23 04:40,     1.5,     0.2,   307.0,   353.9,        ,        , 
2010/07/23 04:50,     3.7,     0.3,   305.5,   349.5,        ,        , 
2010/07/23 05:00,     8.2,     0.9,   306.7,   351.1,    12.7,    88.4, 
2010/07/23 05:10,    13.1,     1.7,   307.0,   352.1,        ,        , 
2010/07/23 05:20,    17.5,     2.0,   309.6,   356.1,        ,        , 
2010/07/23 05:30,    24.0,     3.0,   309.7,   359.2,    12.5,    90.6, 
2010/07/23 05:40,    33.5,     4.5,   308.4,   359.1,        ,        , 
2010/07/23 05:50,    81.4,    14.4,   314.0,   365.1,        ,        , 
2010/07/23 06:00,   121.2,    32.8,   319.8,   378.9,    12.0,    91.1, 
2010/07/23 06:10,    93.0,    23.2,   315.9,   381.7,        ,        , 
2010/07/23 06:20,    78.3,    18.2,   313.0,   379.1,        ,        , 
2010/07/23 06:30,   134.9,    35.9,   318.2,   386.4,    12.2,    87.4, 
2010/07/23 06:40,   227.0,    63.8,   327.3,   401.9,        ,        , 
2010/07/23 06:50,   255.1,    70.6,   325.2,   402.8,        ,        , 
2010/07/23 07:00,   286.4,    79.1,   327.5,   405.9,    13.2,    82.2, 
2010/07/23 07:10,   239.4,    63.3,   324.3,   403.7,        ,        , 
2010/07/23 07:20,   261.8,    68.7,   324.1,   404.5,        ,        , 
2010/07/23 07:30,   266.1,    69.1,   325.3,   406.1,    14.7,    78.3, 
