# Data from Radiometers at the UBC Climate Station (Totem Field)
# Year: 2010 / Month: 07 / Day: 19
# All times in PST
# K_in  : Short-wave incoming radiation in W m^-2 (measured every 10 min)
# K_out : Short-wave outgoing radiation in W m^-2 (measured every 10 min)
# L_in  : Long-wave incoming radiation in W m^-2 (measured every 10 min)
# L_out : Long-wave outgoing radiation in W m^-2 (measured every 10 min)
# AirT  : Screen-level air temperature in degree Celsius (measured every 30 min)
# RH    : Screen-level relative humidity in % (measured every 30 min)
#
"TIME (PST)"    ,  "K_in", "K_out",  "L_in", "L_out",  "AirT",    "RH",
2010/07/19 00:10,     0.0,     0.0,   312.2,   366.4,        ,        , 
2010/07/19 00:20,     0.0,     0.0,   311.9,   363.2,        ,        , 
2010/07/19 00:30,     0.0,     0.0,   311.1,   358.6,    15.0,    79.7, 
2010/07/19 00:40,     0.0,     0.0,   310.1,   356.5,        ,        , 
2010/07/19 00:50,     0.0,     0.0,   309.4,   354.7,        ,        , 
2010/07/19 01:00,     0.0,     0.0,   310.8,   355.9,    14.9,    81.8, 
2010/07/19 01:10,     0.0,     0.0,   308.8,   352.9,        ,        , 
2010/07/19 01:20,     0.0,     0.0,   308.8,   351.3,        ,        , 
2010/07/19 01:30,     0.0,     0.0,   310.6,   354.0,    14.3,    85.7, 
2010/07/19 01:40,     0.0,     0.0,   312.1,   361.6,        ,        , 
2010/07/19 01:50,     0.0,     0.0,   309.9,   357.6,        ,        , 
2010/07/19 02:00,     0.0,     0.0,   308.9,   357.3,    13.6,    86.4, 
2010/07/19 02:10,     0.0,     0.0,   308.4,   357.9,        ,        , 
2010/07/19 02:20,     0.0,     0.0,   307.8,   356.7,        ,        , 
2010/07/19 02:30,     0.0,     0.0,   306.2,   354.8,    13.7,    86.9, 
2010/07/19 02:40,     0.0,     0.0,   305.3,   351.4,        ,        , 
2010/07/19 02:50,     0.0,     0.0,   304.3,   347.3,        ,        , 
2010/07/19 03:00,     0.0,     0.0,   304.4,   346.1,    13.6,    88.1, 
2010/07/19 03:10,     0.0,     0.0,   309.6,   352.1,        ,        , 
2010/07/19 03:20,     0.0,     0.0,   308.1,   352.5,        ,        , 
2010/07/19 03:30,     0.0,     0.0,   308.4,   346.9,    13.0,    90.0, 
2010/07/19 03:40,     0.0,     0.0,   311.2,   346.5,        ,        , 
2010/07/19 03:50,     0.0,     0.0,   314.4,   348.2,        ,        , 
2010/07/19 04:00,     0.0,     0.0,   317.1,   352.8,    12.8,    90.7, 
2010/07/19 04:10,     0.0,     0.0,   319.7,   356.0,        ,        , 
2010/07/19 04:20,     0.0,     0.0,   319.7,   360.3,        ,        , 
2010/07/19 04:30,     0.7,     0.0,   318.4,   355.7,    12.5,    91.0, 
2010/07/19 04:40,     3.5,     0.6,   318.3,   355.9,        ,        , 
2010/07/19 04:50,     7.9,     1.4,   317.5,   356.7,        ,        , 
2010/07/19 05:00,    13.4,     2.0,   317.2,   359.3,    12.5,    90.4, 
2010/07/19 05:10,    19.1,     3.0,   314.1,   362.4,        ,        , 
2010/07/19 05:20,    24.7,     3.8,   309.0,   365.7,        ,        , 
2010/07/19 05:30,    30.3,     4.8,   307.9,   367.8,    12.4,    89.2, 
2010/07/19 05:40,    49.6,     7.7,   310.2,   370.7,        ,        , 
2010/07/19 05:50,   101.5,    24.9,   315.7,   376.3,        ,        , 
2010/07/19 06:00,   122.7,    36.8,   315.6,   380.0,    12.6,    85.9, 
2010/07/19 06:10,   144.6,    44.4,   315.4,   382.3,        ,        , 
2010/07/19 06:20,   167.6,    51.7,   317.0,   386.5,        ,        , 
2010/07/19 06:30,   188.5,    56.6,   318.1,   389.9,    13.2,    83.1, 
2010/07/19 06:40,   222.9,    64.3,   318.4,   391.0,        ,        , 
2010/07/19 06:50,   253.5,    71.3,   321.7,   396.9,        ,        , 
2010/07/19 07:00,   278.7,    78.1,   321.7,   398.9,    13.9,    81.3, 
2010/07/19 07:10,   300.7,    83.5,   324.3,   403.5,        ,        , 
2010/07/19 07:20,   328.5,    90.4,   327.0,   408.6,        ,        , 
2010/07/19 07:30,   362.2,    98.5,   330.7,   412.8,    14.6,    78.8, 
2010/07/19 07:40,   307.4,    79.1,   326.7,   411.1,        ,        , 
2010/07/19 07:50,   397.6,   105.3,   332.8,   420.1,        ,        , 
2010/07/19 08:00,   438.8,   115.0,   330.0,   418.0,    15.3,    77.9, 
2010/07/19 08:10,   457.2,   117.7,   331.6,   421.9,        ,        , 
2010/07/19 08:20,   454.2,   113.5,   335.1,   425.8,        ,        , 
2010/07/19 08:30,   544.3,   137.6,   340.1,   432.8,    15.8,    76.4, 
2010/07/19 08:40,   608.5,   151.0,   352.2,   441.6,        ,        , 
2010/07/19 08:50,   520.2,   126.6,   340.3,   431.6,        ,        , 
2010/07/19 09:00,   451.7,   107.4,   342.6,   425.9,    16.2,    74.5, 
2010/07/19 09:10,   545.2,   129.7,   350.0,   433.5,        ,        , 
2010/07/19 09:20,   698.1,   167.5,   357.0,   449.7,        ,        , 
2010/07/19 09:30,   715.1,   168.7,   362.0,   449.8,    16.6,    75.0, 
2010/07/19 09:40,   742.1,   174.3,   372.2,   455.8,        ,        , 
