# Data from Radiometers at the UBC Climate Station (Totem Field)
# Year: 2010 / Month: 07 / Day: 12
# All times in PST
# K_in  : Short-wave incoming radiation in W m^-2 (measured every 10 min)
# K_out : Short-wave outgoing radiation in W m^-2 (measured every 10 min)
# L_in  : Long-wave incoming radiation in W m^-2 (measured every 10 min)
# L_out : Long-wave outgoing radiation in W m^-2 (measured every 10 min)
# AirT  : Screen-level air temperature in degree Celsius (measured every 30 min)
# RH    : Screen-level relative humidity in % (measured every 30 min)
#
"TIME (PST)"    ,  "K_in", "K_out",  "L_in", "L_out",  "AirT",    "RH",
2010/07/12 00:10,     0.0,     0.0,   352.1,   379.4,        ,        , 
2010/07/12 00:20,     0.0,     0.0,   365.1,   380.7,        ,        , 
2010/07/12 00:30,     0.0,     0.0,   371.7,   381.7,    14.4,    79.5, 
2010/07/12 00:40,     0.0,     0.0,   364.7,   380.5,        ,        , 
2010/07/12 00:50,     0.0,     0.0,   375.4,   381.0,        ,        , 
2010/07/12 01:00,     0.0,     0.0,   379.7,   381.5,    14.1,    76.2, 
2010/07/12 01:10,     0.0,     0.0,   379.3,   381.8,        ,        , 
2010/07/12 01:20,     0.0,     0.0,   378.9,   382.0,        ,        , 
2010/07/12 01:30,     0.0,     0.0,   378.2,   380.9,    14.0,    74.5, 
2010/07/12 01:40,     0.0,     0.0,   377.1,   380.6,        ,        , 
2010/07/12 01:50,     0.0,     0.0,   376.1,   380.5,        ,        , 
2010/07/12 02:00,     0.0,     0.0,   375.3,   380.3,    14.0,    73.6, 
2010/07/12 02:10,     0.0,     0.0,   374.3,   379.9,        ,        , 
2010/07/12 02:20,     0.0,     0.0,   373.6,   379.5,        ,        , 
2010/07/12 02:30,     0.0,     0.0,   373.3,   379.4,    13.8,    72.6, 
2010/07/12 02:40,     0.0,     0.0,   373.3,   379.6,        ,        , 
2010/07/12 02:50,     0.0,     0.0,   372.7,   379.6,        ,        , 
2010/07/12 03:00,     0.0,     0.0,   372.4,   379.5,    13.7,    72.2, 
2010/07/12 03:10,     0.0,     0.0,   372.2,   379.4,        ,        , 
2010/07/12 03:20,     0.0,     0.0,   370.9,   379.0,        ,        , 
2010/07/12 03:30,     0.0,     0.0,   364.6,   378.0,    13.7,    72.2, 
2010/07/12 03:40,     0.0,     0.0,   370.5,   378.8,        ,        , 
2010/07/12 03:50,     0.0,     0.0,   370.3,   379.0,        ,        , 
2010/07/12 04:00,     0.0,     0.0,   367.7,   378.2,    13.6,    72.3, 
2010/07/12 04:10,     0.0,     0.0,   357.1,   376.4,        ,        , 
2010/07/12 04:20,     0.0,     0.1,   365.3,   376.4,        ,        , 
2010/07/12 04:30,     0.0,     0.1,   366.3,   376.9,    13.6,    74.6, 
2010/07/12 04:40,     0.6,     0.4,   365.6,   376.9,        ,        , 
2010/07/12 04:50,     0.6,     0.6,   363.3,   376.9,        ,        , 
2010/07/12 05:00,     5.5,     1.3,   365.0,   378.4,    13.3,    76.5, 
2010/07/12 05:10,     9.1,     1.6,   368.5,   379.8,        ,        , 
2010/07/12 05:20,     8.8,     1.6,   368.5,   380.7,        ,        , 
2010/07/12 05:30,    10.5,     2.1,   366.1,   380.9,    13.1,    74.1, 
2010/07/12 05:40,    14.6,     2.8,   365.3,   381.1,        ,        , 
2010/07/12 05:50,    21.0,     4.4,   364.4,   381.0,        ,        , 
2010/07/12 06:00,    23.6,     5.2,   364.6,   379.7,    13.9,    70.4, 
2010/07/12 06:10,    22.3,     4.8,   363.0,   379.0,        ,        , 
2010/07/12 06:20,    22.8,     5.1,   362.1,   377.9,        ,        , 
2010/07/12 06:30,    30.0,     6.6,   361.8,   378.1,    14.2,    65.2, 
2010/07/12 06:40,    65.3,    13.2,   326.8,   377.8,        ,        , 
2010/07/12 06:50,    70.1,    13.0,   302.1,   374.6,        ,        , 
2010/07/12 07:00,   135.2,    33.4,   303.2,   378.0,    14.1,    65.2, 
2010/07/12 07:10,   360.2,   104.8,   313.4,   393.8,        ,        , 
2010/07/12 07:20,   388.8,   112.4,   309.5,   396.6,        ,        , 
2010/07/12 07:30,   398.8,   112.2,   314.3,   395.2,    14.0,    62.6, 
2010/07/12 07:40,   459.5,   129.0,   316.6,   400.6,        ,        , 
2010/07/12 07:50,   454.6,   123.5,   330.8,   410.6,        ,        , 
2010/07/12 08:00,   291.8,    76.4,   356.9,   398.6,    14.4,    62.3, 
2010/07/12 08:10,   157.6,    38.3,   347.6,   391.4,        ,        , 
2010/07/12 08:20,    93.9,    22.0,   344.1,   385.0,        ,        , 
2010/07/12 08:30,   103.5,    22.4,   331.5,   381.8,    14.9,    63.2, 
2010/07/12 08:40,   292.8,    70.0,   337.0,   395.7,        ,        , 
2010/07/12 08:50,   196.3,    45.1,   351.3,   391.4,        ,        , 
2010/07/12 09:00,   360.7,    85.4,   350.9,   401.1,    14.6,    64.3, 
2010/07/12 09:10,   352.5,    82.4,   331.5,   399.3,        ,        , 
2010/07/12 09:20,   720.4,   175.1,   329.4,   423.7,        ,        , 
2010/07/12 09:30,   731.2,   176.3,   321.5,   423.8,    14.5,    63.1, 
2010/07/12 09:40,   750.8,   178.9,   324.3,   432.0,        ,        , 
2010/07/12 09:50,   771.7,   181.9,   325.4,   437.5,        ,        , 
2010/07/12 10:00,   788.9,   184.8,   323.9,   438.6,    14.8,    61.6, 
2010/07/12 10:10,   807.6,   187.7,   324.8,   440.2,        ,        , 
2010/07/12 10:20,   823.8,   189.7,   326.3,   443.2,        ,        , 
2010/07/12 10:30,   838.5,   190.7,   332.9,   456.0,    15.7,    60.5, 
2010/07/12 10:40,   851.0,   192.3,   332.6,   458.8,        ,        , 
2010/07/12 10:50,   863.9,   193.9,   332.1,   458.8,        ,        , 
2010/07/12 11:00,   876.6,   195.0,   330.4,   455.1,    16.4,    59.3, 
2010/07/12 11:10,   888.7,   196.8,   331.9,   458.8,        ,        , 
2010/07/12 11:20,   898.6,   197.8,   331.9,   458.0,        ,        , 
2010/07/12 11:30,   858.7,   199.1,   333.6,   458.3,    17.1,    57.9, 
2010/07/12 11:40,   912.6,   198.8,   339.0,   467.1,        ,        , 
