# Data from Radiometers at the UBC Climate Station (Totem Field)
# Year: 2010 / Month: 07 / Day: 10
# All times in PST
# K_in  : Short-wave incoming radiation in W m^-2 (measured every 10 min)
# K_out : Short-wave outgoing radiation in W m^-2 (measured every 10 min)
# L_in  : Long-wave incoming radiation in W m^-2 (measured every 10 min)
# L_out : Long-wave outgoing radiation in W m^-2 (measured every 10 min)
# AirT  : Screen-level air temperature in degree Celsius (measured every 30 min)
# RH    : Screen-level relative humidity in % (measured every 30 min)
#
"TIME (PST)"    ,  "K_in", "K_out",  "L_in", "L_out",  "AirT",    "RH",
2010/07/10 00:10,     0.0,     0.0,   383.0,   403.2,        ,        , 
2010/07/10 00:20,     0.0,     0.0,   370.9,   400.8,        ,        , 
2010/07/10 00:30,     0.0,     0.0,   363.1,   399.1,    19.3,    70.2, 
2010/07/10 00:40,     0.0,     0.0,   355.6,   397.5,        ,        , 
2010/07/10 00:50,     0.0,     0.0,   357.3,   397.4,        ,        , 
2010/07/10 01:00,     0.0,     0.0,   357.5,   397.7,    19.4,    72.4, 
2010/07/10 01:10,     0.0,     0.0,   353.9,   396.8,        ,        , 
2010/07/10 01:20,     0.0,     0.0,   361.3,   397.1,        ,        , 
2010/07/10 01:30,     0.0,     0.0,   362.4,   396.6,    19.0,    68.9, 
2010/07/10 01:40,     0.0,     0.0,   380.9,   401.9,        ,        , 
2010/07/10 01:50,     0.0,     0.0,   388.2,   403.0,        ,        , 
2010/07/10 02:00,     0.0,     0.0,   385.5,   401.8,    19.1,    64.8, 
2010/07/10 02:10,     0.0,     0.0,   381.4,   401.3,        ,        , 
2010/07/10 02:20,     0.0,     0.0,   374.1,   400.2,        ,        , 
2010/07/10 02:30,     0.0,     0.0,   363.1,   398.0,    19.5,    66.4, 
2010/07/10 02:40,     0.0,     0.0,   357.0,   396.8,        ,        , 
2010/07/10 02:50,     0.0,     0.0,   367.6,   398.4,        ,        , 
2010/07/10 03:00,     0.0,     0.0,   368.8,   397.5,    19.2,    68.3, 
2010/07/10 03:10,     0.0,     0.0,   358.4,   393.5,        ,        , 
2010/07/10 03:20,     0.0,     0.0,   350.1,   392.3,        ,        , 
2010/07/10 03:30,     0.0,     0.0,   360.3,   393.9,    18.9,    68.3, 
2010/07/10 03:40,     0.0,     0.0,   366.9,   396.0,        ,        , 
2010/07/10 03:50,     0.0,     0.0,   373.2,   395.9,        ,        , 
2010/07/10 04:00,     0.0,     0.0,   380.7,   397.5,    18.7,    73.3, 
2010/07/10 04:10,     0.0,     0.0,   381.4,   397.7,        ,        , 
2010/07/10 04:20,     1.3,     0.3,   380.3,   396.6,        ,        , 
2010/07/10 04:30,     3.2,     0.8,   367.7,   395.3,    18.3,    76.7, 
2010/07/10 04:40,     4.6,     1.0,   345.2,   385.8,        ,        , 
2010/07/10 04:50,     8.8,     1.6,   338.6,   383.8,        ,        , 
2010/07/10 05:00,    14.6,     2.6,   338.8,   386.0,    18.1,    79.2, 
2010/07/10 05:10,    30.2,     6.8,   354.1,   391.6,        ,        , 
2010/07/10 05:20,    44.9,    10.5,   372.0,   399.4,        ,        , 
2010/07/10 05:30,    52.9,    12.3,   381.0,   402.6,    17.7,    78.2, 
2010/07/10 05:40,    59.7,    14.0,   383.0,   403.9,        ,        , 
2010/07/10 05:50,    69.0,    16.3,   384.1,   405.7,        ,        , 
2010/07/10 06:00,    79.1,    18.7,   382.7,   407.8,    17.7,    78.2, 
2010/07/10 06:10,    91.4,    22.0,   378.2,   407.3,        ,        , 
2010/07/10 06:20,   108.4,    26.3,   380.9,   410.8,        ,        , 
2010/07/10 06:30,   130.0,    31.5,   385.3,   415.0,    18.0,    79.3, 
2010/07/10 06:40,   147.6,    36.2,   388.1,   416.5,        ,        , 
2010/07/10 06:50,   157.4,    38.4,   390.3,   419.1,        ,        , 
2010/07/10 07:00,   163.8,    40.0,   390.9,   419.4,    18.1,    76.0, 
