# Data from Radiometers at the UBC Climate Station (Totem Field)
# Year: 2010 / Month: 08 / Day: 06
# All times in PST
# K_in  : Short-wave incoming radiation in W m^-2 (measured every 10 min)
# K_out : Short-wave outgoing radiation in W m^-2 (measured every 10 min)
# L_in  : Long-wave incoming radiation in W m^-2 (measured every 10 min)
# L_out : Long-wave outgoing radiation in W m^-2 (measured every 10 min)
# AirT  : Screen-level air temperature in degree Celsius (measured every 30 min)
# RH    : Screen-level relative humidity in % (measured every 30 min)
#
"TIME (PST)"    ,  "K_in", "K_out",  "L_in", "L_out",  "AirT",    "RH",
2010/08/06 06:50,   148.7,    41.5,   338.0,   396.6,        ,        , 
2010/08/06 07:00,   170.0,    47.9,   337.6,   398.3,    15.4,    81.5, 
2010/08/06 07:10,   196.1,    55.1,   339.9,   403.2,        ,        , 
2010/08/06 07:20,   209.5,    56.5,   341.3,   406.3,        ,        , 
2010/08/06 07:30,   183.6,    42.8,   341.6,   405.1,    15.8,    79.1, 
2010/08/06 07:40,   174.1,    37.2,   351.6,   403.4,        ,        , 
2010/08/06 07:50,   241.9,    56.5,   370.4,   411.5,        ,        , 
2010/08/06 08:00,   222.0,    50.8,   357.0,   407.4,    16.4,    78.9, 
2010/08/06 08:10,   230.3,    51.7,   348.1,   408.8,        ,        , 
2010/08/06 08:20,   272.1,    62.2,   348.6,   410.8,        ,        , 
2010/08/06 08:30,   400.8,    99.9,   352.7,   428.3,    16.5,    77.7, 
2010/08/06 08:40,   379.0,    91.9,   346.6,   425.1,        ,        , 
2010/08/06 08:50,   427.4,   103.0,   347.4,   429.2,        ,        , 
2010/08/06 09:00,   504.2,   120.6,   354.6,   441.8,    16.8,    74.7, 
2010/08/06 09:10,   475.5,   111.5,   349.6,   437.4,        ,        , 
2010/08/06 09:20,   523.9,   124.2,   353.6,   437.8,        ,        , 
2010/08/06 09:30,   528.8,   122.9,   354.6,   443.0,    17.5,    74.3, 
2010/08/06 09:40,   452.5,   100.8,   356.8,   435.7,        ,        , 
2010/08/06 09:50,   528.4,   119.0,   360.9,   438.1,        ,        , 
2010/08/06 10:00,   535.7,   117.8,   360.8,   448.0,    17.8,    76.1, 
2010/08/06 10:10,   573.4,   126.2,   365.3,   456.5,        ,        , 
2010/08/06 10:20,   666.4,   145.5,   360.6,   461.8,        ,        , 
2010/08/06 10:30,   626.8,   133.6,   356.6,   463.2,    17.4,    73.4, 
2010/08/06 10:40,   659.4,   139.6,   356.9,   462.8,        ,        , 
2010/08/06 10:50,   716.4,   151.4,   362.9,   471.8,        ,        , 
2010/08/06 11:00,   721.5,   152.0,   359.8,   471.1,    18.2,    72.2, 
2010/08/06 11:10,   734.2,   153.9,   360.7,   472.3,        ,        , 
2010/08/06 11:20,   747.2,   154.7,   365.2,   479.7,        ,        , 
2010/08/06 11:30,   760.3,   157.1,   361.1,   474.3,    18.5,    69.8, 
2010/08/06 11:40,   769.1,   157.6,   362.7,   477.7,        ,        , 
2010/08/06 11:50,   774.9,   158.4,   362.5,   476.8,        ,        , 
2010/08/06 12:00,   782.0,   158.4,   368.3,   486.8,    19.0,    70.5, 
2010/08/06 12:10,   778.3,   157.6,   366.5,   488.3,        ,        , 
2010/08/06 12:20,   782.6,   158.4,   364.9,   486.4,        ,        , 
2010/08/06 12:30,   786.0,   158.3,   367.4,   490.1,    19.2,    69.4, 
2010/08/06 12:40,   786.6,   158.4,   364.5,   484.1,        ,        , 
2010/08/06 12:50,   781.1,   157.1,   367.5,   487.8,        ,        , 
2010/08/06 13:00,   776.1,   156.1,   369.0,   490.1,    19.7,    67.8, 
2010/08/06 13:10,   775.4,   156.1,   366.5,   486.7,        ,        , 
2010/08/06 13:20,   768.5,   155.5,   364.6,   485.5,        ,        , 
2010/08/06 13:30,   757.2,   153.6,   368.0,   492.2,    20.2,    66.6, 
2010/08/06 13:40,   747.1,   154.4,   356.0,   480.2,        ,        , 
2010/08/06 13:50,   739.1,   152.1,   356.5,   480.0,        ,        , 
2010/08/06 14:00,   730.6,   150.8,   356.6,   482.2,    20.4,    71.7, 
2010/08/06 14:10,   722.6,   150.0,   349.8,   473.1,        ,        , 
2010/08/06 14:20,   688.0,   143.9,   349.0,   470.5,        ,        , 
2010/08/06 14:30,   694.8,   145.7,   353.6,   477.1,    19.6,    74.1, 
2010/08/06 14:40,   679.8,   144.2,   352.2,   475.0,        ,        , 
2010/08/06 14:50,   654.9,   139.9,   350.1,   471.5,        ,        , 
2010/08/06 15:00,   650.8,   140.9,   349.0,   467.9,    18.9,    73.8, 
2010/08/06 15:10,   620.0,   135.0,   355.4,   475.1,        ,        , 
2010/08/06 15:20,   594.0,   131.3,   351.2,   467.8,        ,        , 
2010/08/06 15:30,   573.5,   128.3,   352.4,   467.6,    19.1,    73.4, 
2010/08/06 15:40,   558.5,   127.0,   351.6,   465.0,        ,        , 
2010/08/06 15:50,   527.9,   122.3,   353.2,   464.3,        ,        , 
2010/08/06 16:00,   479.9,   113.7,   348.1,   455.8,    19.5,    71.9, 
2010/08/06 16:10,   477.7,   115.5,   352.0,   458.1,        ,        , 
2010/08/06 16:20,   412.7,   101.4,   346.5,   447.6,        ,        , 
2010/08/06 16:30,   403.6,   100.6,   347.9,   447.7,    19.9,    70.5, 
2010/08/06 16:40,   405.1,   102.5,   349.0,   446.8,        ,        , 
2010/08/06 16:50,   399.7,   102.1,   352.2,   451.1,        ,        , 
2010/08/06 17:00,   346.6,    90.8,   345.5,   442.5,    20.0,    70.6, 
2010/08/06 17:10,   308.0,    82.6,   346.6,   441.1,        ,        , 
2010/08/06 17:20,   286.7,    79.1,   346.8,   437.0,        ,        , 
2010/08/06 17:30,   265.9,    74.3,   347.6,   436.4,    19.9,    67.8, 
2010/08/06 17:40,   242.8,    69.1,   344.6,   431.1,        ,        , 
2010/08/06 17:50,   215.0,    63.5,   342.1,   427.0,        ,        , 
2010/08/06 18:00,   178.4,    55.5,   340.2,   422.7,    20.1,    65.4, 
2010/08/06 18:10,   146.9,    47.4,   339.1,   418.1,        ,        , 
2010/08/06 18:20,   130.6,    44.0,   338.7,   415.3,        ,        , 
2010/08/06 18:30,   103.7,    35.3,   335.5,   408.8,    20.1,    67.3, 
2010/08/06 18:40,    82.2,    28.9,   335.9,   406.1,        ,        , 
2010/08/06 18:50,    64.3,    23.1,   334.2,   402.3,        ,        , 
2010/08/06 19:00,    38.8,    12.3,   332.3,   398.0,    19.5,    70.6, 
2010/08/06 19:10,    15.5,     3.5,   331.6,   393.0,        ,        , 
2010/08/06 19:20,     9.9,     2.3,   332.3,   391.2,        ,        , 
2010/08/06 19:30,     5.7,     1.6,   334.3,   390.0,    18.6,    74.7, 
2010/08/06 19:40,     2.1,     0.8,   336.0,   389.4,        ,        , 
2010/08/06 19:50,     0.1,     0.1,   341.6,   389.3,        ,        , 
2010/08/06 20:00,     0.0,     0.0,   334.8,   387.9,    17.4,    77.1, 
2010/08/06 20:10,     0.0,     0.0,   332.8,   387.0,        ,        , 
2010/08/06 20:20,     0.0,     0.0,   333.6,   386.9,        ,        , 
2010/08/06 20:30,     0.0,     0.0,   333.6,   387.0,    16.8,    77.8, 
2010/08/06 20:40,     0.0,     0.0,   333.9,   387.1,        ,        , 
2010/08/06 20:50,     0.0,     0.0,   334.4,   387.0,        ,        , 
2010/08/06 21:00,     0.0,     0.0,   334.2,   387.0,    16.6,    79.2, 
2010/08/06 21:10,     0.0,     0.0,   334.3,   386.3,        ,        , 
2010/08/06 21:20,     0.0,     0.0,   335.6,   386.7,        ,        , 
2010/08/06 21:30,     0.0,     0.0,   336.8,   386.8,    16.6,    79.8, 
2010/08/06 21:40,     0.0,     0.0,   337.7,   386.2,        ,        , 
2010/08/06 21:50,     0.0,     0.0,   340.1,   385.6,        ,        , 
2010/08/06 22:00,     0.0,     0.0,   341.6,   384.9,    16.5,    79.2, 
2010/08/06 22:10,     0.0,     0.0,   341.3,   384.6,        ,        , 
2010/08/06 22:20,     0.0,     0.0,   342.9,   385.2,        ,        , 
2010/08/06 22:30,     0.0,     0.0,   346.4,   385.5,    16.5,    79.5, 
2010/08/06 22:40,     0.0,     0.0,   348.3,   386.9,        ,        , 
2010/08/06 22:50,     0.0,     0.0,   358.0,   388.8,        ,        , 
2010/08/06 23:00,     0.0,     0.0,   371.2,   391.0,    16.5,    77.9, 
2010/08/06 23:10,     0.0,     0.0,   366.8,   390.8,        ,        , 
2010/08/06 23:20,     0.0,     0.0,   363.3,   389.5,        ,        , 
2010/08/06 23:30,     0.0,     0.0,   353.8,   386.9,    16.7,    78.2, 
2010/08/06 23:40,     0.0,     0.0,   340.1,   384.8,        ,        , 
2010/08/06 23:50,     0.0,     0.0,   356.1,   386.2,        ,        , 
2010/08/07 00:00,     0.0,     0.0,   375.3,   390.1,    16.6,    80.3, 
