# Data from Radiometers at the UBC Climate Station (Totem Field)
# Year: 2010 / Month: 07 / Day: 16
# All times in PST
# K_in  : Short-wave incoming radiation in W m^-2 (measured every 10 min)
# K_out : Short-wave outgoing radiation in W m^-2 (measured every 10 min)
# L_in  : Long-wave incoming radiation in W m^-2 (measured every 10 min)
# L_out : Long-wave outgoing radiation in W m^-2 (measured every 10 min)
# AirT  : Screen-level air temperature in degree Celsius (measured every 30 min)
# RH    : Screen-level relative humidity in % (measured every 30 min)
#
"TIME (PST)"    ,  "K_in", "K_out",  "L_in", "L_out",  "AirT",    "RH",
2010/07/16 00:10,     0.0,     0.0,   346.2,   380.1,        ,        , 
2010/07/16 00:20,     0.0,     0.0,   339.1,   375.7,        ,        , 
2010/07/16 00:30,     0.0,     0.0,   329.6,   379.8,    16.6,    85.1, 
2010/07/16 00:40,     0.0,     0.0,   324.1,   381.3,        ,        , 
2010/07/16 00:50,     0.0,     0.0,   323.3,   382.8,        ,        , 
2010/07/16 01:00,     0.0,     0.0,   322.4,   382.2,    16.6,    80.1, 
2010/07/16 01:10,     0.0,     0.0,   320.4,   380.2,        ,        , 
2010/07/16 01:20,     0.0,     0.0,   321.2,   381.6,        ,        , 
2010/07/16 01:30,     0.0,     0.0,   321.1,   381.3,    16.7,    80.7, 
2010/07/16 01:40,     0.0,     0.0,   321.6,   381.9,        ,        , 
2010/07/16 01:50,     0.0,     0.0,   321.1,   380.2,        ,        , 
2010/07/16 02:00,     0.0,     0.0,   321.2,   379.9,    16.4,    80.3, 
2010/07/16 02:10,     0.0,     0.0,   321.5,   379.8,        ,        , 
2010/07/16 02:20,     0.0,     0.0,   324.3,   380.6,        ,        , 
2010/07/16 02:30,     0.0,     0.0,   323.7,   380.6,    16.2,    81.0, 
2010/07/16 02:40,     0.0,     0.0,   323.0,   377.3,        ,        , 
2010/07/16 02:50,     0.0,     0.0,   327.7,   378.3,        ,        , 
2010/07/16 03:00,     0.0,     0.0,   334.9,   381.2,    16.0,    82.0, 
2010/07/16 03:10,     0.0,     0.0,   345.2,   383.6,        ,        , 
2010/07/16 03:20,     0.0,     0.0,   345.9,   384.2,        ,        , 
2010/07/16 03:30,     0.0,     0.0,   333.2,   382.6,    15.8,    83.1, 
2010/07/16 03:40,     0.0,     0.0,   321.1,   380.2,        ,        , 
2010/07/16 03:50,     0.0,     0.0,   317.7,   377.7,        ,        , 
2010/07/16 04:00,     0.0,     0.0,   317.6,   377.7,    15.9,    80.7, 
2010/07/16 04:10,     0.0,     0.0,   318.3,   376.6,        ,        , 
2010/07/16 04:20,     0.0,     0.0,   328.7,   376.6,        ,        , 
2010/07/16 04:30,     1.1,     0.0,   346.8,   380.5,    15.6,    81.5, 
2010/07/16 04:40,     3.1,     0.2,   343.6,   380.9,        ,        , 
2010/07/16 04:50,     7.1,     1.1,   336.2,   379.9,        ,        , 
2010/07/16 05:00,    14.1,     2.5,   343.3,   382.0,    15.4,    82.7, 
2010/07/16 05:10,    22.0,     4.1,   344.9,   383.0,        ,        , 
2010/07/16 05:20,    32.2,     6.7,   348.1,   385.1,        ,        , 
2010/07/16 05:30,    45.6,    10.0,   347.6,   386.3,    15.4,    81.5, 
2010/07/16 05:40,    63.4,    14.3,   348.6,   387.4,        ,        , 
2010/07/16 05:50,    79.4,    18.2,   356.9,   391.6,        ,        , 
2010/07/16 06:00,   174.1,    51.3,   363.6,   401.1,    15.4,    80.2, 
2010/07/16 06:10,   127.4,    34.8,   353.1,   396.7,        ,        , 
2010/07/16 06:20,    94.3,    21.8,   360.3,   393.8,        ,        , 
2010/07/16 06:30,   110.1,    25.0,   347.2,   394.7,    15.4,    78.4, 
2010/07/16 06:40,   147.6,    37.1,   330.7,   393.3,        ,        , 
2010/07/16 06:50,   140.8,    34.3,   324.8,   393.2,        ,        , 
2010/07/16 07:00,   132.7,    29.8,   347.0,   399.3,    15.7,    79.5, 
2010/07/16 07:10,   164.3,    38.2,   351.8,   400.8,        ,        , 
2010/07/16 07:20,   252.0,    62.2,   368.8,   411.7,        ,        , 
2010/07/16 07:30,   351.5,    91.2,   388.4,   423.5,    15.7,    80.5, 
2010/07/16 07:40,   260.5,    63.1,   373.8,   416.6,        ,        , 
2010/07/16 07:50,   321.3,    78.4,   384.1,   421.4,        ,        , 
2010/07/16 08:00,   258.2,    62.3,   382.7,   413.7,    15.9,    76.8, 
2010/07/16 08:10,   275.8,    65.6,   386.2,   418.9,        ,        , 
2010/07/16 08:20,   277.3,    65.6,   382.0,   418.7,        ,        , 
2010/07/16 08:30,   227.8,    53.9,   380.5,   411.5,    16.4,    77.2, 
2010/07/16 08:40,   193.4,    45.8,   382.6,   410.3,        ,        , 
2010/07/16 08:50,   220.5,    51.8,   385.8,   413.9,        ,        , 
2010/07/16 09:00,   276.5,    64.5,   385.9,   414.7,    16.2,    77.5, 
2010/07/16 09:10,   348.1,    81.2,   389.5,   423.6,        ,        , 
2010/07/16 09:20,   390.7,    90.8,   386.1,   427.1,        ,        , 
2010/07/16 09:30,   745.6,   174.2,   376.9,   457.4,    15.9,    76.8, 
2010/07/16 09:40,   743.5,   172.2,   348.8,   456.6,        ,        , 
2010/07/16 09:50,   743.7,   170.8,   339.1,   453.1,        ,        , 
2010/07/16 10:00,   759.4,   172.9,   341.4,   457.5,    16.2,    73.7, 
2010/07/16 10:10,   775.8,   176.1,   337.2,   454.7,        ,        , 
2010/07/16 10:20,   791.7,   177.4,   340.1,   457.0,        ,        , 
2010/07/16 10:30,   808.5,   179.7,   340.3,   459.3,    17.2,    73.4, 
2010/07/16 10:40,   822.7,   181.5,   342.4,   463.3,        ,        , 
2010/07/16 10:50,   837.5,   183.6,   340.7,   462.9,        ,        , 
2010/07/16 11:00,   851.1,   185.1,   341.4,   464.4,    17.1,    74.1, 
2010/07/16 11:10,   863.4,   186.4,   341.9,   466.0,        ,        , 
2010/07/16 11:20,   874.4,   187.9,   342.0,   466.6,        ,        , 
2010/07/16 11:30,   882.0,   188.2,   343.9,   467.3,    17.2,    72.4, 
2010/07/16 11:40,   887.6,   188.7,   344.0,   469.1,        ,        , 
2010/07/16 11:50,   892.2,   189.1,   345.1,   470.4,        ,        , 
2010/07/16 12:00,   896.4,   190.0,   343.6,   469.1,    17.2,    71.8, 
2010/07/16 12:10,   899.5,   190.0,   344.8,   468.4,        ,        , 
2010/07/16 12:20,   900.2,   189.3,   346.6,   469.6,        ,        , 
2010/07/16 12:30,   897.8,   188.8,   348.1,   471.8,    17.3,    71.9, 
2010/07/16 12:40,   895.2,   189.2,   342.9,   467.5,        ,        , 
2010/07/16 12:50,   890.9,   187.8,   349.6,   474.1,        ,        , 
2010/07/16 13:00,   886.1,   187.7,   343.6,   468.0,    17.5,    70.5, 
2010/07/16 13:10,   878.9,   186.5,   348.2,   472.5,        ,        , 
2010/07/16 13:20,   871.0,   185.8,   343.8,   468.1,        ,        , 
2010/07/16 13:30,   862.3,   184.4,   345.9,   469.7,    17.6,    68.6, 
2010/07/16 13:40,   851.6,   183.6,   345.4,   469.6,        ,        , 
2010/07/16 13:50,   840.9,   182.3,   344.8,   469.1,        ,        , 
2010/07/16 14:00,   830.4,   180.4,   344.3,   466.9,    17.8,    67.2, 
2010/07/16 14:10,   817.5,   178.7,   343.9,   467.9,        ,        , 
