# Data from Radiometers at the UBC Climate Station (Totem Field)
# Year: 2010 / Month: 07 / Day: 26
# All times in PST
# K_in  : Short-wave incoming radiation in W m^-2 (measured every 10 min)
# K_out : Short-wave outgoing radiation in W m^-2 (measured every 10 min)
# L_in  : Long-wave incoming radiation in W m^-2 (measured every 10 min)
# L_out : Long-wave outgoing radiation in W m^-2 (measured every 10 min)
# AirT  : Screen-level air temperature in degree Celsius (measured every 30 min)
# RH    : Screen-level relative humidity in % (measured every 30 min)
#
"TIME (PST)"    ,  "K_in", "K_out",  "L_in", "L_out",  "AirT",    "RH",
2010/07/26 00:10,     0.0,     0.0,   313.4,   360.7,        ,        , 
2010/07/26 00:20,     0.0,     0.0,   314.2,   362.9,        ,        , 
2010/07/26 00:30,     0.0,     0.0,   316.5,   369.0,    16.6,    81.1, 
2010/07/26 00:40,     0.0,     0.0,   315.3,   366.9,        ,        , 
2010/07/26 00:50,     0.0,     0.0,   316.5,   367.8,        ,        , 
2010/07/26 01:00,     0.0,     0.0,   316.0,   364.5,    16.0,    78.8, 
2010/07/26 01:10,     0.0,     0.0,   316.8,   367.7,        ,        , 
2010/07/26 01:20,     0.0,     0.0,   315.6,   362.9,        ,        , 
2010/07/26 01:30,     0.0,     0.0,   315.3,   360.5,    16.0,    80.6, 
2010/07/26 01:40,     0.0,     0.0,   316.2,   362.1,        ,        , 
2010/07/26 01:50,     0.0,     0.0,   318.8,   366.3,        ,        , 
2010/07/26 02:00,     0.0,     0.0,   317.8,   363.2,    15.8,    84.2, 
2010/07/26 02:10,     0.0,     0.0,   318.6,   362.8,        ,        , 
2010/07/26 02:20,     0.0,     0.0,   319.3,   366.4,        ,        , 
2010/07/26 02:30,     0.0,     0.0,   318.4,   363.9,    15.4,    85.5, 
2010/07/26 02:40,     0.0,     0.0,   320.1,   362.9,        ,        , 
2010/07/26 02:50,     0.0,     0.0,   315.0,   356.2,        ,        , 
2010/07/26 03:00,     0.0,     0.0,   320.4,   365.4,    15.3,    86.8, 
2010/07/26 03:10,     0.0,     0.0,   321.6,   378.2,        ,        , 
2010/07/26 03:20,     0.0,     0.0,   319.4,   377.4,        ,        , 
2010/07/26 03:30,     0.0,     0.0,   318.3,   376.0,    14.8,    82.5, 
2010/07/26 03:40,     0.0,     0.0,   317.9,   376.3,        ,        , 
2010/07/26 03:50,     0.0,     0.0,   317.0,   375.7,        ,        , 
2010/07/26 04:00,     0.0,     0.0,   316.4,   375.7,    15.6,    80.0, 
2010/07/26 04:10,     0.0,     0.0,   316.0,   374.6,        ,        , 
2010/07/26 04:20,     0.0,     0.0,   315.9,   375.4,        ,        , 
2010/07/26 04:30,     0.0,     0.0,   315.2,   374.4,    15.7,    80.5, 
2010/07/26 04:40,     0.7,     0.1,   315.1,   375.0,        ,        , 
2010/07/26 04:50,     3.7,     0.8,   314.6,   376.7,        ,        , 
2010/07/26 05:00,     8.4,     1.6,   314.8,   377.4,    15.7,    81.7, 
2010/07/26 05:10,    13.6,     2.0,   315.0,   378.1,        ,        , 
2010/07/26 05:20,    18.7,     2.7,   314.8,   378.5,        ,        , 
2010/07/26 05:30,    23.6,     3.2,   315.3,   380.2,    15.4,    83.3, 
2010/07/26 05:40,    38.1,     4.5,   316.6,   381.3,        ,        , 
2010/07/26 05:50,    93.5,    13.3,   321.5,   384.0,        ,        , 
2010/07/26 06:00,   114.3,    30.9,   321.0,   387.1,    15.3,    84.1, 
2010/07/26 06:10,   138.5,    43.5,   321.5,   390.6,        ,        , 
2010/07/26 06:20,   163.4,    51.8,   320.8,   391.8,        ,        , 
2010/07/26 06:30,   186.7,    57.4,   321.6,   393.8,    15.4,    83.5, 
2010/07/26 06:40,   215.1,    63.2,   321.7,   395.3,        ,        , 
2010/07/26 06:50,   245.7,    69.7,   324.9,   401.4,        ,        , 
2010/07/26 07:00,   272.2,    76.7,   324.8,   404.4,    15.5,    83.0, 
2010/07/26 07:10,   298.2,    83.4,   325.2,   406.0,        ,        , 
2010/07/26 07:20,   325.6,    90.1,   324.7,   408.1,        ,        , 
2010/07/26 07:30,   355.1,    96.3,   327.4,   413.0,    15.7,    82.8, 
2010/07/26 07:40,   385.0,   102.2,   328.9,   417.0,        ,        , 
2010/07/26 07:50,   412.2,   108.5,   326.8,   416.6,        ,        , 
2010/07/26 08:00,   440.1,   114.0,   329.9,   424.0,    16.0,    81.8, 
2010/07/26 08:10,   468.5,   119.5,   330.9,   428.9,        ,        , 
2010/07/26 08:20,   497.0,   125.0,   330.0,   431.2,        ,        , 
2010/07/26 08:30,   522.1,   129.4,   333.7,   438.0,    16.2,    81.0, 
2010/07/26 08:40,   547.5,   133.9,   332.8,   439.0,        ,        , 
2010/07/26 08:50,   577.0,   138.8,   332.7,   440.6,        ,        , 
