# Data from Radiometers at the UBC Climate Station (Totem Field)
# Year: 2010 / Month: 08 / Day: 04
# All times in PST
# K_in  : Short-wave incoming radiation in W m^-2 (measured every 10 min)
# K_out : Short-wave outgoing radiation in W m^-2 (measured every 10 min)
# L_in  : Long-wave incoming radiation in W m^-2 (measured every 10 min)
# L_out : Long-wave outgoing radiation in W m^-2 (measured every 10 min)
# AirT  : Screen-level air temperature in degree Celsius (measured every 30 min)
# RH    : Screen-level relative humidity in % (measured every 30 min)
#
"TIME (PST)"    ,  "K_in", "K_out",  "L_in", "L_out",  "AirT",    "RH",
2010/08/04 00:10,     0.0,     0.0,   344.8,   378.2,        ,        , 
2010/08/04 00:20,     0.0,     0.0,   344.7,   379.0,        ,        , 
2010/08/04 00:30,     0.0,     0.0,   344.0,   375.9,    17.1,    87.7, 
2010/08/04 00:40,     0.0,     0.0,   343.3,   375.5,        ,        , 
2010/08/04 00:50,     0.0,     0.0,   343.3,   377.1,        ,        , 
2010/08/04 01:00,     0.0,     0.0,   343.3,   377.0,    17.0,    87.9, 
2010/08/04 01:10,     0.0,     0.0,   342.2,   375.6,        ,        , 
2010/08/04 01:20,     0.0,     0.0,   341.7,   373.7,        ,        , 
2010/08/04 01:30,     0.0,     0.0,   341.8,   373.4,    16.8,    89.4, 
2010/08/04 01:40,     0.0,     0.0,   344.2,   376.6,        ,        , 
2010/08/04 01:50,     0.0,     0.0,   342.6,   375.6,        ,        , 
2010/08/04 02:00,     0.0,     0.0,   341.7,   377.8,    16.6,    90.1, 
2010/08/04 02:10,     0.0,     0.0,   340.6,   375.7,        ,        , 
2010/08/04 02:20,     0.0,     0.0,   339.4,   372.2,        ,        , 
2010/08/04 02:30,     0.0,     0.0,   340.1,   371.8,    16.7,    90.1, 
2010/08/04 02:40,     0.0,     0.0,   344.0,   374.6,        ,        , 
2010/08/04 02:50,     0.0,     0.0,   343.3,   371.8,        ,        , 
2010/08/04 03:00,     0.0,     0.0,   346.0,   372.6,    16.5,    91.7, 
2010/08/04 03:10,     0.0,     0.0,   345.8,   372.1,        ,        , 
2010/08/04 03:20,     0.0,     0.0,   345.8,   370.4,        ,        , 
2010/08/04 03:30,     0.0,     0.0,   349.1,   371.8,    16.2,    92.1, 
2010/08/04 03:40,     0.0,     0.0,   351.9,   372.6,        ,        , 
2010/08/04 03:50,     0.0,     0.0,   355.9,   375.1,        ,        , 
2010/08/04 04:00,     0.0,     0.0,   354.2,   371.8,    16.0,    93.0, 
2010/08/04 04:10,     0.0,     0.0,   355.4,   372.7,        ,        , 
2010/08/04 04:20,     0.0,     0.0,   358.5,   375.2,        ,        , 
2010/08/04 04:30,     0.0,     0.0,   357.4,   375.2,    16.0,    93.0, 
2010/08/04 04:40,     0.0,     0.0,   357.9,   374.5,        ,        , 
2010/08/04 04:50,     1.1,     0.0,   360.6,   375.7,        ,        , 
2010/08/04 05:00,     4.5,     0.8,   362.6,   377.6,    15.9,    93.5, 
2010/08/04 05:10,     9.9,     1.7,   366.9,   382.6,        ,        , 
2010/08/04 05:20,    16.1,     3.2,   365.9,   383.6,        ,        , 
2010/08/04 05:30,    23.3,     4.9,   365.8,   383.2,    15.6,    94.1, 
2010/08/04 05:40,    31.8,     6.3,   368.3,   385.3,        ,        , 
2010/08/04 05:50,    45.6,     8.8,   372.8,   389.4,        ,        , 
2010/08/04 06:00,    64.6,    14.3,   374.8,   392.5,    15.8,    94.5, 
2010/08/04 06:10,    78.2,    21.9,   376.4,   397.3,        ,        , 
2010/08/04 06:20,    93.0,    29.8,   377.7,   403.6,        ,        , 
2010/08/04 06:30,   110.1,    35.7,   377.6,   409.4,    16.1,    94.7, 
2010/08/04 06:40,   132.8,    40.9,   370.6,   413.8,        ,        , 
2010/08/04 06:50,   165.4,    47.0,   360.1,   419.9,        ,        , 
2010/08/04 07:00,   210.0,    52.7,   355.5,   424.1,    17.0,    91.7, 
2010/08/04 07:10,   243.7,    58.2,   354.0,   427.0,        ,        , 
2010/08/04 07:20,   255.4,    63.5,   354.4,   430.2,        ,        , 
2010/08/04 07:30,   265.0,    69.4,   352.4,   430.6,    18.3,    83.8, 
2010/08/04 07:40,   285.2,    75.0,   353.3,   433.5,        ,        , 
2010/08/04 07:50,   308.0,    80.6,   356.3,   439.3,        ,        , 
2010/08/04 08:00,   331.9,    86.1,   357.6,   443.7,    19.4,    80.0, 
2010/08/04 08:10,   356.2,    92.2,   355.2,   442.7,        ,        , 
2010/08/04 08:20,   382.3,    97.1,   359.0,   449.2,        ,        , 
2010/08/04 08:30,   403.5,   101.0,   359.5,   451.3,    20.0,    74.9, 
2010/08/04 08:40,   436.9,   108.0,   357.0,   451.1,        ,        , 
2010/08/04 08:50,   466.7,   113.4,   358.0,   455.1,        ,        , 
2010/08/04 09:00,   491.2,   117.3,   360.6,   460.1,    20.6,    75.9, 
2010/08/04 09:10,   513.7,   120.6,   364.0,   465.4,        ,        , 
2010/08/04 09:20,   537.0,   125.1,   361.2,   465.1,        ,        , 
2010/08/04 09:30,   559.3,   128.4,   362.8,   468.7,    20.8,    77.2, 
2010/08/04 09:40,   579.7,   131.5,   364.2,   471.3,        ,        , 
2010/08/04 09:50,   598.2,   135.2,   363.9,   473.9,        ,        , 
2010/08/04 10:00,   621.4,   138.9,   362.4,   475.3,    21.2,    78.4, 
2010/08/04 10:10,   640.0,   141.4,   363.1,   475.4,        ,        , 
2010/08/04 10:20,   656.5,   143.2,   366.9,   481.9,        ,        , 
2010/08/04 10:30,   674.1,   145.0,   369.5,   486.5,    21.2,    79.9, 
2010/08/04 10:40,   688.7,   147.2,   369.5,   487.9,        ,        , 
2010/08/04 10:50,   698.8,   149.1,   366.5,   485.1,        ,        , 
2010/08/04 11:00,   712.0,   150.5,   369.5,   490.1,    21.1,    76.9, 
2010/08/04 11:10,   725.6,   152.5,   369.3,   489.9,        ,        , 
2010/08/04 11:20,   738.5,   154.2,   368.2,   489.1,        ,        , 
2010/08/04 11:30,   747.1,   155.2,   369.8,   491.0,    21.4,    77.3, 
2010/08/04 11:40,   756.3,   156.2,   369.7,   492.3,        ,        , 
2010/08/04 11:50,   766.0,   157.2,   370.9,   494.4,        ,        , 
2010/08/04 12:00,   764.3,   156.9,   371.1,   495.9,    21.3,    78.5, 
2010/08/04 12:10,   765.3,   156.8,   372.0,   495.6,        ,        , 
2010/08/04 12:20,   765.1,   157.2,   370.7,   494.7,        ,        , 
2010/08/04 12:30,   762.9,   156.6,   372.6,   497.8,    21.1,    74.7, 
2010/08/04 12:40,   765.2,   157.6,   368.9,   495.1,        ,        , 
2010/08/04 12:50,   758.4,   155.4,   380.0,   506.9,        ,        , 
2010/08/04 13:00,   752.0,   154.1,   381.1,   506.7,    21.7,    69.4, 
2010/08/04 13:10,   747.5,   154.1,   377.1,   503.5,        ,        , 
2010/08/04 13:20,   735.1,   152.5,   376.6,   503.2,        ,        , 
2010/08/04 13:30,   725.9,   151.9,   372.5,   499.1,    22.3,    60.5, 
2010/08/04 13:40,   711.5,   150.5,   369.4,   496.0,        ,        , 
2010/08/04 13:50,   697.2,   149.0,   368.4,   495.8,        ,        , 
2010/08/04 14:00,   679.3,   146.0,   370.1,   494.8,    23.3,    65.3, 
2010/08/04 14:10,   667.0,   144.3,   368.2,   491.7,        ,        , 
2010/08/04 14:20,   653.4,   142.2,   368.1,   492.1,        ,        , 
2010/08/04 14:30,   640.2,   140.2,   366.1,   488.4,    23.1,    70.3, 
2010/08/04 14:40,   630.5,   138.6,   367.8,   489.2,        ,        , 
2010/08/04 14:50,   608.5,   134.9,   371.0,   492.5,        ,        , 
2010/08/04 15:00,   586.1,   131.6,   370.6,   491.4,    22.7,    69.6, 
2010/08/04 15:10,   562.8,   128.5,   367.9,   487.6,        ,        , 
2010/08/04 15:20,   547.8,   126.0,   367.6,   486.4,        ,        , 
2010/08/04 15:30,   533.5,   123.5,   367.1,   484.1,    22.8,    66.1, 
2010/08/04 15:40,   506.0,   119.4,   366.5,   482.4,        ,        , 
2010/08/04 15:50,   482.4,   116.5,   360.2,   473.6,        ,        , 
2010/08/04 16:00,   458.8,   112.2,   362.9,   475.9,    23.6,    65.5, 
