# Data from Radiometers at the UBC Climate Station (Totem Field)
# Year: 2010 / Month: 08 / Day: 25
# All times in PST
# K_in  : Short-wave incoming radiation in W m^-2 (measured every 10 min)
# K_out : Short-wave outgoing radiation in W m^-2 (measured every 10 min)
# L_in  : Long-wave incoming radiation in W m^-2 (measured every 10 min)
# L_out : Long-wave outgoing radiation in W m^-2 (measured every 10 min)
# AirT  : Screen-level air temperature in degree Celsius (measured every 30 min)
# RH    : Screen-level relative humidity in % (measured every 30 min)
#
"TIME (PST)"    ,  "K_in", "K_out",  "L_in", "L_out",  "AirT",    "RH",
2010/08/25 00:10,     0.0,     0.0,   333.0,   361.4,        ,        , 
2010/08/25 00:20,     0.0,     0.0,   334.9,   361.5,        ,        , 
2010/08/25 00:30,     0.0,     0.0,   336.6,   362.2,    15.7,    89.9, 
2010/08/25 00:40,     0.0,     0.0,   335.7,   360.0,        ,        , 
2010/08/25 00:50,     0.0,     0.0,   339.2,   361.5,        ,        , 
2010/08/25 01:00,     0.0,     0.0,   341.1,   363.8,    15.6,    90.8, 
2010/08/25 01:10,     0.0,     0.0,   344.6,   364.4,        ,        , 
2010/08/25 01:20,     0.0,     0.0,   343.7,   364.4,        ,        , 
2010/08/25 01:30,     0.0,     0.0,   342.2,   362.5,    15.4,    91.5, 
2010/08/25 01:40,     0.0,     0.0,   344.0,   364.3,        ,        , 
2010/08/25 01:50,     0.0,     0.0,   342.4,   362.2,        ,        , 
2010/08/25 02:00,     0.0,     0.0,   339.5,   359.1,    15.0,    90.9, 
2010/08/25 02:10,     0.0,     0.0,   339.2,   358.9,        ,        , 
2010/08/25 02:20,     0.0,     0.0,   338.5,   358.4,        ,        , 
2010/08/25 02:30,     0.0,     0.0,   335.4,   358.5,    14.6,    87.4, 
2010/08/25 02:40,     0.0,     0.0,   334.5,   356.8,        ,        , 
2010/08/25 02:50,     0.0,     0.0,   335.5,   358.1,        ,        , 
2010/08/25 03:00,     0.0,     0.0,   336.8,   358.4,    14.6,    88.3, 
2010/08/25 03:10,     0.0,     0.0,   336.6,   357.8,        ,        , 
2010/08/25 03:20,     0.0,     0.0,   335.8,   357.1,        ,        , 
2010/08/25 03:30,     0.0,     0.0,   335.6,   358.0,    14.3,    89.6, 
2010/08/25 03:40,     0.0,     0.0,   333.6,   355.2,        ,        , 
2010/08/25 03:50,     0.0,     0.0,   332.6,   356.6,        ,        , 
2010/08/25 04:00,     0.0,     0.0,   330.2,   355.4,    13.9,    86.5, 
2010/08/25 04:10,     0.0,     0.0,   331.3,   355.6,        ,        , 
2010/08/25 04:20,     0.0,     0.0,   330.8,   355.0,        ,        , 
2010/08/25 04:30,     0.0,     0.0,   329.4,   354.5,    14.0,    88.0, 
2010/08/25 04:40,     0.0,     0.0,   329.8,   354.3,        ,        , 
2010/08/25 04:50,     0.0,     0.0,   330.3,   354.8,        ,        , 
2010/08/25 05:00,     0.0,     0.0,   330.7,   354.4,    13.7,    88.8, 
