# Data from Radiometers at the UBC Climate Station (Totem Field)
# Year: 2010 / Month: 08 / Day: 05
# All times in PST
# K_in  : Short-wave incoming radiation in W m^-2 (measured every 10 min)
# K_out : Short-wave outgoing radiation in W m^-2 (measured every 10 min)
# L_in  : Long-wave incoming radiation in W m^-2 (measured every 10 min)
# L_out : Long-wave outgoing radiation in W m^-2 (measured every 10 min)
# AirT  : Screen-level air temperature in degree Celsius (measured every 30 min)
# RH    : Screen-level relative humidity in % (measured every 30 min)
#
"TIME (PST)"    ,  "K_in", "K_out",  "L_in", "L_out",  "AirT",    "RH",
2010/08/05 00:10,     0.4,     0.0,   400.8,   408.3,        ,        , 
2010/08/05 00:20,     0.0,     0.0,   400.3,   408.4,        ,        , 
2010/08/05 00:30,     0.0,     0.0,   396.1,   407.2,    20.5,    65.1, 
2010/08/05 00:40,     0.0,     0.0,   391.6,   406.3,        ,        , 
2010/08/05 00:50,     0.0,     0.0,   386.9,   404.5,        ,        , 
2010/08/05 01:00,     0.0,     0.0,   386.6,   403.9,    21.0,    67.4, 
2010/08/05 01:10,     0.0,     0.0,   389.6,   404.8,        ,        , 
2010/08/05 01:20,     0.0,     0.0,   393.5,   406.4,        ,        , 
2010/08/05 01:30,     0.0,     0.0,   392.1,   405.9,    20.9,    68.3, 
2010/08/05 01:40,     0.0,     0.0,   390.6,   404.1,        ,        , 
2010/08/05 01:50,     0.0,     0.0,   390.5,   405.0,        ,        , 
2010/08/05 02:00,     0.0,     0.0,   390.6,   405.7,    20.8,    70.4, 
2010/08/05 02:10,     0.0,     0.0,   392.4,   405.0,        ,        , 
2010/08/05 02:20,     0.0,     0.0,   392.7,   405.7,        ,        , 
2010/08/05 02:30,     0.0,     0.0,   393.1,   405.4,    20.7,    74.6, 
2010/08/05 02:40,     0.0,     0.0,   392.9,   405.1,        ,        , 
2010/08/05 02:50,     0.0,     0.0,   397.0,   407.8,        ,        , 
2010/08/05 03:00,     0.0,     0.0,   399.7,   409.7,    20.3,    75.6, 
2010/08/05 03:10,     0.0,     0.0,   398.1,   408.8,        ,        , 
2010/08/05 03:20,     0.0,     0.0,   397.9,   409.3,        ,        , 
2010/08/05 03:30,     0.3,     0.0,   398.8,   412.3,    20.2,    70.5, 
2010/08/05 03:40,     0.0,     0.0,   393.8,   410.0,        ,        , 
