# Data from Radiometers at the UBC Climate Station (Totem Field)
# Year: 2010 / Month: 07 / Day: 05
# All times in PST
# K_in  : Short-wave incoming radiation in W m^-2 (measured every 10 min)
# K_out : Short-wave outgoing radiation in W m^-2 (measured every 10 min)
# L_in  : Long-wave incoming radiation in W m^-2 (measured every 10 min)
# L_out : Long-wave outgoing radiation in W m^-2 (measured every 10 min)
# AirT  : Screen-level air temperature in degree Celsius (measured every 30 min)
# RH    : Screen-level relative humidity in % (measured every 30 min)
#
"TIME (PST)"    ,  "K_in", "K_out",  "L_in", "L_out",  "AirT",    "RH",
2010/07/05 14:30,   805.1,   187.0,   333.1,   467.0,    16.6,    63.0, 
2010/07/05 14:40,   787.2,   184.0,   331.5,   461.0,        ,        , 
2010/07/05 14:50,   767.4,   180.7,   333.5,   465.6,        ,        , 
2010/07/05 15:00,   747.1,   177.9,   331.3,   463.2,    17.0,    63.7, 
2010/07/05 15:10,   727.4,   175.0,   329.2,   457.1,        ,        , 
2010/07/05 15:20,   706.0,   171.4,   327.3,   453.2,        ,        , 
2010/07/05 15:30,   684.3,   167.4,   330.3,   456.1,    17.2,    63.9, 
2010/07/05 15:40,   661.6,   163.7,   328.2,   453.0,        ,        , 
2010/07/05 15:50,   638.6,   160.2,   325.9,   450.3,        ,        , 
2010/07/05 16:00,   613.8,   155.2,   331.0,   456.2,    17.3,    61.5, 
2010/07/05 16:10,   588.4,   151.2,   327.2,   450.6,        ,        , 
2010/07/05 16:20,   561.0,   147.2,   323.6,   445.2,        ,        , 
2010/07/05 16:30,   533.9,   142.7,   324.1,   444.0,    17.7,    60.4, 
2010/07/05 16:40,   505.8,   137.5,   321.7,   437.7,        ,        , 
2010/07/05 16:50,   478.1,   131.5,   322.4,   436.2,        ,        , 
2010/07/05 17:00,   449.5,   125.7,   322.1,   434.4,    18.1,    60.9, 
2010/07/05 17:10,   421.6,   120.4,   321.4,   433.3,        ,        , 
2010/07/05 17:20,   392.9,   115.1,   319.1,   428.7,        ,        , 
2010/07/05 17:30,   364.0,   109.3,   317.5,   426.4,    18.2,    60.8, 
2010/07/05 17:40,   335.1,   103.3,   321.8,   432.4,        ,        , 
2010/07/05 17:50,   307.3,    98.9,   313.6,   421.2,        ,        , 
2010/07/05 18:00,   279.5,    91.5,   317.6,   423.7,    18.4,    61.1, 
2010/07/05 18:10,   251.9,    84.6,   317.2,   421.0,        ,        , 
2010/07/05 18:20,   224.8,    77.6,   315.0,   415.1,        ,        , 
2010/07/05 18:30,   199.7,    70.3,   315.0,   412.3,    18.6,    60.6, 
2010/07/05 18:40,   174.3,    62.8,   315.0,   410.2,        ,        , 
2010/07/05 18:50,   149.1,    55.3,   313.1,   407.9,        ,        , 
2010/07/05 19:00,   124.0,    47.7,   312.2,   404.1,    18.8,    61.4, 
2010/07/05 19:10,    99.4,    39.4,   312.3,   400.8,        ,        , 
2010/07/05 19:20,    76.9,    31.2,   311.3,   396.1,        ,        , 
2010/07/05 19:30,    57.7,    25.0,   307.1,   390.4,    18.8,    61.2, 
2010/07/05 19:40,    34.2,    15.2,   305.2,   385.5,        ,        , 
2010/07/05 19:50,    17.2,     6.4,   302.9,   378.9,        ,        , 
2010/07/05 20:00,     4.5,     1.9,   300.6,   374.2,    18.5,    70.6, 
2010/07/05 20:10,     1.7,     1.2,   302.0,   370.4,        ,        , 
2010/07/05 20:20,     0.0,     0.4,   302.9,   366.4,        ,        , 
2010/07/05 20:30,     0.0,     0.0,   303.5,   366.0,    17.2,    76.8, 
2010/07/05 20:40,     0.0,     0.0,   304.5,   367.2,        ,        , 
2010/07/05 20:50,     0.0,     0.0,   305.2,   367.7,        ,        , 
2010/07/05 21:00,     0.0,     0.0,   305.5,   364.9,    15.7,    79.2, 
2010/07/05 21:10,     0.0,     0.0,   305.5,   363.7,        ,        , 
2010/07/05 21:20,     0.0,     0.0,   305.6,   360.4,        ,        , 
2010/07/05 21:30,     0.0,     0.0,   305.9,   362.0,    15.1,    75.0, 
2010/07/05 21:40,     0.0,     0.0,   305.2,   359.5,        ,        , 
2010/07/05 21:50,     0.0,     0.0,   304.6,   358.5,        ,        , 
2010/07/05 22:00,     0.0,     0.0,   307.0,   365.4,    14.9,    73.4, 
2010/07/05 22:10,     0.0,     0.0,   306.6,   363.0,        ,        , 
2010/07/05 22:20,     0.0,     0.0,   307.0,   363.9,        ,        , 
2010/07/05 22:30,     0.0,     0.0,   306.3,   363.6,    14.5,    70.3, 
2010/07/05 22:40,     0.0,     0.0,   306.4,   362.0,        ,        , 
2010/07/05 22:50,     0.0,     0.0,   305.9,   361.0,        ,        , 
2010/07/05 23:00,     0.0,     0.0,   306.6,   364.4,    14.6,    72.2, 
2010/07/05 23:10,     0.0,     0.0,   305.6,   363.3,        ,        , 
2010/07/05 23:20,     0.0,     0.0,   305.2,   364.3,        ,        , 
2010/07/05 23:30,     0.0,     0.0,   305.8,   365.7,    14.5,    75.4, 
2010/07/05 23:40,     0.0,     0.0,   306.0,   367.7,        ,        , 
2010/07/05 23:50,     0.0,     0.0,   305.4,   367.2,        ,        , 
2010/07/06 00:00,     0.0,     0.0,   305.5,   367.8,    14.4,    76.8, 
