# Data from Radiometers at the UBC Climate Station (Totem Field)
# Year: 2010 / Month: 08 / Day: 11
# All times in PST
# K_in  : Short-wave incoming radiation in W m^-2 (measured every 10 min)
# K_out : Short-wave outgoing radiation in W m^-2 (measured every 10 min)
# L_in  : Long-wave incoming radiation in W m^-2 (measured every 10 min)
# L_out : Long-wave outgoing radiation in W m^-2 (measured every 10 min)
# AirT  : Screen-level air temperature in degree Celsius (measured every 30 min)
# RH    : Screen-level relative humidity in % (measured every 30 min)
#
"TIME (PST)"    ,  "K_in", "K_out",  "L_in", "L_out",  "AirT",    "RH",
2010/08/11 00:10,     0.0,     0.0,   350.9,   367.2,        ,        , 
2010/08/11 00:20,     0.0,     0.0,   353.1,   368.5,        ,        , 
2010/08/11 00:30,     0.0,     0.0,   355.7,   370.5,    14.1,    93.9, 
2010/08/11 00:40,     0.9,     0.0,   363.3,   377.9,        ,        , 
2010/08/11 00:50,     0.0,     0.0,   357.2,   373.6,        ,        , 
2010/08/11 01:00,     0.0,     0.0,   355.9,   371.8,    14.0,    94.4, 
2010/08/11 01:10,     0.0,     0.0,   355.4,   370.8,        ,        , 
2010/08/11 01:20,     0.0,     0.0,   357.4,   371.7,        ,        , 
2010/08/11 01:30,     0.0,     0.0,   360.4,   373.5,    14.7,    94.6, 
2010/08/11 01:40,     0.0,     0.0,   356.1,   371.0,        ,        , 
2010/08/11 01:50,     0.0,     0.0,   359.3,   372.2,        ,        , 
2010/08/11 02:00,     0.0,     0.0,   356.1,   370.4,    14.1,    95.0, 
2010/08/11 02:10,     0.0,     0.0,   358.8,   371.7,        ,        , 
2010/08/11 02:20,     0.0,     0.0,   359.8,   373.2,        ,        , 
2010/08/11 02:30,     0.0,     0.0,   359.8,   373.1,    14.0,    95.3, 
2010/08/11 02:40,     0.0,     0.0,   358.7,   372.2,        ,        , 
2010/08/11 02:50,     0.0,     0.0,   358.4,   371.6,        ,        , 
2010/08/11 03:00,     0.0,     0.0,   359.6,   371.9,    13.9,    95.5, 
2010/08/11 03:10,     0.0,     0.0,   361.8,   374.3,        ,        , 
2010/08/11 03:20,     0.0,     0.0,   362.8,   377.5,        ,        , 
2010/08/11 03:30,     0.0,     0.0,   359.7,   373.9,    13.7,    95.6, 
2010/08/11 03:40,     0.0,     0.0,   358.5,   371.9,        ,        , 
2010/08/11 03:50,     0.0,     0.0,   360.6,   374.1,        ,        , 
2010/08/11 04:00,     0.0,     0.0,   359.6,   373.5,    13.9,    95.4, 
2010/08/11 04:10,     0.0,     0.0,   361.1,   373.6,        ,        , 
2010/08/11 04:20,     0.0,     0.0,   364.2,   375.4,        ,        , 
2010/08/11 04:30,     0.0,     0.0,   364.4,   375.4,    13.8,    95.0, 
2010/08/11 04:40,     0.0,     0.0,   365.6,   377.0,        ,        , 
2010/08/11 04:50,     0.2,     0.0,   365.2,   377.9,        ,        , 
2010/08/11 05:00,     1.8,     0.4,   364.1,   377.6,    13.7,    94.5, 
2010/08/11 05:10,     4.8,     1.0,   364.0,   378.1,        ,        , 
2010/08/11 05:20,    10.8,     2.1,   362.8,   378.2,        ,        , 
2010/08/11 05:30,    14.0,     2.3,   360.8,   377.5,    13.9,    93.2, 
2010/08/11 05:40,    18.5,     2.7,   360.4,   377.7,        ,        , 
2010/08/11 05:50,    28.6,     4.7,   361.0,   378.7,        ,        , 
2010/08/11 06:00,    40.0,     7.4,   361.1,   379.5,    14.0,    92.0, 
2010/08/11 06:10,    60.1,    13.0,   364.0,   381.6,        ,        , 
2010/08/11 06:20,    91.4,    25.9,   367.3,   386.4,        ,        , 
2010/08/11 06:30,   123.3,    34.0,   367.1,   390.3,    13.9,    90.1, 
2010/08/11 06:40,   156.0,    40.9,   368.0,   397.4,        ,        , 
2010/08/11 06:50,   155.6,    36.0,   365.8,   402.5,        ,        , 
2010/08/11 07:00,   156.6,    32.1,   368.9,   406.0,    14.4,    87.1, 
2010/08/11 07:10,   248.1,    56.9,   377.5,   417.8,        ,        , 
2010/08/11 07:20,   197.6,    39.8,   365.3,   415.8,        ,        , 
2010/08/11 07:30,   235.2,    53.2,   347.9,   414.0,    15.6,    85.8, 
2010/08/11 07:40,   315.3,    75.8,   352.9,   418.7,        ,        , 
2010/08/11 07:50,   327.6,    81.8,   340.4,   418.6,        ,        , 
2010/08/11 08:00,   331.3,    81.2,   341.4,   423.8,    16.5,    86.1, 
2010/08/11 08:10,   381.9,    92.4,   350.2,   431.6,        ,        , 
2010/08/11 08:20,   337.6,    79.5,   347.2,   429.8,        ,        , 
2010/08/11 08:30,   461.7,   110.2,   353.8,   439.2,    16.5,    84.0, 
2010/08/11 08:40,   489.4,   116.3,   371.0,   442.2,        ,        , 
2010/08/11 08:50,   375.3,    88.2,   380.2,   438.3,        ,        , 
2010/08/11 09:00,   197.7,    41.9,   369.2,   420.0,    17.4,    80.2, 
2010/08/11 09:10,   193.4,    40.2,   375.1,   418.2,        ,        , 
2010/08/11 09:20,   313.5,    63.7,   367.0,   431.8,        ,        , 
2010/08/11 09:30,   585.2,   126.9,   363.1,   453.8,    18.1,    81.5, 
2010/08/11 09:40,   554.5,   119.9,   357.0,   454.2,        ,        , 
2010/08/11 09:50,   592.8,   125.8,   354.3,   456.2,        ,        , 
2010/08/11 10:00,   569.9,   120.0,   347.6,   447.3,    17.5,    78.0, 
2010/08/11 10:10,   650.4,   135.8,   351.5,   456.5,        ,        , 
2010/08/11 10:20,   702.2,   146.0,   352.4,   461.6,        ,        , 
2010/08/11 10:30,   720.2,   147.5,   353.1,   464.9,    18.4,    79.8, 
2010/08/11 10:40,   734.6,   148.4,   353.7,   466.6,        ,        , 
2010/08/11 10:50,   750.3,   149.9,   359.5,   472.4,        ,        , 
2010/08/11 11:00,   783.2,   154.7,   364.1,   479.2,    18.3,    79.4, 
2010/08/11 11:10,   789.1,   155.2,   360.0,   475.3,        ,        , 
2010/08/11 11:20,   796.0,   155.2,   358.8,   476.9,        ,        , 
2010/08/11 11:30,   806.6,   156.5,   356.8,   475.6,    18.6,    77.5, 
