# Data from Radiometers at the UBC Climate Station (Totem Field)
# Year: 2010 / Month: 08 / Day: 12
# All times in PST
# K_in  : Short-wave incoming radiation in W m^-2 (measured every 10 min)
# K_out : Short-wave outgoing radiation in W m^-2 (measured every 10 min)
# L_in  : Long-wave incoming radiation in W m^-2 (measured every 10 min)
# L_out : Long-wave outgoing radiation in W m^-2 (measured every 10 min)
# AirT  : Screen-level air temperature in degree Celsius (measured every 30 min)
# RH    : Screen-level relative humidity in % (measured every 30 min)
#
"TIME (PST)"    ,  "K_in", "K_out",  "L_in", "L_out",  "AirT",    "RH",
2010/08/12 00:10,     0.0,     0.0,   332.2,   375.6,        ,        , 
2010/08/12 00:20,     0.0,     0.0,   332.0,   378.5,        ,        , 
2010/08/12 00:30,     0.0,     0.0,   331.3,   377.0,    15.6,    85.5, 
2010/08/12 00:40,     0.0,     0.0,   329.2,   370.8,        ,        , 
2010/08/12 00:50,     0.0,     0.0,   330.7,   374.5,        ,        , 
2010/08/12 01:00,     0.0,     0.0,   329.0,   371.8,    15.8,    84.4, 
2010/08/12 01:10,     0.0,     0.0,   330.2,   373.3,        ,        , 
2010/08/12 01:20,     0.0,     0.0,   332.8,   377.1,        ,        , 
2010/08/12 01:30,     0.0,     0.0,   329.7,   377.4,    15.8,    83.7, 
2010/08/12 01:40,     0.0,     0.0,   328.1,   376.8,        ,        , 
2010/08/12 01:50,     0.0,     0.0,   327.6,   376.1,        ,        , 
2010/08/12 02:00,     0.0,     0.0,   327.0,   376.2,    15.6,    83.6, 
2010/08/12 02:10,     0.0,     0.0,   326.6,   375.6,        ,        , 
2010/08/12 02:20,     0.0,     0.0,   325.2,   371.7,        ,        , 
2010/08/12 02:30,     0.0,     0.0,   325.6,   372.0,    15.5,    83.7, 
2010/08/12 02:40,     0.0,     0.0,   324.7,   371.2,        ,        , 
2010/08/12 02:50,     0.0,     0.0,   322.9,   366.0,        ,        , 
2010/08/12 03:00,     0.0,     0.0,   323.1,   363.6,    15.4,    84.3, 
2010/08/12 03:10,     0.0,     0.0,   323.5,   362.9,        ,        , 
2010/08/12 03:20,     0.0,     0.0,   323.8,   366.7,        ,        , 
2010/08/12 03:30,     0.0,     0.0,   323.8,   366.1,    15.1,    86.7, 
2010/08/12 03:40,     0.0,     0.0,   321.9,   361.7,        ,        , 
2010/08/12 03:50,     0.0,     0.0,   322.7,   361.6,        ,        , 
2010/08/12 04:00,     0.0,     0.0,   323.3,   364.0,    14.7,    88.5, 
2010/08/12 04:10,     0.0,     0.0,   323.3,   364.2,        ,        , 
2010/08/12 04:20,     0.0,     0.0,   323.4,   364.9,        ,        , 
2010/08/12 04:30,     0.0,     0.0,   320.1,   360.1,    14.4,    90.7, 
2010/08/12 04:40,     0.0,     0.0,   320.4,   358.3,        ,        , 
2010/08/12 04:50,     0.0,     0.0,   324.8,   360.3,        ,        , 
2010/08/12 05:00,     0.3,     0.0,   327.3,   360.2,    14.2,    92.4, 
2010/08/12 05:10,     2.8,     0.2,   330.4,   360.4,        ,        , 
2010/08/12 05:20,     5.6,     0.7,   330.2,   360.0,        ,        , 
2010/08/12 05:30,    11.7,     1.4,   336.6,   366.8,    13.8,    93.2, 
2010/08/12 05:40,    17.6,     2.3,   338.4,   370.3,        ,        , 
2010/08/12 05:50,    23.8,     3.4,   338.0,   370.9,        ,        , 
2010/08/12 06:00,    30.1,     4.1,   338.9,   373.4,    13.6,    93.7, 
2010/08/12 06:10,    68.8,    11.6,   338.0,   381.7,        ,        , 
2010/08/12 06:20,   129.8,    29.5,   336.7,   390.1,        ,        , 
2010/08/12 06:30,   147.0,    38.0,   337.1,   397.5,    13.8,    92.7, 
2010/08/12 06:40,   167.2,    45.1,   338.0,   403.2,        ,        , 
2010/08/12 06:50,   189.7,    51.8,   338.3,   407.0,        ,        , 
2010/08/12 07:00,   214.3,    58.3,   337.7,   408.8,    14.6,    85.4, 
2010/08/12 07:10,   242.1,    64.4,   341.1,   415.1,        ,        , 
2010/08/12 07:20,   268.9,    70.4,   341.9,   418.1,        ,        , 
2010/08/12 07:30,   293.7,    76.0,   342.6,   421.0,    16.3,    76.8, 
2010/08/12 07:40,   319.8,    82.1,   337.4,   419.7,        ,        , 
2010/08/12 07:50,   348.1,    87.8,   341.3,   426.9,        ,        , 
2010/08/12 08:00,   371.7,    92.9,   340.1,   427.5,    17.8,    75.8, 
2010/08/12 08:10,   403.2,    99.3,   339.5,   429.2,        ,        , 
2010/08/12 08:20,   427.6,   104.0,   340.7,   432.1,        ,        , 
2010/08/12 08:30,   449.2,   107.4,   343.4,   437.5,    18.1,    76.6, 
2010/08/12 08:40,   460.7,   109.4,   343.2,   440.7,        ,        , 
2010/08/12 08:50,   282.5,    63.5,   330.7,   425.5,        ,        , 
2010/08/12 09:00,   426.0,    95.8,   341.1,   436.2,    18.2,    77.5, 
2010/08/12 09:10,   308.8,    64.9,   333.1,   421.1,        ,        , 
2010/08/12 09:20,   627.2,   139.4,   358.1,   457.8,        ,        , 
2010/08/12 09:30,   482.9,   105.2,   342.1,   443.3,    18.1,    77.5, 
2010/08/12 09:40,   540.9,   116.9,   347.3,   448.8,        ,        , 
2010/08/12 09:50,   541.9,   113.9,   347.2,   450.4,        ,        , 
2010/08/12 10:00,   658.6,   139.2,   353.2,   462.6,    18.2,    78.3, 
2010/08/12 10:10,   683.1,   142.7,   352.7,   463.6,        ,        , 
