# Data from Radiometers at the UBC Climate Station (Totem Field)
# Year: 2010 / Month: 07 / Day: 18
# All times in PST
# K_in  : Short-wave incoming radiation in W m^-2 (measured every 10 min)
# K_out : Short-wave outgoing radiation in W m^-2 (measured every 10 min)
# L_in  : Long-wave incoming radiation in W m^-2 (measured every 10 min)
# L_out : Long-wave outgoing radiation in W m^-2 (measured every 10 min)
# AirT  : Screen-level air temperature in degree Celsius (measured every 30 min)
# RH    : Screen-level relative humidity in % (measured every 30 min)
#
"TIME (PST)"    ,  "K_in", "K_out",  "L_in", "L_out",  "AirT",    "RH",
2010/07/18 00:10,     0.0,     0.0,   307.4,   351.7,        ,        , 
2010/07/18 00:20,     0.0,     0.0,   310.4,   354.7,        ,        , 
2010/07/18 00:30,     0.0,     0.0,   309.6,   352.6,    14.8,    85.5, 
2010/07/18 00:40,     0.0,     0.0,   311.1,   354.9,        ,        , 
2010/07/18 00:50,     0.0,     0.0,   312.5,   362.9,        ,        , 
2010/07/18 01:00,     0.0,     0.0,   311.6,   369.3,    14.0,    87.0, 
2010/07/18 01:10,     0.0,     0.0,   310.3,   370.9,        ,        , 
2010/07/18 01:20,     0.0,     0.0,   308.8,   368.9,        ,        , 
2010/07/18 01:30,     0.0,     0.0,   307.9,   366.2,    14.1,    85.8, 
2010/07/18 01:40,     0.0,     0.0,   308.2,   366.5,        ,        , 
2010/07/18 01:50,     0.0,     0.0,   309.1,   369.1,        ,        , 
2010/07/18 02:00,     0.0,     0.0,   309.3,   370.3,    14.5,    87.3, 
2010/07/18 02:10,     0.0,     0.0,   308.1,   370.9,        ,        , 
2010/07/18 02:20,     0.0,     0.0,   307.4,   370.3,        ,        , 
2010/07/18 02:30,     0.0,     0.0,   306.9,   369.9,    14.3,    87.3, 
2010/07/18 02:40,     0.0,     0.0,   307.3,   370.3,        ,        , 
2010/07/18 02:50,     0.0,     0.0,   307.4,   368.9,        ,        , 
2010/07/18 03:00,     0.0,     0.0,   308.1,   367.8,    14.0,    86.9, 
2010/07/18 03:10,     0.0,     0.0,   308.2,   365.0,        ,        , 
2010/07/18 03:20,     0.0,     0.0,   308.0,   364.3,        ,        , 
2010/07/18 03:30,     0.0,     0.0,   309.1,   366.2,    13.7,    87.7, 
2010/07/18 03:40,     0.0,     0.0,   308.7,   365.7,        ,        , 
2010/07/18 03:50,     0.0,     0.0,   308.9,   367.4,        ,        , 
