# EBEX 2000, Kettleman City, CA, USA
# Turbulence data measured at 1 Hz by fast-anemometer at 6.4 m
# Start: 2000/08/02 15:30 PST
# u (m/s) : longitudinal wind vector component
# v (m/s) : lateral wind vector component
# w (m/s) : vertical wind vector component

"YYYY-MM-DD HH:MM:SS","u (m/s)","v (m/s)","w (m/s)"
"2000-08-02 15:30:00",   3.2174,  -0.5631,  -0.4740
"2000-08-02 15:30:01",   3.1313,   0.0400,   0.0050
"2000-08-02 15:30:02",   3.7852,  -0.4075,   0.4388
"2000-08-02 15:30:03",   3.6670,  -0.2518,   0.0259
"2000-08-02 15:30:04",   3.9281,  -0.1403,  -0.2484
"2000-08-02 15:30:05",   3.7713,  -0.3012,   0.2170
"2000-08-02 15:30:06",   4.1774,  -0.7364,   0.2008
"2000-08-02 15:30:07",   3.3218,   0.3615,  -0.0750
"2000-08-02 15:30:08",   4.1692,  -1.2136,  -0.1998
"2000-08-02 15:30:09",   3.3512,  -0.5073,  -0.0317
"2000-08-02 15:30:10",   3.1438,  -0.8618,  -0.4214
"2000-08-02 15:30:11",   3.1318,  -0.2374,   0.4296
"2000-08-02 15:30:12",   3.1948,  -0.5440,  -0.1964
"2000-08-02 15:30:13",   2.6860,   0.3121,   0.3190
"2000-08-02 15:30:14",   3.0121,  -0.1259,  -0.3238
"2000-08-02 15:30:15",   3.2950,  -0.4349,  -0.2738
"2000-08-02 15:30:16",   3.9032,  -0.3036,   0.1421
"2000-08-02 15:30:17",   3.3066,  -0.6315,  -0.2210
"2000-08-02 15:30:18",   2.9155,  -0.6694,  -0.0524
"2000-08-02 15:30:19",   3.0848,  -0.9111,  -0.6135
"2000-08-02 15:30:20",   2.9298,  -1.2567,   0.3780
"2000-08-02 15:30:21",   3.1279,  -0.2057,   0.1909
"2000-08-02 15:30:22",   3.4486,  -0.7398,   0.4098
"2000-08-02 15:30:23",   3.9599,  -0.5591,  -0.2151
"2000-08-02 15:30:24",   4.3523,   0.3306,  -0.5162
"2000-08-02 15:30:25",   4.6553,   0.3757,   0.3207
"2000-08-02 15:30:26",   4.6249,  -0.8766,   0.0456
"2000-08-02 15:30:27",   4.0715,  -1.2292,   0.1499
"2000-08-02 15:30:28",   2.7302,  -1.7581,  -0.8254
