# EBEX 2000, Kettleman City, CA, USA
# Turbulence data measured at 1 Hz by fast-anemometer at 6.4 m
# Start: 2000/08/16 15:30 PST
# u (m/s) : longitudinal wind vector component
# v (m/s) : lateral wind vector component
# w (m/s) : vertical wind vector component

"YYYY-MM-DD HH:MM:SS","u (m/s)","v (m/s)","w (m/s)"
"2000-08-16 15:30:00",   2.9385,  -0.0507,   0.3364
"2000-08-16 15:30:01",   2.8679,  -0.3692,  -0.6267
"2000-08-16 15:30:02",   2.8673,  -0.3670,  -0.0799
"2000-08-16 15:30:03",   2.8639,  -0.3287,   0.1373
"2000-08-16 15:30:04",   2.7865,  -0.2000,  -0.0318
"2000-08-16 15:30:05",   3.0451,  -0.2946,  -0.2335
"2000-08-16 15:30:06",   2.9449,  -0.2675,   0.0370
"2000-08-16 15:30:07",   3.0220,  -0.4865,  -0.1907
"2000-08-16 15:30:08",   3.1003,  -0.4685,  -0.4312
"2000-08-16 15:30:09",   3.0327,  -0.2525,  -0.3365
"2000-08-16 15:30:10",   2.9218,  -0.0772,  -0.3405
"2000-08-16 15:30:11",   2.5157,  -0.6070,  -0.2740
"2000-08-16 15:30:12",   3.2077,  -0.1858,  -0.2278
"2000-08-16 15:30:13",   2.9808,  -0.6836,  -0.4866
"2000-08-16 15:30:14",   3.2271,  -0.1059,  -0.0300
"2000-08-16 15:30:15",   3.2290,  -0.0194,  -0.1187
"2000-08-16 15:30:16",   3.2538,  -0.0626,   0.0384
"2000-08-16 15:30:17",   3.2537,  -0.0304,   0.0331
"2000-08-16 15:30:18",   3.1779,  -0.1795,   0.1214
"2000-08-16 15:30:19",   2.9215,  -0.4943,  -0.1414
"2000-08-16 15:30:20",   2.9548,  -0.4558,  -0.2164
"2000-08-16 15:30:21",   3.2609,  -0.1078,   0.0486
"2000-08-16 15:30:22",   3.0120,  -0.1826,  -0.2968
"2000-08-16 15:30:23",   2.6890,  -0.3654,  -0.5958
"2000-08-16 15:30:24",   2.9954,  -0.3552,  -0.6775
"2000-08-16 15:30:25",   2.7466,  -0.2161,   0.2716
"2000-08-16 15:30:26",   2.4439,   0.5537,  -0.0705
"2000-08-16 15:30:27",   2.6350,  -0.4553,  -0.0830
"2000-08-16 15:30:28",   1.9708,  -0.4947,  -0.0195
"2000-08-16 15:30:29",   2.2475,  -0.9009,   0.2864
"2000-08-16 15:30:30",   2.3938,  -0.3712,   0.1988
"2000-08-16 15:30:31",   2.0678,  -0.1409,   0.1746
"2000-08-16 15:30:32",   2.3250,  -0.0646,  -0.0039
"2000-08-16 15:30:33",   2.0807,  -0.2275,  -0.2531
"2000-08-16 15:30:34",   2.3643,  -0.5084,  -0.1490
"2000-08-16 15:30:35",   2.1046,  -0.0970,  -0.1582
"2000-08-16 15:30:36",   2.4042,  -0.1086,  -0.3030
"2000-08-16 15:30:37",   2.5333,  -0.1811,   0.1346
"2000-08-16 15:30:38",   2.5822,  -0.1859,  -0.1008
"2000-08-16 15:30:39",   2.6403,  -0.7748,  -0.2109
"2000-08-16 15:30:40",   2.2402,  -0.8992,  -0.1539
"2000-08-16 15:30:41",   2.3171,  -0.0412,   0.0618
"2000-08-16 15:30:42",   2.2585,  -0.4548,  -0.0431
"2000-08-16 15:30:43",   2.3414,  -0.3644,   0.3637
"2000-08-16 15:30:44",   2.2013,  -0.7032,  -0.3380
"2000-08-16 15:30:45",   2.4622,  -0.7010,   0.1880
"2000-08-16 15:30:46",   2.9807,  -0.7248,  -0.2788
"2000-08-16 15:30:47",   3.0833,  -0.9793,  -0.1889
"2000-08-16 15:30:48",   3.2106,  -0.9923,  -0.0455
"2000-08-16 15:30:49",   3.0476,  -0.5845,  -0.1119
