# EBEX 2000, Kettleman City, CA, USA
# Turbulence data measured at 1 Hz by fast-anemometer at 6.4 m
# Start: 2000/08/11 14:30 PST
# u (m/s) : longitudinal wind vector component
# v (m/s) : lateral wind vector component
# w (m/s) : vertical wind vector component

"YYYY-MM-DD HH:MM:SS","u (m/s)","v (m/s)","w (m/s)"
"2000-08-11 14:30:00",   3.2081,  -0.4306,   0.0937
"2000-08-11 14:30:01",   2.5764,  -0.9875,   0.4260
"2000-08-11 14:30:02",   2.8877,  -0.0803,   0.3387
"2000-08-11 14:30:03",   2.6578,   0.4969,  -0.1252
"2000-08-11 14:30:04",   3.0260,   0.0506,   0.1189
"2000-08-11 14:30:05",   2.7315,   0.6094,  -0.0355
"2000-08-11 14:30:06",   3.0982,   1.4020,  -0.1129
"2000-08-11 14:30:07",   2.8888,   2.0494,   0.2162
"2000-08-11 14:30:08",   1.9184,   1.2823,   0.8572
"2000-08-11 14:30:09",   2.9140,  -0.1034,   0.4526
"2000-08-11 14:30:10",   2.8530,   0.4111,   0.5532
"2000-08-11 14:30:11",   2.3380,   1.0808,   0.4263
"2000-08-11 14:30:12",   2.1060,  -0.4104,   0.8046
"2000-08-11 14:30:13",   3.6443,  -0.3900,   1.0106
"2000-08-11 14:30:14",   3.1093,  -0.3842,   0.1709
"2000-08-11 14:30:15",   3.4686,  -0.2667,   0.0501
"2000-08-11 14:30:16",   3.1500,   0.2440,   0.6216
"2000-08-11 14:30:17",   3.7191,   0.1905,   0.5740
"2000-08-11 14:30:18",   3.2801,   1.0775,   0.4372
"2000-08-11 14:30:19",   2.8757,   0.5305,  -0.1188
"2000-08-11 14:30:20",   3.1673,   0.2041,   0.7132
"2000-08-11 14:30:21",   3.1311,   0.2930,   0.3588
"2000-08-11 14:30:22",   3.2740,   0.1759,  -0.2037
"2000-08-11 14:30:23",   3.3038,   0.2376,  -0.2359
"2000-08-11 14:30:24",   3.4203,  -0.1195,  -0.4513
"2000-08-11 14:30:25",   3.8697,  -0.2184,  -0.2943
"2000-08-11 14:30:26",   3.6479,  -0.0753,  -0.6028
"2000-08-11 14:30:27",   3.6831,   0.1832,   0.0566
"2000-08-11 14:30:28",   4.4663,   0.2120,   0.2134
"2000-08-11 14:30:29",   3.3677,   0.1289,   1.0188
"2000-08-11 14:30:30",   3.0200,  -0.8062,  -0.3342
"2000-08-11 14:30:31",   3.8107,  -0.7452,  -0.1543
"2000-08-11 14:30:32",   3.7896,   0.3625,  -0.5092
"2000-08-11 14:30:33",   2.7947,   0.3286,  -0.0346
"2000-08-11 14:30:34",   4.3582,   0.4148,   0.0036
"2000-08-11 14:30:35",   4.1866,   0.3451,  -0.2698
"2000-08-11 14:30:36",   4.2661,   0.5493,  -0.3515
"2000-08-11 14:30:37",   4.6793,   0.7137,   0.5085
"2000-08-11 14:30:38",   5.0539,   0.3640,   0.0821
"2000-08-11 14:30:39",   4.7699,  -0.3562,  -0.8307
"2000-08-11 14:30:40",   4.6155,  -1.0484,  -0.1376
"2000-08-11 14:30:41",   3.2400,  -1.0410,   0.7169
"2000-08-11 14:30:42",   3.9036,  -0.3589,   0.0293
"2000-08-11 14:30:43",   3.8994,   0.6393,  -0.7508
"2000-08-11 14:30:44",   3.7163,   0.6376,  -0.3943
"2000-08-11 14:30:45",   4.2170,   0.2508,  -0.5080
"2000-08-11 14:30:46",   3.4027,   0.5304,  -0.3663
"2000-08-11 14:30:47",   4.0024,  -0.5217,   0.1205
"2000-08-11 14:30:48",   2.3667,  -1.0216,  -0.0096
"2000-08-11 14:30:49",   2.9296,   0.1109,  -0.3676
"2000-08-11 14:30:50",   3.5591,  -0.7171,   0.2434
"2000-08-11 14:30:51",   2.9212,  -0.1229,  -0.5850
"2000-08-11 14:30:52",   3.5237,  -0.1554,   0.1633
"2000-08-11 14:30:53",   3.1440,   0.2031,   0.6536
