# EBEX 2000, Kettleman City, CA, USA
# Turbulence data measured at 1 Hz by fast-anemometer at 6.4 m
# Start: 2000/08/13 16:00 PST
# u (m/s) : longitudinal wind vector component
# v (m/s) : lateral wind vector component
# w (m/s) : vertical wind vector component

"YYYY-MM-DD HH:MM:SS","u (m/s)","v (m/s)","w (m/s)"
"2000-08-13 16:00:00",   3.7981,  -0.8936,   0.2299
"2000-08-13 16:00:01",   3.0136,  -0.1766,  -0.0498
"2000-08-13 16:00:02",   1.9977,  -0.2662,   0.3451
"2000-08-13 16:00:03",   2.0152,   0.2484,   0.6962
"2000-08-13 16:00:04",   3.4863,  -0.6340,  -0.2842
"2000-08-13 16:00:05",   3.1070,  -0.8448,  -0.0828
"2000-08-13 16:00:06",   2.8598,   0.2412,  -0.2388
"2000-08-13 16:00:07",   2.8680,   0.1221,  -0.2689
"2000-08-13 16:00:08",   3.1974,   0.1232,  -0.1738
"2000-08-13 16:00:09",   2.5494,  -0.2317,  -0.0903
"2000-08-13 16:00:10",   2.8031,  -0.1313,   0.1951
"2000-08-13 16:00:11",   2.9470,   0.3793,   0.1812
"2000-08-13 16:00:12",   2.4953,   0.2915,   0.1577
"2000-08-13 16:00:13",   2.7105,   0.0212,  -0.0319
"2000-08-13 16:00:14",   2.6596,  -0.6461,  -0.0155
"2000-08-13 16:00:15",   2.6567,  -0.1833,  -0.1199
"2000-08-13 16:00:16",   2.6270,  -0.0978,  -0.2705
"2000-08-13 16:00:17",   2.2547,  -0.6743,   0.1338
"2000-08-13 16:00:18",   2.5347,  -0.7342,  -0.1893
"2000-08-13 16:00:19",   2.9319,  -0.5850,   0.1157
"2000-08-13 16:00:20",   2.3700,  -0.3674,  -0.0598
"2000-08-13 16:00:21",   2.5285,  -0.2326,   0.2714
"2000-08-13 16:00:22",   1.6426,  -0.0770,   0.4736
"2000-08-13 16:00:23",   1.9532,  -0.1003,   0.3257
"2000-08-13 16:00:24",   1.9685,   0.8013,   0.2339
"2000-08-13 16:00:25",   2.4068,   0.0568,  -0.1495
"2000-08-13 16:00:26",   2.6401,   0.3319,   0.3329
"2000-08-13 16:00:27",   2.9778,   0.2430,  -0.0672
"2000-08-13 16:00:28",   3.8090,  -0.5600,   0.1307
"2000-08-13 16:00:29",   4.4320,  -1.2808,  -0.2815
"2000-08-13 16:00:30",   4.1161,  -0.9578,  -0.1212
"2000-08-13 16:00:31",   3.8226,  -0.9772,  -0.2685
"2000-08-13 16:00:32",   4.0220,  -0.2774,  -0.3235
"2000-08-13 16:00:33",   3.7636,  -0.3272,  -0.1184
"2000-08-13 16:00:34",   2.8626,   1.2857,   0.1370
"2000-08-13 16:00:35",   3.2817,   1.2149,   0.3306
"2000-08-13 16:00:36",   3.3435,   0.7128,   0.0980
"2000-08-13 16:00:37",   2.5367,   0.2964,   0.9135
"2000-08-13 16:00:38",   2.1280,  -0.6276,   0.5232
