# EBEX 2000, Kettleman City, CA, USA
# Turbulence data measured at 1 Hz by fast-anemometer at 6.4 m
# Start: 2000/08/15 15:00 PST
# u (m/s) : longitudinal wind vector component
# v (m/s) : lateral wind vector component
# w (m/s) : vertical wind vector component

"YYYY-MM-DD HH:MM:SS","u (m/s)","v (m/s)","w (m/s)"
"2000-08-15 15:00:00",   3.5976,  -0.4569,  -0.4303
"2000-08-15 15:00:01",   3.5403,   0.4946,   0.1026
"2000-08-15 15:00:02",   2.7102,  -0.5014,  -0.2280
"2000-08-15 15:00:03",   2.9898,  -0.3797,   0.1281
"2000-08-15 15:00:04",   2.9837,  -0.5194,  -0.0621
"2000-08-15 15:00:05",   2.8950,  -0.5148,   0.1477
"2000-08-15 15:00:06",   3.0493,   0.5513,   0.8149
"2000-08-15 15:00:07",   3.0468,   0.2020,   0.0812
"2000-08-15 15:00:08",   3.4942,   0.2590,  -0.1094
"2000-08-15 15:00:09",   3.5807,   0.6613,   0.0945
"2000-08-15 15:00:10",   3.3772,   0.1934,   0.2559
"2000-08-15 15:00:11",   3.2331,   0.0900,  -0.1436
"2000-08-15 15:00:12",   3.0129,   0.1803,  -0.0279
"2000-08-15 15:00:13",   2.7779,  -0.0729,   0.0866
"2000-08-15 15:00:14",   3.0920,   0.0010,   0.0751
"2000-08-15 15:00:15",   3.3286,  -0.0592,  -0.0396
"2000-08-15 15:00:16",   3.2376,  -0.3330,   0.2657
"2000-08-15 15:00:17",   3.3469,  -0.6071,   0.3283
"2000-08-15 15:00:18",   3.0969,  -0.3591,   0.6721
"2000-08-15 15:00:19",   3.3510,  -0.1548,   0.1938
"2000-08-15 15:00:20",   3.6742,  -0.0428,  -0.2094
"2000-08-15 15:00:21",   4.5133,   0.4235,  -0.5873
"2000-08-15 15:00:22",   3.1487,   0.0674,   0.5220
"2000-08-15 15:00:23",   2.2284,   0.0421,   0.5511
"2000-08-15 15:00:24",   3.8874,  -0.7415,  -0.1673
"2000-08-15 15:00:25",   3.6821,  -0.3062,  -0.1602
"2000-08-15 15:00:26",   4.2236,  -1.1054,  -0.0166
"2000-08-15 15:00:27",   3.8757,  -0.2816,   0.1295
"2000-08-15 15:00:28",   4.2139,  -0.1045,   0.3552
"2000-08-15 15:00:29",   3.9296,  -0.8594,   0.0293
"2000-08-15 15:00:30",   2.8360,   0.5933,   0.4190
"2000-08-15 15:00:31",   3.2883,  -0.0714,   0.8111
"2000-08-15 15:00:32",   4.1338,  -0.1377,  -0.2358
"2000-08-15 15:00:33",   3.8839,  -0.5885,   0.4078
"2000-08-15 15:00:34",   3.6654,  -0.0089,  -0.3661
"2000-08-15 15:00:35",   3.9610,  -0.2875,  -0.1707
"2000-08-15 15:00:36",   3.4948,  -0.0921,  -0.0820
"2000-08-15 15:00:37",   2.9370,   0.0579,  -0.5155
"2000-08-15 15:00:38",   1.8539,   0.2526,   0.6369
"2000-08-15 15:00:39",   1.8810,   0.2856,   0.8594
"2000-08-15 15:00:40",   2.5948,   0.1816,   0.0621
"2000-08-15 15:00:41",   3.0931,   0.7377,  -0.0285
"2000-08-15 15:00:42",   3.1177,   0.1298,  -0.3810
"2000-08-15 15:00:43",   3.3957,   1.0500,   0.1701
