# EBEX 2000, Kettleman City, CA, USA
# Turbulence data measured at 1 Hz by fast-anemometer at 6.4 m
# Start: 2000/08/15 11:30 PST
# u (m/s) : longitudinal wind vector component
# v (m/s) : lateral wind vector component
# w (m/s) : vertical wind vector component

"YYYY-MM-DD HH:MM:SS","u (m/s)","v (m/s)","w (m/s)"
"2000-08-15 11:30:00",   2.7255,  -0.7766,  -0.3122
"2000-08-15 11:30:01",   3.0993,  -1.3418,   0.1060
"2000-08-15 11:30:02",   3.3221,  -0.9489,  -0.2783
"2000-08-15 11:30:03",   3.3396,  -1.5118,  -0.3039
"2000-08-15 11:30:04",   3.4065,  -1.2653,  -0.6954
"2000-08-15 11:30:05",   3.2957,  -1.7267,  -0.2603
"2000-08-15 11:30:06",   3.0811,  -1.3423,   0.0948
"2000-08-15 11:30:07",   2.7134,  -1.6696,   0.3669
"2000-08-15 11:30:08",   3.2874,  -0.5648,   0.5376
"2000-08-15 11:30:09",   3.9227,  -1.0242,   0.0361
"2000-08-15 11:30:10",   3.3596,  -0.8115,  -0.5584
"2000-08-15 11:30:11",   2.8396,  -0.8083,   0.3148
"2000-08-15 11:30:12",   3.2189,  -1.2300,  -0.3015
"2000-08-15 11:30:13",   3.3732,  -1.8801,   0.0715
"2000-08-15 11:30:14",   3.1925,  -1.3662,  -0.1635
"2000-08-15 11:30:15",   3.5462,  -1.6781,   0.2382
"2000-08-15 11:30:16",   3.4607,  -1.1970,  -0.5046
"2000-08-15 11:30:17",   3.1517,  -1.1852,  -0.0035
"2000-08-15 11:30:18",   3.0018,  -1.4334,  -0.2832
"2000-08-15 11:30:19",   2.9867,  -1.2709,  -0.2991
"2000-08-15 11:30:20",   2.8443,  -1.5275,  -0.3442
"2000-08-15 11:30:21",   2.7551,  -1.5946,  -0.3229
"2000-08-15 11:30:22",   3.1668,  -1.5976,  -0.1423
"2000-08-15 11:30:23",   3.1572,  -1.2204,  -0.0544
"2000-08-15 11:30:24",   3.5707,  -1.2606,  -0.0106
"2000-08-15 11:30:25",   3.0933,  -0.6356,  -0.2274
"2000-08-15 11:30:26",   2.9965,  -1.2876,  -0.6215
"2000-08-15 11:30:27",   3.3512,  -1.1276,  -0.2241
"2000-08-15 11:30:28",   2.6980,  -0.9742,   0.1554
"2000-08-15 11:30:29",   1.4656,  -1.2526,   0.5562
"2000-08-15 11:30:30",   3.4365,  -1.3080,   0.1657
"2000-08-15 11:30:31",   2.8296,  -0.7842,  -0.0011
"2000-08-15 11:30:32",   2.4522,  -0.3592,   0.4952
"2000-08-15 11:30:33",   2.9992,  -0.1893,   0.2615
"2000-08-15 11:30:34",   3.1238,  -0.7966,   0.1057
