# EBEX 2000, Kettleman City, CA, USA
# Turbulence data measured at 1 Hz by fast-anemometer at 6.4 m
# Start: 2000/08/10 12:30 PST
# u (m/s) : longitudinal wind vector component
# v (m/s) : lateral wind vector component
# w (m/s) : vertical wind vector component

"YYYY-MM-DD HH:MM:SS","u (m/s)","v (m/s)","w (m/s)"
"2000-08-10 12:30:00",   0.7096,   0.2204,   0.8883
"2000-08-10 12:30:01",   1.1042,   0.2839,   0.0472
"2000-08-10 12:30:02",   1.3327,  -0.7360,  -0.1554
"2000-08-10 12:30:03",   1.5494,  -0.1025,  -0.0187
"2000-08-10 12:30:04",   0.7408,  -0.6156,   0.2893
"2000-08-10 12:30:05",   1.0496,  -0.8824,   0.4076
"2000-08-10 12:30:06",   1.4311,  -0.8934,  -0.0975
"2000-08-10 12:30:07",   1.5002,  -1.2557,   0.0037
"2000-08-10 12:30:08",   0.9066,  -1.1896,  -0.5486
"2000-08-10 12:30:09",   1.5038,  -0.9367,   0.8069
"2000-08-10 12:30:10",   1.2455,  -1.2323,   0.8334
"2000-08-10 12:30:11",   0.9040,  -0.3701,   0.2699
"2000-08-10 12:30:12",   1.3965,  -0.4220,   0.2252
"2000-08-10 12:30:13",   1.2160,  -0.5454,   0.8458
"2000-08-10 12:30:14",   1.8503,   0.0070,   0.3981
"2000-08-10 12:30:15",   1.2716,  -0.3890,   0.8569
"2000-08-10 12:30:16",   1.6957,  -0.6564,   1.2437
"2000-08-10 12:30:17",   2.1773,   0.3420,   0.8569
"2000-08-10 12:30:18",   2.6547,   0.4642,   0.9639
"2000-08-10 12:30:19",   1.9626,   0.6083,   0.9080
"2000-08-10 12:30:20",   2.3557,   1.1897,   0.0967
"2000-08-10 12:30:21",   1.8567,   1.4091,   0.0106
"2000-08-10 12:30:22",   2.4861,   1.1571,   0.3938
"2000-08-10 12:30:23",   2.6377,   0.6358,  -0.1174
"2000-08-10 12:30:24",   2.8954,   0.7607,  -0.1548
"2000-08-10 12:30:25",   2.6790,   0.6058,  -0.3762
"2000-08-10 12:30:26",   2.6286,   0.6577,  -0.3258
"2000-08-10 12:30:27",   2.9105,   0.9600,  -0.1013
"2000-08-10 12:30:28",   2.7344,   0.8934,   0.0209
"2000-08-10 12:30:29",   3.2172,   0.7402,  -0.0917
"2000-08-10 12:30:30",   3.0376,   0.7022,   0.1013
"2000-08-10 12:30:31",   3.5701,   1.0658,   0.0022
"2000-08-10 12:30:32",   3.4639,   1.2820,  -0.0947
"2000-08-10 12:30:33",   3.3648,   1.0812,  -0.2233
"2000-08-10 12:30:34",   3.1070,   1.2660,  -0.7503
"2000-08-10 12:30:35",   2.5398,   1.5659,   0.1099
"2000-08-10 12:30:36",   2.5826,   1.3770,   0.1390
"2000-08-10 12:30:37",   2.5327,   0.8722,   0.2037
"2000-08-10 12:30:38",   1.9000,   0.7574,   0.4754
"2000-08-10 12:30:39",   2.3234,   0.9504,   0.6912
"2000-08-10 12:30:40",   2.8037,   0.4963,  -0.3103
"2000-08-10 12:30:41",   3.1930,   0.4715,  -0.2508
"2000-08-10 12:30:42",   2.8992,   0.9161,  -0.2575
"2000-08-10 12:30:43",   3.1727,   1.2551,   0.0310
"2000-08-10 12:30:44",   2.7073,   1.1012,  -0.1296
"2000-08-10 12:30:45",   3.1698,   1.1051,  -0.5980
"2000-08-10 12:30:46",   2.9624,   1.0302,  -0.2794
"2000-08-10 12:30:47",   2.5172,   1.2867,   0.0538
"2000-08-10 12:30:48",   2.7057,   1.7550,  -0.0592
"2000-08-10 12:30:49",   2.9004,   1.8507,   0.2714
"2000-08-10 12:30:50",   2.9442,   1.2916,  -0.0235
"2000-08-10 12:30:51",   2.5331,   1.1453,   0.1045
"2000-08-10 12:30:52",   2.1759,   1.2185,   0.4323
"2000-08-10 12:30:53",   2.1403,   1.4117,   0.9265
"2000-08-10 12:30:54",   2.1913,   1.6452,   0.8434
"2000-08-10 12:30:55",   1.8552,   0.9335,   0.8701
"2000-08-10 12:30:56",   2.1065,   0.9573,   1.0390
"2000-08-10 12:30:57",   2.6407,   0.2004,   0.7517
"2000-08-10 12:30:58",   2.4646,   0.5624,   0.7777
"2000-08-10 12:30:59",   2.8268,   0.4944,  -0.1643
"2000-08-10 12:31:00",   2.4027,   0.1098,   0.9494
"2000-08-10 12:31:01",   2.3080,   0.0622,   0.7634
"2000-08-10 12:31:02",   3.5686,   0.2419,  -0.0149
"2000-08-10 12:31:03",   2.6887,   0.7785,   0.3028
"2000-08-10 12:31:04",   2.7197,   1.3397,   0.4177
"2000-08-10 12:31:05",   3.3923,   0.2985,   0.1720
"2000-08-10 12:31:06",   3.3307,  -0.0140,   0.2107
"2000-08-10 12:31:07",   3.6030,   0.2749,   0.5010
"2000-08-10 12:31:08",   3.5924,   0.6098,  -0.4968
"2000-08-10 12:31:09",   3.2277,   0.6407,  -0.6769
"2000-08-10 12:31:10",   3.5909,   0.4601,   0.0995
"2000-08-10 12:31:11",   3.3324,   0.6147,  -0.2270
"2000-08-10 12:31:12",   2.9915,   0.5030,  -0.3219
"2000-08-10 12:31:13",   2.8192,   0.4077,  -0.5611
"2000-08-10 12:31:14",   2.4776,   0.2475,  -0.4093
"2000-08-10 12:31:15",   2.5231,   0.1433,  -0.1054
"2000-08-10 12:31:16",   2.7834,   0.1489,   0.0269
"2000-08-10 12:31:17",   2.8505,   0.0956,   0.2353
"2000-08-10 12:31:18",   3.2050,   0.2788,  -0.2000
"2000-08-10 12:31:19",   3.7078,   0.6240,  -0.2733
"2000-08-10 12:31:20",   3.3450,   0.7988,   0.1318
"2000-08-10 12:31:21",   3.2337,   0.6707,  -0.2355
"2000-08-10 12:31:22",   3.4461,   0.8656,  -0.1112
"2000-08-10 12:31:23",   3.3302,   0.8642,  -0.2748
"2000-08-10 12:31:24",   3.2031,   0.6430,  -0.3630
"2000-08-10 12:31:25",   3.3324,   0.3765,  -0.3874
"2000-08-10 12:31:26",   3.3795,   0.3776,  -0.1470
"2000-08-10 12:31:27",   3.0812,   0.5594,  -0.3416
"2000-08-10 12:31:28",   3.3412,   0.6110,  -0.1133
"2000-08-10 12:31:29",   3.3872,   0.9784,  -0.3014
"2000-08-10 12:31:30",   3.4353,   0.7170,  -0.4130
"2000-08-10 12:31:31",   3.6117,   0.7311,  -0.4785
"2000-08-10 12:31:32",   3.3543,   0.9049,  -0.3002
"2000-08-10 12:31:33",   3.4617,   0.8178,  -0.6014
"2000-08-10 12:31:34",   3.2208,   0.7243,  -0.4451
"2000-08-10 12:31:35",   3.1786,   0.8760,  -0.2921
"2000-08-10 12:31:36",   2.9098,   0.9153,  -0.3639
"2000-08-10 12:31:37",   2.7259,   0.9398,  -0.4558
"2000-08-10 12:31:38",   3.0290,   0.9620,  -0.0655
"2000-08-10 12:31:39",   2.8617,   0.9206,  -0.2459
"2000-08-10 12:31:40",   2.8295,   0.9091,  -0.2870
"2000-08-10 12:31:41",   2.8111,   0.7983,  -0.3896
"2000-08-10 12:31:42",   2.4780,   0.7538,  -0.4487
"2000-08-10 12:31:43",   2.5155,   0.8383,  -0.0877
"2000-08-10 12:31:44",   2.6668,   0.5740,  -0.0610
"2000-08-10 12:31:45",   2.6836,   0.4496,   0.0877
"2000-08-10 12:31:46",   2.7149,   0.5188,   0.2321
"2000-08-10 12:31:47",   2.7320,   0.4754,  -0.0977
