# EBEX 2000, Kettleman City, CA, USA
# Turbulence data measured at 1 Hz by fast-anemometer at 6.4 m
# Start: 2000/08/13 15:30 PST
# u (m/s) : longitudinal wind vector component
# v (m/s) : lateral wind vector component
# w (m/s) : vertical wind vector component

"YYYY-MM-DD HH:MM:SS","u (m/s)","v (m/s)","w (m/s)"
"2000-08-13 15:30:00",   2.7959,   0.1195,  -0.1839
"2000-08-13 15:30:01",   2.8284,   0.0940,   0.2428
"2000-08-13 15:30:02",   2.8467,   0.4227,   0.4662
"2000-08-13 15:30:03",   3.3697,  -0.9203,   0.0572
"2000-08-13 15:30:04",   4.4352,  -0.1970,   0.6046
"2000-08-13 15:30:05",   3.8545,  -0.5420,   0.2618
"2000-08-13 15:30:06",   3.5163,   0.5309,   0.3987
"2000-08-13 15:30:07",   3.2888,   0.3648,   0.4624
"2000-08-13 15:30:08",   2.8465,   0.4452,   0.4284
"2000-08-13 15:30:09",   3.1893,   0.2406,  -0.0730
"2000-08-13 15:30:10",   3.1790,   0.5742,   0.2677
"2000-08-13 15:30:11",   2.8847,   0.9580,  -0.2955
"2000-08-13 15:30:12",   3.1455,   0.3657,   0.5517
"2000-08-13 15:30:13",   3.2977,   0.8225,   0.1544
"2000-08-13 15:30:14",   3.6156,   0.8391,   0.1294
"2000-08-13 15:30:15",   2.7362,   0.3938,   0.8908
"2000-08-13 15:30:16",   2.9597,   0.5007,   0.3120
"2000-08-13 15:30:17",   1.6613,   0.0239,   0.9829
"2000-08-13 15:30:18",   3.1052,   0.2964,   0.2756
"2000-08-13 15:30:19",   2.9057,   0.5040,   0.3778
"2000-08-13 15:30:20",   3.9751,   0.4603,   0.8494
"2000-08-13 15:30:21",   3.6424,   0.2552,   0.7475
"2000-08-13 15:30:22",   2.6075,  -0.2758,   0.6367
"2000-08-13 15:30:23",   2.1088,  -0.6295,   0.5690
"2000-08-13 15:30:24",   2.1785,   0.2240,   0.1929
"2000-08-13 15:30:25",   2.7531,  -0.6704,  -0.3967
"2000-08-13 15:30:26",   3.4317,   0.1199,  -0.2984
"2000-08-13 15:30:27",   2.5727,  -0.4393,   0.4001
"2000-08-13 15:30:28",   2.7143,   0.0443,   0.0587
"2000-08-13 15:30:29",   2.7039,   0.0673,   0.7469
"2000-08-13 15:30:30",   1.7738,  -0.7658,   0.2227
"2000-08-13 15:30:31",   2.3155,  -0.3151,   0.6132
"2000-08-13 15:30:32",   3.2624,  -0.6741,  -0.2388
"2000-08-13 15:30:33",   3.1244,  -0.6923,  -0.2390
"2000-08-13 15:30:34",   2.8153,  -0.6084,  -0.0342
"2000-08-13 15:30:35",   3.2113,  -0.0352,   0.2108
"2000-08-13 15:30:36",   3.1168,  -0.5484,  -0.2168
"2000-08-13 15:30:37",   3.7212,  -0.1713,   0.6091
"2000-08-13 15:30:38",   2.9726,   0.2021,   0.3160
"2000-08-13 15:30:39",   2.7248,   0.2097,   0.2614
"2000-08-13 15:30:40",   3.7278,  -0.7968,  -0.2844
"2000-08-13 15:30:41",   4.0140,   0.0594,  -0.0519
"2000-08-13 15:30:42",   3.9045,  -0.1975,  -0.1556
"2000-08-13 15:30:43",   3.5620,  -0.3149,  -0.2013
"2000-08-13 15:30:44",   3.1296,  -0.0241,   0.6362
"2000-08-13 15:30:45",   3.4361,  -0.4149,  -0.2379
"2000-08-13 15:30:46",   2.9293,  -0.7195,  -0.3514
"2000-08-13 15:30:47",   2.9949,  -0.2140,   0.0958
"2000-08-13 15:30:48",   2.6848,  -0.5615,   0.1771
"2000-08-13 15:30:49",   2.2199,   0.1538,   0.0838
"2000-08-13 15:30:50",   2.6823,  -0.2518,   0.4543
"2000-08-13 15:30:51",   3.0833,  -0.5860,  -0.0184
"2000-08-13 15:30:52",   3.3699,  -0.3649,   0.2106
"2000-08-13 15:30:53",   3.1254,  -0.4383,  -0.0759
"2000-08-13 15:30:54",   3.1831,  -0.3473,   0.2484
"2000-08-13 15:30:55",   3.0947,  -0.6071,   0.0848
"2000-08-13 15:30:56",   4.0541,  -0.1822,  -0.1805
"2000-08-13 15:30:57",   3.0333,  -0.4722,   0.0172
"2000-08-13 15:30:58",   3.4916,  -0.7297,  -0.1074
"2000-08-13 15:30:59",   3.7408,  -0.5033,  -0.3771
"2000-08-13 15:31:00",   4.0707,  -0.5765,  -0.0772
"2000-08-13 15:31:01",   3.5730,  -0.4137,   0.1791
"2000-08-13 15:31:02",   3.7046,  -0.0438,  -0.2306
"2000-08-13 15:31:03",   3.0024,  -0.3771,  -0.0821
"2000-08-13 15:31:04",   2.7489,   0.2829,   0.1625
