# EBEX 2000, Kettleman City, CA, USA
# Turbulence data measured at 1 Hz by fast-anemometer at 6.4 m
# Start: 2000/08/10 16:00 PST
# u (m/s) : longitudinal wind vector component
# v (m/s) : lateral wind vector component
# w (m/s) : vertical wind vector component

"YYYY-MM-DD HH:MM:SS","u (m/s)","v (m/s)","w (m/s)"
"2000-08-10 16:00:00",   2.8366,  -0.1724,   0.2908
"2000-08-10 16:00:01",   2.8737,   0.4121,   0.0264
"2000-08-10 16:00:02",   3.0081,  -0.2351,  -0.1415
"2000-08-10 16:00:03",   2.6465,  -0.2952,   0.2895
"2000-08-10 16:00:04",   2.4093,  -0.0744,   0.0158
"2000-08-10 16:00:05",   2.0830,   0.0718,   0.5841
"2000-08-10 16:00:06",   2.2614,  -0.5222,   0.4017
"2000-08-10 16:00:07",   2.8370,   0.5169,   0.6163
"2000-08-10 16:00:08",   2.6519,  -0.0585,   0.0243
"2000-08-10 16:00:09",   2.3510,   0.4709,  -0.6103
"2000-08-10 16:00:10",   2.6858,   0.5686,  -0.0764
"2000-08-10 16:00:11",   2.5028,   0.0939,   0.0599
"2000-08-10 16:00:12",   2.8918,   0.1487,   0.4945
"2000-08-10 16:00:13",   3.0341,  -0.0612,   0.3174
"2000-08-10 16:00:14",   3.4208,   0.7864,   0.2685
"2000-08-10 16:00:15",   3.4602,   0.0118,  -0.4849
"2000-08-10 16:00:16",   3.9174,  -0.0170,  -1.0151
"2000-08-10 16:00:17",   3.3000,   0.4062,   0.2606
"2000-08-10 16:00:18",   4.3610,   1.0082,  -0.0179
"2000-08-10 16:00:19",   3.6656,  -0.2530,  -0.2373
"2000-08-10 16:00:20",   2.9039,  -0.6922,   0.4158
"2000-08-10 16:00:21",   3.2435,   0.5688,   0.6842
"2000-08-10 16:00:22",   3.5451,   0.0728,   0.2683
"2000-08-10 16:00:23",   3.1603,  -0.1422,   0.2458
"2000-08-10 16:00:24",   3.3372,  -0.0043,  -0.1457
"2000-08-10 16:00:25",   2.9851,  -0.0752,   0.2815
"2000-08-10 16:00:26",   3.4462,   0.6285,   0.0598
"2000-08-10 16:00:27",   3.2518,  -0.3436,   0.4328
"2000-08-10 16:00:28",   3.0689,  -0.8564,  -0.1237
"2000-08-10 16:00:29",   4.3040,  -0.2533,  -0.1008
"2000-08-10 16:00:30",   3.9932,  -0.4738,   0.1624
"2000-08-10 16:00:31",   4.0869,   0.3163,  -0.5214
"2000-08-10 16:00:32",   3.9924,  -0.0471,  -0.5616
"2000-08-10 16:00:33",   3.2782,  -0.8172,   0.3094
"2000-08-10 16:00:34",   3.0625,   0.7198,   0.1518
"2000-08-10 16:00:35",   3.5268,  -0.1934,  -0.0737
