# EBEX 2000, Kettleman City, CA, USA
# Turbulence data measured at 1 Hz by fast-anemometer at 6.4 m
# Start: 2000/08/03 10:00 PST
# u (m/s) : longitudinal wind vector component
# v (m/s) : lateral wind vector component
# w (m/s) : vertical wind vector component

"YYYY-MM-DD HH:MM:SS","u (m/s)","v (m/s)","w (m/s)"
"2000-08-03 10:00:00",   2.1374,  -0.1608,   0.5288
"2000-08-03 10:00:01",   2.0198,  -0.6465,  -0.3595
"2000-08-03 10:00:02",   1.9226,  -0.5621,  -0.1775
"2000-08-03 10:00:03",   2.0517,  -0.7723,  -0.0280
"2000-08-03 10:00:04",   2.0087,  -0.7840,   0.0239
"2000-08-03 10:00:05",   2.0115,  -0.5260,   0.1676
"2000-08-03 10:00:06",   2.0399,   0.0536,   0.0051
"2000-08-03 10:00:07",   1.7380,  -0.2729,   0.8038
"2000-08-03 10:00:08",   1.6297,  -0.6696,  -0.0066
"2000-08-03 10:00:09",   2.3581,  -0.9174,  -0.1967
"2000-08-03 10:00:10",   2.1201,  -0.8473,  -0.1121
"2000-08-03 10:00:11",   2.1543,  -0.7202,  -0.2847
"2000-08-03 10:00:12",   2.4221,  -0.6545,  -0.1750
"2000-08-03 10:00:13",   2.0737,  -0.4739,  -0.0931
"2000-08-03 10:00:14",   2.0622,  -0.2870,   0.2618
"2000-08-03 10:00:15",   2.2727,  -0.3608,   0.3920
"2000-08-03 10:00:16",   2.2388,  -0.4115,   0.2532
"2000-08-03 10:00:17",   2.4013,  -0.0849,  -0.1340
"2000-08-03 10:00:18",   2.2253,   0.0025,   0.0812
"2000-08-03 10:00:19",   2.3339,  -0.3446,   0.3609
"2000-08-03 10:00:20",   1.9426,  -0.5205,   0.7571
"2000-08-03 10:00:21",   2.3767,  -0.6758,  -0.2311
"2000-08-03 10:00:22",   2.4289,  -0.5223,  -0.0362
"2000-08-03 10:00:23",   2.0758,  -0.5658,   0.1659
"2000-08-03 10:00:24",   1.8524,  -0.2682,   0.4590
"2000-08-03 10:00:25",   2.3512,  -0.3311,   0.0063
"2000-08-03 10:00:26",   2.2979,  -0.1632,  -0.0814
"2000-08-03 10:00:27",   2.3524,  -0.0962,  -0.0980
"2000-08-03 10:00:28",   2.5171,  -0.1653,  -0.2939
"2000-08-03 10:00:29",   2.8937,  -0.4213,  -0.0798
"2000-08-03 10:00:30",   2.8472,  -0.5639,  -0.1445
"2000-08-03 10:00:31",   2.8170,  -0.3720,  -0.0840
"2000-08-03 10:00:32",   2.7486,  -0.4284,  -0.0399
"2000-08-03 10:00:33",   1.7665,  -0.4112,   0.8633
"2000-08-03 10:00:34",   2.6674,  -0.5194,   0.0257
"2000-08-03 10:00:35",   2.4343,  -0.5861,  -0.0323
"2000-08-03 10:00:36",   2.4556,  -0.4767,   0.0406
"2000-08-03 10:00:37",   2.4053,  -0.3813,  -0.1898
"2000-08-03 10:00:38",   2.5158,  -0.1000,  -0.0584
"2000-08-03 10:00:39",   2.4229,  -0.2730,  -0.2175
"2000-08-03 10:00:40",   2.4729,  -0.2498,  -0.1466
"2000-08-03 10:00:41",   2.6575,  -0.2170,  -0.2844
"2000-08-03 10:00:42",   2.5866,  -0.2312,  -0.4055
"2000-08-03 10:00:43",   2.4166,  -0.1944,  -0.2477
"2000-08-03 10:00:44",   2.4187,   0.4241,   0.6266
"2000-08-03 10:00:45",   2.3450,  -0.1144,   0.0797
"2000-08-03 10:00:46",   2.6061,  -0.0648,  -0.2177
"2000-08-03 10:00:47",   2.6244,  -0.0419,  -0.3636
"2000-08-03 10:00:48",   2.7274,  -0.1366,  -0.2217
"2000-08-03 10:00:49",   2.7909,   0.0414,  -0.2105
"2000-08-03 10:00:50",   2.7836,   0.0118,  -0.3963
"2000-08-03 10:00:51",   2.4243,  -0.0605,  -0.1076
"2000-08-03 10:00:52",   2.4053,   0.1003,   0.2475
"2000-08-03 10:00:53",   2.4142,   0.1842,   0.2676
"2000-08-03 10:00:54",   1.4662,  -0.1872,   0.2103
"2000-08-03 10:00:55",   2.1142,  -0.3037,  -0.0760
"2000-08-03 10:00:56",   2.0732,  -0.4349,   0.1339
"2000-08-03 10:00:57",   2.3909,  -0.5138,  -0.2685
"2000-08-03 10:00:58",   2.0724,  -0.3352,  -0.2719
"2000-08-03 10:00:59",   2.4023,  -0.4511,  -0.1727
"2000-08-03 10:01:00",   2.3269,  -0.3123,   0.2121
"2000-08-03 10:01:01",   2.3811,  -0.3435,  -0.3907
"2000-08-03 10:01:02",   2.4894,  -0.1215,  -0.2036
"2000-08-03 10:01:03",   2.2914,  -0.7960,  -0.1517
"2000-08-03 10:01:04",   1.9303,  -0.9194,   0.0533
"2000-08-03 10:01:05",   2.3306,  -0.8300,  -0.1100
"2000-08-03 10:01:06",   2.5982,  -0.3382,  -0.2778
"2000-08-03 10:01:07",   3.1074,  -1.0110,   0.2163
"2000-08-03 10:01:08",   2.3494,  -0.8733,  -0.1152
"2000-08-03 10:01:09",   2.3928,  -0.8159,  -0.0068
"2000-08-03 10:01:10",   2.8733,  -0.6682,   0.0793
"2000-08-03 10:01:11",   2.8816,  -0.6804,  -0.4044
"2000-08-03 10:01:12",   2.7628,  -0.5949,  -0.3256
"2000-08-03 10:01:13",   2.9376,  -0.3266,  -0.2970
"2000-08-03 10:01:14",   2.8608,  -0.6434,   0.0261
"2000-08-03 10:01:15",   2.7154,  -0.2134,   0.0984
"2000-08-03 10:01:16",   2.7204,  -0.3987,  -0.2161
"2000-08-03 10:01:17",   2.7338,  -0.5333,  -0.2705
"2000-08-03 10:01:18",   2.5003,  -0.5126,  -0.2890
"2000-08-03 10:01:19",   2.5238,  -0.3465,  -0.0455
