# EBEX 2000, Kettleman City, CA, USA
# Turbulence data measured at 1 Hz by fast-anemometer at 6.4 m
# Start: 2000/08/13 10:00 PST
# u (m/s) : longitudinal wind vector component
# v (m/s) : lateral wind vector component
# w (m/s) : vertical wind vector component

"YYYY-MM-DD HH:MM:SS","u (m/s)","v (m/s)","w (m/s)"
"2000-08-13 10:00:00",   2.7416,   1.4430,  -0.4922
"2000-08-13 10:00:01",   2.3383,   1.3746,  -0.6356
"2000-08-13 10:00:02",   2.5610,   0.7098,  -0.2345
"2000-08-13 10:00:03",   2.6484,   0.6937,  -0.1326
"2000-08-13 10:00:04",   2.7780,   0.1308,  -0.1093
"2000-08-13 10:00:05",   3.1330,   0.1740,  -0.3306
"2000-08-13 10:00:06",   2.8704,  -0.0211,  -0.4094
"2000-08-13 10:00:07",   2.6783,   0.1457,  -0.8315
"2000-08-13 10:00:08",   2.8207,   1.0904,  -0.5315
"2000-08-13 10:00:09",   2.5145,   0.8870,  -0.0383
"2000-08-13 10:00:10",   2.0846,   0.9568,  -1.2148
"2000-08-13 10:00:11",   1.9721,   0.3201,  -0.7905
"2000-08-13 10:00:12",   2.1090,   0.0837,  -0.4004
"2000-08-13 10:00:13",   2.1111,   0.7899,  -0.8843
"2000-08-13 10:00:14",   2.3710,   0.5924,  -0.7830
"2000-08-13 10:00:15",   2.1057,   0.1076,  -0.6045
"2000-08-13 10:00:16",   2.2093,   0.2184,  -0.4210
"2000-08-13 10:00:17",   1.6862,   0.0620,  -0.4637
"2000-08-13 10:00:18",   1.8789,   0.9610,  -0.3310
"2000-08-13 10:00:19",   1.4200,   0.7498,  -0.8107
"2000-08-13 10:00:20",   2.1857,  -0.0468,   0.0102
"2000-08-13 10:00:21",   1.9193,   0.5880,   0.3303
"2000-08-13 10:00:22",   2.1796,   0.8297,  -0.0337
"2000-08-13 10:00:23",   2.4069,   0.5896,  -0.0104
"2000-08-13 10:00:24",   2.0384,   0.7488,  -0.2181
"2000-08-13 10:00:25",   2.2361,   0.5614,  -0.2014
"2000-08-13 10:00:26",   2.3935,   0.5228,  -0.3209
