# EBEX 2000, Kettleman City, CA, USA
# Turbulence data measured at 1 Hz by fast-anemometer at 6.4 m
# Start: 2000/08/03 12:00 PST
# u (m/s) : longitudinal wind vector component
# v (m/s) : lateral wind vector component
# w (m/s) : vertical wind vector component

"YYYY-MM-DD HH:MM:SS","u (m/s)","v (m/s)","w (m/s)"
"2000-08-03 12:00:00",   2.3323,  -0.6325,  -0.0209
"2000-08-03 12:00:01",   2.3164,   0.0145,  -0.4015
"2000-08-03 12:00:02",   2.0627,   0.1010,  -0.0800
"2000-08-03 12:00:03",   1.9424,  -0.2551,   0.0327
"2000-08-03 12:00:04",   1.7992,  -0.0528,  -0.0670
"2000-08-03 12:00:05",   2.0332,   0.2539,   0.1388
"2000-08-03 12:00:06",   1.9304,   0.0110,   0.2381
"2000-08-03 12:00:07",   2.8634,  -0.1674,  -0.2421
"2000-08-03 12:00:08",   2.8829,  -0.4244,  -0.0143
"2000-08-03 12:00:09",   2.9354,  -0.2521,  -0.2358
"2000-08-03 12:00:10",   2.8787,  -0.2240,  -0.3346
"2000-08-03 12:00:11",   2.6818,  -0.2475,  -0.1698
"2000-08-03 12:00:12",   2.7138,  -0.3445,  -0.1961
"2000-08-03 12:00:13",   2.6009,  -0.3308,  -0.2159
"2000-08-03 12:00:14",   2.6836,   0.0977,  -0.1468
"2000-08-03 12:00:15",   2.5414,  -0.0850,  -0.0002
"2000-08-03 12:00:16",   2.5133,  -0.1033,  -0.0856
"2000-08-03 12:00:17",   2.2221,  -0.0853,  -0.0128
"2000-08-03 12:00:18",   2.4798,   0.0161,  -0.1181
"2000-08-03 12:00:19",   2.5081,   0.5492,   0.0043
"2000-08-03 12:00:20",   2.0838,  -0.1115,  -0.0892
"2000-08-03 12:00:21",   2.4348,  -0.0559,   0.2124
"2000-08-03 12:00:22",   2.5983,  -0.2793,   0.3124
"2000-08-03 12:00:23",   2.9352,  -0.1643,  -0.1618
"2000-08-03 12:00:24",   2.7859,   0.0182,   0.0840
"2000-08-03 12:00:25",   2.7398,  -0.2995,  -0.3125
"2000-08-03 12:00:26",   2.8051,  -0.2922,  -0.1475
"2000-08-03 12:00:27",   2.6816,  -0.3636,  -0.1148
"2000-08-03 12:00:28",   2.8442,  -0.3165,  -0.1081
"2000-08-03 12:00:29",   2.8721,  -0.5752,  -0.0447
"2000-08-03 12:00:30",   2.6863,  -0.4661,  -0.0071
"2000-08-03 12:00:31",   2.7263,  -0.4289,  -0.0147
"2000-08-03 12:00:32",   3.0147,  -0.6718,  -0.0769
"2000-08-03 12:00:33",   3.0486,  -0.5527,  -0.1420
"2000-08-03 12:00:34",   3.0696,  -0.5990,  -0.1379
"2000-08-03 12:00:35",   2.9569,  -0.6907,  -0.0492
"2000-08-03 12:00:36",   2.8978,  -0.5709,  -0.0535
"2000-08-03 12:00:37",   2.8839,  -0.5051,  -0.3353
"2000-08-03 12:00:38",   2.9835,  -0.5583,  -0.3211
"2000-08-03 12:00:39",   3.2586,  -0.4713,  -0.3304
"2000-08-03 12:00:40",   2.8545,  -0.3606,  -0.3100
"2000-08-03 12:00:41",   2.9739,  -0.5646,  -0.2902
"2000-08-03 12:00:42",   2.9862,  -0.5821,  -0.0782
"2000-08-03 12:00:43",   3.0446,  -0.6423,  -0.2289
"2000-08-03 12:00:44",   2.9050,  -0.7603,  -0.0526
"2000-08-03 12:00:45",   2.8926,  -0.3587,  -0.2662
"2000-08-03 12:00:46",   3.1751,  -0.4552,  -0.2354
"2000-08-03 12:00:47",   3.1054,  -0.3257,  -0.1707
"2000-08-03 12:00:48",   2.9427,  -0.2568,   0.0072
"2000-08-03 12:00:49",   2.9118,  -0.2726,  -0.1779
"2000-08-03 12:00:50",   2.9647,  -0.3648,  -0.1435
"2000-08-03 12:00:51",   3.1323,  -0.5403,  -0.0787
"2000-08-03 12:00:52",   3.1530,  -0.4019,  -0.2614
"2000-08-03 12:00:53",   3.2951,  -0.2565,  -0.2865
"2000-08-03 12:00:54",   3.2035,  -0.4808,  -0.0067
"2000-08-03 12:00:55",   3.2921,   0.1368,   0.1712
"2000-08-03 12:00:56",   2.7606,  -0.4190,   0.2902
